algorithm,df
p35pf_double,1.46094e-12
p35pf_double,0
p35pf_double,4.47572e-14
p35pf_double,1.28282e-15
p35pf_double,7.4141e-15
p35pf_double,5.6891e-16
p35pf_double,1.17858e-13
p35pf_double,2.41781e-16
p35pf_double,3.73145e-14
p35pf_double,1.03217e-15
p35pf_double,2.66579e-15
p35pf_double,1.9224e-14
p35pf_double,1.86103e-15
p35pf_double,2.61082e-16
p35pf_double,6.22507e-14
p35pf_double,2.89687e-15
p35pf_double,1.75267e-14
p35pf_double,3.06937e-14
p35pf_double,2.19264e-14
p35pf_double,1.44851e-14
p35pf_double,1.05617e-13
p35pf_double,4.27735e-15
p35pf_double,7.95343e-16
p35pf_double,2.81382e-15
p35pf_double,3.85571e-14
p35pf_double,1.51399e-14
p35pf_double,1.17031e-12
p35pf_double,7.2007e-13
p35pf_double,7.73587e-15
p35pf_double,9.81554e-13
p35pf_double,5.95111e-14
p35pf_double,5.42648e-15
p35pf_double,5.44021e-14
p35pf_double,4.25085e-16
p35pf_double,9.09323e-15
p35pf_double,4.37595e-16
p35pf_double,1.8822e-14
p35pf_double,2.24341e-14
p35pf_double,4.6288e-14
p35pf_double,2.58196e-13
p35pf_double,1.14394e-14
p35pf_double,8.07782e-15
p35pf_double,1.4651e-16
p35pf_double,1.40356e-13
p35pf_double,2.86753e-14
p35pf_double,5.89913e-14
p35pf_double,1.14937e-14
p35pf_double,6.17309e-13
p35pf_double,1.637e-11
p35pf_double,5.91159e-13
p35pf_double,1.23576e-15
p35pf_double,1.40327e-14
p35pf_double,5.08299e-14
p35pf_double,3.57077e-15
p35pf_double,1.22904e-13
p35pf_double,9.03284e-14
p35pf_double,5.05695e-13
p35pf_double,4.01065e-14
p35pf_double,2.30535e-13
p35pf_double,9.0394e-13
p35pf_double,5.68566e-14
p35pf_double,1.36982e-14
p35pf_double,6.51405e-15
p35pf_double,1.99159e-14
p35pf_double,2.21549e-15
p35pf_double,5.80442e-16
p35pf_double,4.65687e-15
p35pf_double,1.12413e-14
p35pf_double,1.57929e-14
p35pf_double,2.22334e-11
p35pf_double,2.11787e-16
p35pf_double,3.41678e-14
p35pf_double,7.71197e-11
p35pf_double,6.90819e-14
p35pf_double,0
p35pf_double,8.98348e-15
p35pf_double,1.26152e-13
p35pf_double,1.86988e-12
p35pf_double,4.64549e-15
p35pf_double,3.84376e-15
p35pf_double,6.25055e-15
p35pf_double,2.2724e-14
p35pf_double,2.49165e-15
p35pf_double,6.52224e-15
p35pf_double,8.08904e-16
p35pf_double,7.35865e-15
p35pf_double,3.08788e-15
p35pf_double,3.09936e-14
p35pf_double,1.28409e-14
p35pf_double,1.91093e-13
p35pf_double,7.27853e-16
p35pf_double,3.56994e-16
p35pf_double,9.61283e-14
p35pf_double,6.20539e-12
p35pf_double,9.56543e-11
p35pf_double,4.44825e-15
p35pf_double,5.82192e-14
p35pf_double,3.6373e-14
p35pf_double,6.73156e-15
p35pf_double,4.42776e-16
p35pf_double,8.17076e-14
p35pf_double,1.37471e-12
p35pf_double,2.50972e-14
p35pf_double,2.62922e-12
p35pf_double,5.18514e-13
p35pf_double,7.87183e-15
p35pf_double,2.76014e-14
p35pf_double,2.44711e-14
p35pf_double,1.23565e-14
p35pf_double,1.05759e-13
p35pf_double,1.14312e-16
p35pf_double,2.3492e-14
p35pf_double,5.3792e-14
p35pf_double,5.69509e-15
p35pf_double,4.18283e-15
p35pf_double,5.73089e-13
p35pf_double,2.91258e-14
p35pf_double,2.00805e-14
p35pf_double,6.74696e-15
p35pf_double,4.39409e-13
p35pf_double,6.63e-14
p35pf_double,4.83042e-15
p35pf_double,3.58618e-11
p35pf_double,8.49754e-15
p35pf_double,1.56705e-14
p35pf_double,6.50953e-14
p35pf_double,5.36632e-15
p35pf_double,3.63637e-14
p35pf_double,2.17112e-16
p35pf_double,7.0791e-14
p35pf_double,4.16887e-14
p35pf_double,1.44648e-13
p35pf_double,2.75429e-14
p35pf_double,9.73218e-12
p35pf_double,3.92405e-14
p35pf_double,1.70877e-15
p35pf_double,1.27322e-15
p35pf_double,8.55981e-13
p35pf_double,7.37797e-15
p35pf_double,3.23739e-15
p35pf_double,4.30033e-13
p35pf_double,1.65279e-13
p35pf_double,3.74644e-11
p35pf_double,2.32732e-15
p35pf_double,2.22579e-12
p35pf_double,1.31931e-14
p35pf_double,2.18567e-14
p35pf_double,4.50529e-14
p35pf_double,3.08625e-14
p35pf_double,1.23703e-15
p35pf_double,5.26803e-13
p35pf_double,6.3375e-15
p35pf_double,1.29791e-15
p35pf_double,2.31067e-15
p35pf_double,9.14471e-14
p35pf_double,6.55554e-16
p35pf_double,4.78502e-15
p35pf_double,3.39614e-08
p35pf_double,2.66138e-14
p35pf_double,2.49758e-14
p35pf_double,3.35994e-13
p35pf_double,1.34739e-14
p35pf_double,1.38863e-15
p35pf_double,5.56759e-14
p35pf_double,1.98394e-13
p35pf_double,8.05342e-14
p35pf_double,2.45289e-13
p35pf_double,1.06896e-15
p35pf_double,3.69097e-14
p35pf_double,1.69342e-14
p35pf_double,2.46691e-15
p35pf_double,3.66833e-11
p35pf_double,1.01938e-15
p35pf_double,3.17502e-15
p35pf_double,9.89951e-15
p35pf_double,5.33181e-14
p35pf_double,5.92333e-15
p35pf_double,7.72562e-16
p35pf_double,8.6535e-16
p35pf_double,2.11425e-15
p35pf_double,4.60565e-15
p35pf_double,5.16498e-15
p35pf_double,1.91476e-16
p35pf_double,3.44814e-13
p35pf_double,2.52552e-13
p35pf_double,3.47214e-15
p35pf_double,9.73174e-16
p35pf_double,1.02359e-11
p35pf_double,1.69315e-15
p35pf_double,1.19257e-13
p35pf_double,0
p35pf_double,1.45916e-14
p35pf_double,6.67958e-16
p35pf_double,1.10119e-14
p35pf_double,2.22946e-13
p35pf_double,2.70936e-12
p35pf_double,5.52153e-15
p35pf_double,1.21066e-14
p35pf_double,7.66008e-14
p35pf_double,2.3033e-15
p35pf_double,2.68689e-12
p35pf_double,3.73911e-13
p35pf_double,1.24532e-16
p35pf_double,2.67398e-14
p35pf_double,7.15566e-16
p35pf_double,6.88536e-14
p35pf_double,3.9045e-14
p35pf_double,4.49955e-13
p35pf_double,6.1321e-14
p35pf_double,6.6881e-14
p35pf_double,5.13995e-14
p35pf_double,5.03715e-15
p35pf_double,3.86368e-15
p35pf_double,1.55494e-14
p35pf_double,1.28783e-14
p35pf_double,2.12818e-15
p35pf_double,1.60072e-14
p35pf_double,1.46435e-15
p35pf_double,6.54272e-11
p35pf_double,1.48629e-13
p35pf_double,2.58159e-13
p35pf_double,4.6517e-13
p35pf_double,8.92418e-14
p35pf_double,1.79487e-15
p35pf_double,4.83206e-16
p35pf_double,5.13143e-15
p35pf_double,1.65397e-14
p35pf_double,4.63608e-13
p35pf_double,4.55971e-14
p35pf_double,3.01822e-14
p35pf_double,5.0122e-15
p35pf_double,1.43502e-12
p35pf_double,1.85845e-14
p35pf_double,5.89243e-13
p35pf_double,3.44649e-14
p35pf_double,7.72551e-12
p35pf_double,4.30557e-14
p35pf_double,3.0947e-15
p35pf_double,2.0312e-14
p35pf_double,9.55217e-15
p35pf_double,1.73764e-14
p35pf_double,4.77069e-15
p35pf_double,6.53765e-15
p35pf_double,4.284e-15
p35pf_double,2.15481e-14
p35pf_double,3.18566e-15
p35pf_double,1.06831e-13
p35pf_double,3.32964e-11
p35pf_double,5.07461e-15
p35pf_double,5.08105e-13
p35pf_double,3.64003e-16
p35pf_double,2.96772e-07
p35pf_double,8.099e-15
p35pf_double,3.60055e-14
p35pf_double,4.52955e-15
p35pf_double,7.34467e-14
p35pf_double,1.82812e-15
p35pf_double,3.83432e-13
p35pf_double,1.76318e-15
p35pf_double,1.75691e-14
p35pf_double,7.46598e-15
p35pf_double,3.92896e-12
p35pf_double,0
p35pf_double,2.73558e-13
p35pf_double,1.33347e-15
p35pf_double,1.52128e-15
p35pf_double,1.4082e-13
p35pf_double,4.03888e-13
p35pf_double,1.1549e-13
p35pf_double,1.18299e-16
p35pf_double,1.6309e-15
p35pf_double,4.16753e-13
p35pf_double,4.95929e-13
p35pf_double,5.37096e-15
p35pf_double,6.10877e-12
p35pf_double,1.70813e-14
p35pf_double,9.48851e-14
p35pf_double,1.29892e-13
p35pf_double,4.30881e-15
p35pf_double,7.21369e-13
p35pf_double,1.10168e-14
p35pf_double,7.95166e-16
p35pf_double,5.12231e-13
p35pf_double,1.23757e-14
p35pf_double,3.02623e-15
p35pf_double,3.17494e-14
p35pf_double,1.9108e-12
p35pf_double,1.33961e-13
p35pf_double,2.90167e-12
p35pf_double,1.05507e-14
p35pf_double,3.40327e-13
p35pf_double,6.64334e-15
p35pf_double,9.36173e-15
p35pf_double,5.28656e-13
p35pf_double,3.09788e-13
p35pf_double,1.97398e-15
p35pf_double,7.63054e-15
p35pf_double,1.58956e-12
p35pf_double,3.78716e-13
p35pf_double,1.50492e-14
p35pf_double,1.61621e-14
p35pf_double,3.35666e-15
p35pf_double,1.44687e-16
p35pf_double,3.84445e-14
p35pf_double,3.66079e-14
p35pf_double,2.1586e-12
p35pf_double,9.6254e-14
p35pf_double,8.24957e-14
p35pf_double,6.22755e-14
p35pf_double,1.72878e-12
p35pf_double,1.14562e-13
p35pf_double,3.07823e-15
p35pf_double,1.06261e-10
p35pf_double,3.32782e-15
p35pf_double,1.32539e-13
p35pf_double,2.43871e-12
p35pf_double,1.90537e-14
p35pf_double,2.05725e-14
p35pf_double,4.41809e-15
p35pf_double,5.02189e-14
p35pf_double,1.15778e-13
p35pf_double,4.43832e-16
p35pf_double,1.81829e-16
p35pf_double,5.54718e-14
p35pf_double,3.99514e-14
p35pf_double,6.73272e-14
p35pf_double,2.44325e-16
p35pf_double,1.6998e-10
p35pf_double,1.49877e-15
p35pf_double,9.35977e-15
p35pf_double,2.27317e-14
p35pf_double,9.98588e-16
p35pf_double,1.66186e-14
p35pf_double,2.34111e-14
p35pf_double,3.97832e-15
p35pf_double,1.03441e-14
p35pf_double,0
p35pf_double,1.46118e-13
p35pf_double,8.80477e-15
p35pf_double,2.94319e-14
p35pf_double,6.63472e-16
p35pf_double,4.08272e-15
p35pf_double,2.13592e-15
p35pf_double,2.42076e-11
p35pf_double,1.72702e-15
p35pf_double,1.3409e-14
p35pf_double,5.34468e-13
p35pf_double,7.01633e-16
p35pf_double,6.37271e-16
p35pf_double,1.20973e-15
p35pf_double,3.20638e-14
p35pf_double,2.16576e-13
p35pf_double,2.25625e-14
p35pf_double,1.97373e-14
p35pf_double,6.04311e-16
p35pf_double,1.62159e-13
p35pf_double,8.80953e-15
p35pf_double,3.94175e-13
p35pf_double,2.45161e-15
p35pf_double,1.06566e-13
p35pf_double,1.16883e-15
p35pf_double,2.63781e-11
p35pf_double,1.95226e-11
p35pf_double,1.82817e-16
p35pf_double,1.68366e-13
p35pf_double,1.1304e-15
p35pf_double,1.55992e-14
p35pf_double,0
p35pf_double,1.97841e-14
p35pf_double,9.93992e-16
p35pf_double,1.50266e-15
p35pf_double,6.61606e-13
p35pf_double,7.45995e-14
p35pf_double,5.90816e-10
p35pf_double,1.23696e-14
p35pf_double,9.78357e-15
p35pf_double,2.98521e-11
p35pf_double,1.14153e-14
p35pf_double,2.47034e-15
p35pf_double,2.3393e-15
p35pf_double,4.20259e-07
p35pf_double,6.5165e-13
p35pf_double,2.89795e-11
p35pf_double,7.72073e-15
p35pf_double,0
p35pf_double,4.68422e-14
p35pf_double,3.6682e-15
p35pf_double,2.0537e-13
p35pf_double,7.18173e-13
p35pf_double,2.4265e-15
p35pf_double,3.89002e-16
p35pf_double,3.55867e-14
p35pf_double,1.96991e-14
p35pf_double,8.99712e-16
p35pf_double,1.59638e-15
p35pf_double,1.70018e-13
p35pf_double,5.64037e-16
p35pf_double,4.59444e-14
p35pf_double,3.84471e-16
p35pf_double,1.99859e-15
p35pf_double,2.89636e-11
p35pf_double,2.09332e-15
p35pf_double,4.49213e-14
p35pf_double,5.59778e-15
p35pf_double,2.85707e-15
p35pf_double,1.96134e-14
p35pf_double,1.08028e-13
p35pf_double,6.31501e-15
p35pf_double,8.02783e-14
p35pf_double,1.68619e-15
p35pf_double,4.32524e-14
p35pf_double,2.46308e-15
p35pf_double,3.7651e-14
p35pf_double,1.15047e-16
p35pf_double,1.05272e-13
p35pf_double,4.47957e-14
p35pf_double,2.01916e-15
p35pf_double,1.12883e-14
p35pf_double,4.73789e-15
p35pf_double,9.45525e-15
p35pf_double,1.31159e-15
p35pf_double,5.89812e-15
p35pf_double,4.42836e-14
p35pf_double,1.69057e-16
p35pf_double,3.24292e-15
p35pf_double,3.5744e-15
p35pf_double,2.13375e-13
p35pf_double,2.44641e-11
p35pf_double,1.00923e-15
p35pf_double,4.42042e-15
p35pf_double,2.5557e-13
p35pf_double,2.62914e-11
p35pf_double,6.73252e-12
p35pf_double,1.57173e-11
p35pf_double,1.47574e-15
p35pf_double,4.63811e-13
p35pf_double,2.44265e-15
p35pf_double,1.81298e-14
p35pf_double,3.16801e-13
p35pf_double,1.15953e-11
p35pf_double,6.14723e-13
p35pf_double,1.05207e-15
p35pf_double,2.11603e-13
p35pf_double,1.28053e-11
p35pf_double,8.8216e-14
p35pf_double,2.18858e-16
p35pf_double,1.00649e-12
p35pf_double,7.23555e-16
p35pf_double,1.91047e-13
p35pf_double,4.87734e-14
p35pf_double,1.76963e-14
p35pf_double,1.72029e-14
p35pf_double,4.5957e-16
p35pf_double,2.73848e-14
p35pf_double,7.23543e-15
p35pf_double,2.41203e-15
p35pf_double,2.23609e-10
p35pf_double,3.66425e-16
p35pf_double,6.86616e-16
p35pf_double,6.16169e-14
p35pf_double,7.23347e-14
p35pf_double,1.53991e-13
p35pf_double,1.67538e-14
p35pf_double,1.02789e-15
p35pf_double,8.20738e-16
p35pf_double,1.24338e-13
p35pf_double,1.91255e-15
p35pf_double,7.18864e-15
p35pf_double,1.88267e-13
p35pf_double,2.53007e-15
p35pf_double,8.52037e-15
p35pf_double,2.8864e-14
p35pf_double,1.81429e-14
p35pf_double,3.88813e-12
p35pf_double,1.82359e-15
p35pf_double,4.48702e-13
p35pf_double,1.04939e-14
p35pf_double,4.06586e-14
p35pf_double,4.98173e-15
p35pf_double,5.4668e-15
p35pf_double,1.48159e-13
p35pf_double,1.87412e-15
p35pf_double,1.50726e-14
p35pf_double,2.23867e-15
p35pf_double,7.28482e-15
p35pf_double,1.19608e-14
p35pf_double,5.4112e-15
p35pf_double,2.08741e-13
p35pf_double,1.59886e-15
p35pf_double,1.95672e-15
p35pf_double,1.25445e-14
p35pf_double,7.60868e-13
p35pf_double,9.38932e-15
p35pf_double,5.30964e-14
p35pf_double,5.87912e-15
p35pf_double,3.04581e-15
p35pf_double,7.65015e-15
p35pf_double,1.72021e-15
p35pf_double,1.70836e-15
p35pf_double,4.44438e-15
p35pf_double,3.29557e-14
p35pf_double,1.18089e-14
p35pf_double,2.38859e-14
p35pf_double,2.10762e-12
p35pf_double,6.0245e-14
p35pf_double,7.00392e-14
p35pf_double,9.57607e-15
p35pf_double,5.15814e-14
p35pf_double,1.53794e-13
p35pf_double,1.22681e-16
p35pf_double,2.42549e-15
p35pf_double,1.23307e-15
p35pf_double,1.28677e-10
p35pf_double,5.99626e-13
p35pf_double,3.73424e-13
p35pf_double,1.18572e-12
p35pf_double,5.21587e-13
p35pf_double,3.45518e-15
p35pf_double,3.86404e-15
p35pf_double,3.78513e-14
p35pf_double,2.69653e-15
p35pf_double,1.41797e-14
p35pf_double,5.91594e-12
p35pf_double,1.14359e-12
p35pf_double,1.37887e-14
p35pf_double,2.36624e-14
p35pf_double,1.99565e-16
p35pf_double,5.55251e-15
p35pf_double,7.40712e-14
p35pf_double,1.42284e-13
p35pf_double,1.90258e-15
p35pf_double,1.77507e-15
p35pf_double,5.84001e-15
p35pf_double,1.72621e-14
p35pf_double,1.05211e-12
p35pf_double,2.67776e-15
p35pf_double,1.51039e-15
p35pf_double,2.70118e-11
p35pf_double,1.18947e-14
p35pf_double,3.18337e-16
p35pf_double,4.67623e-16
p35pf_double,4.54931e-12
p35pf_double,7.9498e-15
p35pf_double,2.90936e-15
p35pf_double,3.44203e-13
p35pf_double,2.33399e-12
p35pf_double,3.26769e-15
p35pf_double,2.04258e-13
p35pf_double,2.17598e-10
p35pf_double,1.48487e-15
p35pf_double,2.4661e-13
p35pf_double,1.34434e-15
p35pf_double,1.24051e-13
p35pf_double,1.11204e-14
p35pf_double,4.77891e-14
p35pf_double,2.32942e-16
p35pf_double,5.33125e-14
p35pf_double,6.61512e-15
p35pf_double,2.24118e-14
p35pf_double,3.25942e-12
p35pf_double,3.44637e-15
p35pf_double,5.16962e-11
p35pf_double,6.49694e-15
p35pf_double,4.37181e-14
p35pf_double,5.18716e-15
p35pf_double,1.8462e-16
p35pf_double,1.90063e-15
p35pf_double,2.68669e-14
p35pf_double,2.65072e-14
p35pf_double,3.45864e-13
p35pf_double,2.81473e-14
p35pf_double,1.24564e-14
p35pf_double,1.25489e-15
p35pf_double,5.74241e-14
p35pf_double,4.4291e-12
p35pf_double,8.99747e-14
p35pf_double,2.04514e-14
p35pf_double,2.03925e-13
p35pf_double,1.92254e-15
p35pf_double,8.12779e-16
p35pf_double,1.00459e-15
p35pf_double,4.45194e-15
p35pf_double,3.32699e-14
p35pf_double,3.3888e-15
p35pf_double,8.92644e-15
p35pf_double,2.12973e-11
p35pf_double,2.22644e-14
p35pf_double,1.27452e-13
p35pf_double,1.15612e-11
p35pf_double,4.76751e-13
p35pf_double,2.88232e-13
p35pf_double,3.44938e-12
p35pf_double,5.36027e-14
p35pf_double,3.09807e-14
p35pf_double,1.20483e-13
p35pf_double,3.31417e-11
p35pf_double,1.67723e-14
p35pf_double,1.69682e-15
p35pf_double,2.15036e-16
p35pf_double,0
p35pf_double,0
p35pf_double,9.54975e-13
p35pf_double,3.56481e-11
p35pf_double,6.3935e-15
p35pf_double,4.84493e-16
p35pf_double,2.76169e-16
p35pf_double,2.94606e-13
p35pf_double,4.03093e-15
p35pf_double,2.06722e-13
p35pf_double,3.33473e-14
p35pf_double,3.20608e-13
p35pf_double,1.66899e-13
p35pf_double,1.67795e-13
p35pf_double,1.1656e-12
p35pf_double,5.94881e-14
p35pf_double,1.23968e-14
p35pf_double,1.38421e-14
p35pf_double,1.28296e-14
p35pf_double,2.32555e-11
p35pf_double,1.71971e-12
p35pf_double,6.44753e-15
p35pf_double,3.19068e-14
p35pf_double,4.31427e-15
p35pf_double,5.55688e-13
p35pf_double,4.74183e-14
p35pf_double,1.01574e-12
p35pf_double,4.17472e-15
p35pf_double,2.0553e-16
p35pf_double,1.60315e-15
p35pf_double,8.68026e-15
p35pf_double,1.08197e-11
p35pf_double,7.88086e-16
p35pf_double,6.34034e-14
p35pf_double,4.43682e-14
p35pf_double,1.47676e-16
p35pf_double,6.76755e-15
p35pf_double,1.59181e-14
p35pf_double,1.22237e-14
p35pf_double,5.56143e-14
p35pf_double,1.26981e-13
p35pf_double,1.7031e-14
p35pf_double,5.15063e-15
p35pf_double,3.95354e-13
p35pf_double,5.0789e-13
p35pf_double,1.08843e-15
p35pf_double,4.54722e-15
p35pf_double,3.45353e-15
p35pf_double,3.16148e-15
p35pf_double,3.84179e-15
p35pf_double,1.7488e-16
p35pf_double,1.21815e-15
p35pf_double,4.93596e-14
p35pf_double,1.93013e-14
p35pf_double,2.47832e-13
p35pf_double,3.12281e-14
p35pf_double,9.01359e-16
p35pf_double,1.67968e-12
p35pf_double,2.82302e-14
p35pf_double,2.3273e-16
p35pf_double,2.3428e-13
p35pf_double,3.80151e-14
p35pf_double,3.45756e-16
p35pf_double,1.73548e-16
p35pf_double,8.87535e-13
p35pf_double,8.93135e-15
p35pf_double,7.58562e-14
p35pf_double,1.94351e-15
p35pf_double,6.96962e-15
p35pf_double,2.03607e-14
p35pf_double,7.08597e-13
p35pf_double,2.62661e-15
p35pf_double,4.26284e-15
p35pf_double,5.51448e-14
p35pf_double,4.33838e-14
p35pf_double,1.53579e-16
p35pf_double,3.78411e-11
p35pf_double,1.55316e-15
p35pf_double,2.50227e-12
p35pf_double,2.02401e-13
p35pf_double,3.9145e-14
p35pf_double,3.29861e-16
p35pf_double,1.13659e-15
p35pf_double,6.62803e-16
p35pf_double,2.57167e-13
p35pf_double,1.81181e-14
p35pf_double,1.76849e-13
p35pf_double,3.26767e-15
p35pf_double,1.03512e-13
p35pf_double,2.65956e-15
p35pf_double,1.33139e-14
p35pf_double,6.51501e-16
p35pf_double,3.12576e-15
p35pf_double,4.00932e-15
p35pf_double,1.22911e-14
p35pf_double,1.96221e-13
p35pf_double,2.36934e-14
p35pf_double,2.7703e-16
p35pf_double,1.27355e-13
p35pf_double,3.43338e-09
p35pf_double,1.12037e-14
p35pf_double,4.83908e-15
p35pf_double,1.11105e-16
p35pf_double,5.67416e-15
p35pf_double,1.55416e-15
p35pf_double,2.47823e-15
p35pf_double,2.56715e-14
p35pf_double,1.59474e-13
p35pf_double,5.05902e-15
p35pf_double,1.42361e-14
p35pf_double,1.69313e-15
p35pf_double,1.59257e-14
p35pf_double,2.09081e-15
p35pf_double,4.50904e-14
p35pf_double,2.00905e-16
p35pf_double,1.42227e-12
p35pf_double,4.55982e-15
p35pf_double,8.0115e-15
p35pf_double,2.49618e-15
p35pf_double,2.85983e-14
p35pf_double,7.19349e-12
p35pf_double,9.24484e-15
p35pf_double,2.88359e-14
p35pf_double,8.44091e-15
p35pf_double,6.9307e-14
p35pf_double,4.48047e-15
p35pf_double,5.59712e-15
p35pf_double,6.3931e-14
p35pf_double,5.57363e-10
p35pf_double,1.15081e-13
p35pf_double,1.11324e-15
p35pf_double,2.85855e-13
p35pf_double,1.54054e-13
p35pf_double,3.10883e-15
p35pf_double,3.99385e-13
p35pf_double,0
p35pf_double,2.45555e-14
p35pf_double,6.92382e-15
p35pf_double,3.32309e-11
p35pf_double,3.63384e-13
p35pf_double,1.72771e-14
p35pf_double,7.6534e-15
p35pf_double,5.87754e-16
p35pf_double,5.62648e-13
p35pf_double,1.33745e-14
p35pf_double,2.58506e-15
p35pf_double,1.5309e-12
p35pf_double,1.23187e-13
p35pf_double,2.27385e-12
p35pf_double,8.21413e-16
p35pf_double,1.7645e-14
p35pf_double,2.10043e-13
p35pf_double,2.86409e-13
p35pf_double,3.78369e-13
p35pf_double,1.63295e-14
p35pf_double,7.91169e-13
p35pf_double,4.04842e-14
p35pf_double,5.11988e-14
p35pf_double,2.88744e-14
p35pf_double,1.42337e-14
p35pf_double,1.94421e-15
p35pf_double,2.96692e-12
p35pf_double,5.80017e-15
p35pf_double,1.4619e-15
p35pf_double,3.81963e-13
p35pf_double,2.16685e-15
p35pf_double,1.5696e-13
p35pf_double,4.85324e-15
p35pf_double,4.39997e-14
p35pf_double,3.77373e-15
p35pf_double,3.63575e-15
p35pf_double,4.00325e-15
p35pf_double,1.4736e-14
p35pf_double,4.76773e-16
p35pf_double,3.49249e-12
p35pf_double,1.17414e-14
p35pf_double,2.62217e-15
p35pf_double,4.82974e-14
p35pf_double,6.34373e-14
p35pf_double,3.83244e-13
p35pf_double,2.87133e-15
p35pf_double,2.12622e-09
p35pf_double,2.01404e-14
p35pf_double,4.1019e-14
p35pf_double,1.0608e-15
p35pf_double,2.39674e-12
p35pf_double,3.19966e-10
p35pf_double,2.10732e-14
p35pf_double,9.29096e-13
p35pf_double,1.6194e-15
p35pf_double,1.70873e-11
p35pf_double,1.17083e-13
p35pf_double,1.27648e-14
p35pf_double,7.01632e-14
p35pf_double,7.8325e-15
p35pf_double,5.04491e-08
p35pf_double,4.91431e-15
p35pf_double,1.61301e-14
p35pf_double,4.00477e-15
p35pf_double,2.07005e-13
p35pf_double,1.14612e-15
p35pf_double,3.18542e-14
p35pf_double,6.19868e-15
p35pf_double,5.41647e-14
p35pf_double,1.44001e-13
p35pf_double,7.90428e-16
p35pf_double,1.29564e-11
p35pf_double,6.26742e-15
p35pf_double,1.38284e-11
p35pf_double,1.01828e-15
p35pf_double,2.18153e-14
p35pf_double,6.97177e-14
p35pf_double,1.73473e-14
p35pf_double,1.52807e-11
p35pf_double,9.67725e-15
p35pf_double,1.29864e-14
p35pf_double,4.10609e-15
p35pf_double,2.08617e-11
p35pf_double,1.21228e-14
p35pf_double,3.10734e-14
p35pf_double,7.58775e-14
p35pf_double,8.1329e-09
p35pf_double,8.56452e-16
p35pf_double,1.10065e-13
p35pf_double,1.22967e-14
p35pf_double,4.94437e-15
p35pf_double,6.10025e-14
p35pf_double,1.65098e-12
p35pf_double,6.17386e-15
p35pf_double,9.41236e-15
p35pf_double,6.76322e-15
p35pf_double,5.56855e-16
p35pf_double,1.14534e-14
p35pf_double,1.39466e-14
p35pf_double,5.42311e-15
p35pf_double,2.48487e-14
p35pf_double,1.51294e-12
p35pf_double,3.9978e-15
p35pf_double,2.77448e-15
p35pf_double,8.77667e-12
p35pf_double,1.76429e-14
p35pf_double,9.59609e-09
p35pf_double,3.57782e-15
p35pf_double,8.30491e-14
p35pf_double,8.62675e-15
p35pf_double,4.9437e-15
p35pf_double,3.13621e-11
p35pf_double,3.60457e-15
p35pf_double,6.78762e-15
p35pf_double,7.24186e-13
p35pf_double,4.53118e-15
p35pf_double,4.05844e-14
p35pf_double,2.76191e-16
p35pf_double,2.78828e-14
p35pf_double,9.36678e-15
p35pf_double,3.10623e-13
p35pf_double,2.26689e-15
p35pf_double,2.42339e-13
p35pf_double,2.91312e-14
p35pf_double,1.9847e-13
p35pf_double,4.29942e-15
p35pf_double,2.61901e-15
p35pf_double,1.46863e-15
p35pf_double,2.83704e-15
p35pf_double,1.96733e-15
p35pf_double,3.72273e-15
p35pf_double,1.31978e-14
p35pf_double,1.93752e-14
p35pf_double,3.18875e-14
p35pf_double,1.59883e-15
p35pf_double,1.08244e-13
p35pf_double,2.68017e-15
p35pf_double,6.89392e-15
p35pf_double,1.88234e-14
p35pf_double,1.67122e-15
p35pf_double,2.52231e-15
p35pf_double,9.08464e-14
p35pf_double,1.03464e-14
p35pf_double,2.69042e-14
p35pf_double,1.18677e-14
p35pf_double,1.48295e-15
p35pf_double,1.31463e-14
p35pf_double,1.25205e-13
p35pf_double,3.57723e-14
p35pf_double,2.36278e-15
p35pf_double,1.26536e-15
p35pf_double,2.71458e-13
p35pf_double,6.8829e-16
p35pf_double,5.86377e-13
p35pf_double,2.76586e-14
p35pf_double,2.00449e-15
p35pf_double,6.08321e-15
p35pf_double,1.12511e-13
p35pf_double,2.5909e-15
p35pf_double,3.07181e-15
p35pf_double,4.96286e-15
p35pf_double,1.78998e-14
p35pf_double,1.36505e-14
p35pf_double,4.19383e-15
p35pf_double,4.88233e-14
p35pf_double,1.72747e-16
p35pf_double,1.18006e-13
p35pf_double,7.9643e-15
p35pf_double,5.77299e-14
p35pf_double,1.43142e-13
p35pf_double,1.02495e-14
p35pf_double,5.66563e-14
p35pf_double,5.93177e-15
p35pf_double,1.3224e-12
p35pf_double,2.06228e-14
p35pf_double,4.23133e-13
p35pf_double,2.59472e-15
p35pf_double,7.69535e-15
p35pf_double,2.49297e-15
p35pf_double,1.12266e-13
p35pf_double,1.3246e-10
p35pf_double,1.85754e-16
p35pf_double,1.02208e-15
p35pf_double,1.41393e-14
p35pf_double,1.14895e-15
p35pf_double,1.80204e-14
p35pf_double,1.81451e-15
p35pf_double,3.88305e-15
p35pf_double,2.99487e-15
p35pf_double,1.10681e-11
p35pf_double,1.52961e-14
p35pf_double,1.82081e-16
p35pf_double,5.60361e-13
p35pf_double,8.94402e-11
p35pf_double,4.52475e-15
p35pf_double,3.75378e-13
p35pf_double,1.66419e-12
p35pf_double,1.19233e-10
p35pf_double,2.71163e-15
p35pf_double,1.22755e-14
p35pf_double,8.38208e-14
p35pf_double,7.55691e-13
p35pf_double,1.74922e-14
