algorithm,df
p35pf_single,7.77101e-05
p35pf_single,6.19462e-09
p35pf_single,0.000112863
p35pf_single,1.11226e-05
p35pf_single,0.00650096
p35pf_single,3.68341e-05
p35pf_single,4.21652e-07
p35pf_single,1.01736e-05
p35pf_single,0.00104437
p35pf_single,1.6684e-06
p35pf_single,4.46336e-07
p35pf_single,5.32818e-06
p35pf_single,3.28411e-05
p35pf_single,1.02791e-05
p35pf_single,5.41495e-05
p35pf_single,1.33618e-06
p35pf_single,1.55543e-05
p35pf_single,3.0632e-05
p35pf_single,9.54088e-05
p35pf_single,2.1491e-06
p35pf_single,1.15031e-05
p35pf_single,1.0193e-06
p35pf_single,5.83108e-07
p35pf_single,4.20872e-06
p35pf_single,1.58857e-05
p35pf_single,1.85415e-08
p35pf_single,0.000574972
p35pf_single,5.01097e-05
p35pf_single,0.000109156
p35pf_single,1.82583e-05
p35pf_single,4.6542e-06
p35pf_single,6.25411e-07
p35pf_single,0.00033546
p35pf_single,4.13551e-06
p35pf_single,1.05083e-05
p35pf_single,2.43985e-05
p35pf_single,1.64786e-06
p35pf_single,5.48633e-06
p35pf_single,0.00997982
p35pf_single,8.59302e-05
p35pf_single,3.76782e-06
p35pf_single,3.94618e-06
p35pf_single,3.48407e-06
p35pf_single,2.23015e-05
p35pf_single,6.79386e-07
p35pf_single,6.72812e-05
p35pf_single,1.85734e-07
p35pf_single,0.000425226
p35pf_single,4.31079e-06
p35pf_single,0.000118654
p35pf_single,0.00085809
p35pf_single,1.70558e-06
p35pf_single,0.0197208
p35pf_single,6.31502e-06
p35pf_single,0.000550529
p35pf_single,5.60821e-08
p35pf_single,1.0769e-05
p35pf_single,8.74997e-05
p35pf_single,9.38276e-06
p35pf_single,2.80434e-05
p35pf_single,6.75265e-08
p35pf_single,0.0289403
p35pf_single,1.99236e-05
p35pf_single,1.24539e-05
p35pf_single,1.12529e-06
p35pf_single,1.91128e-05
p35pf_single,9.53697e-07
p35pf_single,1.74265e-05
p35pf_single,8.47113e-05
p35pf_single,1.25864e-05
p35pf_single,4.79323e-07
p35pf_single,0.00014227
p35pf_single,1.66897e-06
p35pf_single,1.24366e-05
p35pf_single,6.08988e-05
p35pf_single,0.000283418
p35pf_single,2.27002e-06
p35pf_single,0.000668065
p35pf_single,1.86122e-06
p35pf_single,5.56755e-05
p35pf_single,0.000604225
p35pf_single,2.87924e-05
p35pf_single,5.72198e-07
p35pf_single,1.78409e-05
p35pf_single,4.09173e-06
p35pf_single,6.42412e-07
p35pf_single,1.65285e-06
p35pf_single,2.25664e-06
p35pf_single,1.49142e-05
p35pf_single,1.66414e-05
p35pf_single,1.00606e-05
p35pf_single,4.02526e-05
p35pf_single,9.30555e-05
p35pf_single,3.55292e-07
p35pf_single,0.000134877
p35pf_single,0.00173633
p35pf_single,2.87115e-06
p35pf_single,7.83887e-06
p35pf_single,1.00192e-05
p35pf_single,6.40935e-06
p35pf_single,9.07218e-05
p35pf_single,0.00018453
p35pf_single,0.000204696
p35pf_single,0.0031566
p35pf_single,7.08174e-07
p35pf_single,3.93321e-05
p35pf_single,7.03169e-05
p35pf_single,4.3991e-05
p35pf_single,7.50611e-05
p35pf_single,2.35762e-06
p35pf_single,6.50714e-06
p35pf_single,2.0795e-06
p35pf_single,4.1492e-05
p35pf_single,9.2823e-06
p35pf_single,1.22524e-05
p35pf_single,7.36558e-07
p35pf_single,3.06063e-05
p35pf_single,9.05031e-06
p35pf_single,0.000140768
p35pf_single,3.12186e-07
p35pf_single,3.35781e-05
p35pf_single,5.85927e-05
p35pf_single,8.79417e-06
p35pf_single,0.000208632
p35pf_single,1.25493e-05
p35pf_single,2.83576e-07
p35pf_single,0.000125819
p35pf_single,0.000742815
p35pf_single,1.5449e-05
p35pf_single,0.000403376
p35pf_single,9.67113e-05
p35pf_single,0.000708303
p35pf_single,0.00202854
p35pf_single,1.12695e-05
p35pf_single,7.82708e-05
p35pf_single,5.47859e-07
p35pf_single,2.09492e-05
p35pf_single,3.42112e-05
p35pf_single,0.000660371
p35pf_single,6.12867e-06
p35pf_single,1.9491e-06
p35pf_single,0.0007052
p35pf_single,0.000611716
p35pf_single,1.81307e-06
p35pf_single,1.289e-07
p35pf_single,1.24126e-06
p35pf_single,0.000799152
p35pf_single,8.24337e-06
p35pf_single,3.89522e-05
p35pf_single,2.84321e-06
p35pf_single,1.08426e-07
p35pf_single,1.12309e-06
p35pf_single,0.000108615
p35pf_single,5.80954e-06
p35pf_single,9.11401e-06
p35pf_single,1.64707e-06
p35pf_single,5.58666e-06
p35pf_single,2.84177e-06
p35pf_single,2.612e-06
p35pf_single,0.000133235
p35pf_single,0.000264921
p35pf_single,2.42099e-06
p35pf_single,5.45293e-05
p35pf_single,1.91826e-07
p35pf_single,9.51303e-06
p35pf_single,8.00912e-07
p35pf_single,1.82474e-05
p35pf_single,3.76918e-07
p35pf_single,4.20035e-05
p35pf_single,3.37466e-05
p35pf_single,0.00041288
p35pf_single,0.000104293
p35pf_single,2.18455e-06
p35pf_single,1.69157e-05
p35pf_single,1.91517e-06
p35pf_single,4.36762e-06
p35pf_single,0.000517145
p35pf_single,1.8031e-05
p35pf_single,0.000242776
p35pf_single,8.76703e-07
p35pf_single,0.000738171
p35pf_single,3.90331e-05
p35pf_single,1.10344e-05
p35pf_single,1.00265e-05
p35pf_single,0.000719858
p35pf_single,0.000131338
p35pf_single,3.53941e-06
p35pf_single,6.35489e-05
p35pf_single,6.20076e-06
p35pf_single,3.59774e-05
p35pf_single,6.44733e-06
p35pf_single,3.36615e-06
p35pf_single,4.10284e-05
p35pf_single,5.24862e-07
p35pf_single,5.43138e-05
p35pf_single,8.88508e-06
p35pf_single,3.22944e-06
p35pf_single,0.000263097
p35pf_single,2.78327e-05
p35pf_single,1.43869e-05
p35pf_single,4.32727e-05
p35pf_single,0.000277041
p35pf_single,5.38944e-07
p35pf_single,3.013e-09
p35pf_single,9.37696e-08
p35pf_single,2.76914e-05
p35pf_single,0.000342011
p35pf_single,3.73958e-05
p35pf_single,1.39002e-06
p35pf_single,3.85255e-06
p35pf_single,2.86567e-05
p35pf_single,1.78078e-05
p35pf_single,3.48208e-06
p35pf_single,5.99083e-06
p35pf_single,0.000597199
p35pf_single,0.000153232
p35pf_single,6.54448e-06
p35pf_single,2.57321e-06
p35pf_single,1.28668e-06
p35pf_single,1.34928e-05
p35pf_single,3.08655e-06
p35pf_single,8.362e-05
p35pf_single,3.59994e-07
p35pf_single,0.0014712
p35pf_single,3.57183e-06
p35pf_single,3.43378e-07
p35pf_single,2.03735e-05
p35pf_single,5.82721e-05
p35pf_single,8.63073e-05
p35pf_single,6.79278e-06
p35pf_single,1.97027e-06
p35pf_single,2.13336e-06
p35pf_single,9.72517e-06
p35pf_single,0.00321694
p35pf_single,5.91449e-06
p35pf_single,0.000239126
p35pf_single,3.83037e-06
p35pf_single,4.34084e-05
p35pf_single,0.00034474
p35pf_single,9.67353e-07
p35pf_single,3.54003e-05
p35pf_single,9.85591e-05
p35pf_single,3.14534e-07
p35pf_single,1.46854e-05
p35pf_single,2.90875e-06
p35pf_single,0.004484
p35pf_single,0.00019022
p35pf_single,3.07411e-06
p35pf_single,3.17222e-05
p35pf_single,4.26766e-05
p35pf_single,4.38465e-06
p35pf_single,0.00100425
p35pf_single,1.6032e-06
p35pf_single,2.45256e-06
p35pf_single,1.20664e-07
p35pf_single,0.000135708
p35pf_single,5.12289e-06
p35pf_single,2.08033e-06
p35pf_single,2.72763e-06
p35pf_single,2.55222e-05
p35pf_single,7.15389e-06
p35pf_single,3.37742e-06
p35pf_single,0.00128977
p35pf_single,0.000101793
p35pf_single,8.86687e-06
p35pf_single,3.30979e-06
p35pf_single,1.12417e-06
p35pf_single,4.35796e-07
p35pf_single,5.99753e-05
p35pf_single,7.14182e-07
p35pf_single,0.00072594
p35pf_single,8.43799e-07
p35pf_single,1.5974e-05
p35pf_single,4.40543e-06
p35pf_single,1.17184e-05
p35pf_single,4.48119e-05
p35pf_single,1.23625e-05
p35pf_single,1.93136e-05
p35pf_single,0.000291863
p35pf_single,7.10789e-05
p35pf_single,7.69824e-06
p35pf_single,7.8127e-05
p35pf_single,0.000197482
p35pf_single,1.796e-06
p35pf_single,1.51856e-07
p35pf_single,1.67062e-05
p35pf_single,7.76601e-07
p35pf_single,3.74747e-06
p35pf_single,1.81514e-06
p35pf_single,6.68405e-06
p35pf_single,5.56388e-05
p35pf_single,7.82795e-06
p35pf_single,6.81499e-06
p35pf_single,0.00556349
p35pf_single,102.993
p35pf_single,3.92077e-06
p35pf_single,0.000466015
p35pf_single,1.01374e-05
p35pf_single,3.27236e-07
p35pf_single,7.57575e-05
p35pf_single,0.000166148
p35pf_single,2.91381e-06
p35pf_single,9.9662e-07
p35pf_single,0.00382358
p35pf_single,2.07407e-06
p35pf_single,7.0694e-07
p35pf_single,2.24723e-05
p35pf_single,0.000125748
p35pf_single,4.05387e-06
p35pf_single,0.000222772
p35pf_single,5.61805e-05
p35pf_single,0.000415606
p35pf_single,1.91255e-06
p35pf_single,5.16089e-07
p35pf_single,5.45543e-06
p35pf_single,7.66358e-05
p35pf_single,4.24801e-06
p35pf_single,4.88613e-05
p35pf_single,1.23365e-06
p35pf_single,4.11884e-06
p35pf_single,1.17019e-06
p35pf_single,7.5244e-06
p35pf_single,5.39103e-06
p35pf_single,8.61147e-06
p35pf_single,0.000236621
p35pf_single,0.000203808
p35pf_single,2.71782e-06
p35pf_single,2.6848e-05
p35pf_single,1.02027e-05
p35pf_single,1.38951e-05
p35pf_single,1.74987e-05
p35pf_single,5.03368e-05
p35pf_single,4.90771e-06
p35pf_single,9.40287e-06
p35pf_single,2.89745e-06
p35pf_single,3.3824e-06
p35pf_single,2.05253e-06
p35pf_single,1.09592e-05
p35pf_single,2.4261e-06
p35pf_single,1.86519e-06
p35pf_single,0.000155849
p35pf_single,0.00174006
p35pf_single,1.18364e-05
p35pf_single,5.9456e-07
p35pf_single,2.58249e-05
p35pf_single,9.78789e-06
p35pf_single,4.62931e-07
p35pf_single,5.98834e-05
p35pf_single,2.28368e-06
p35pf_single,3.52052e-05
p35pf_single,4.51653e-06
p35pf_single,1.43158e-05
p35pf_single,0.000163566
p35pf_single,3.53453e-08
p35pf_single,1.09334e-07
p35pf_single,0.000482118
p35pf_single,3.62281e-07
p35pf_single,1.97429e-05
p35pf_single,9.5584e-05
p35pf_single,9.81551e-05
p35pf_single,5.04766e-07
p35pf_single,4.2108e-07
p35pf_single,0.00160966
p35pf_single,1.09023e-05
p35pf_single,2.02639e-07
p35pf_single,0.0008798
p35pf_single,2.86134e-07
p35pf_single,2.38272e-05
p35pf_single,7.18228e-07
p35pf_single,3.63652e-06
p35pf_single,0.00043948
p35pf_single,8.00822e-06
p35pf_single,1.07801e-07
p35pf_single,1.64675e-06
p35pf_single,1.25273e-07
p35pf_single,5.62431e-07
p35pf_single,0.000801498
p35pf_single,1.58972e-07
p35pf_single,1.94126e-06
p35pf_single,7.2569e-08
p35pf_single,7.04133e-06
p35pf_single,0.000551122
p35pf_single,1.11206e-06
p35pf_single,5.52383e-07
p35pf_single,0.00155919
p35pf_single,1.88043e-05
p35pf_single,6.53985e-06
p35pf_single,2.18309e-06
p35pf_single,0.000568214
p35pf_single,0.000104784
p35pf_single,0.00138262
p35pf_single,3.21162e-06
p35pf_single,7.69713e-06
p35pf_single,4.69891e-06
p35pf_single,7.0842e-05
p35pf_single,2.8263e-05
p35pf_single,9.53448e-07
p35pf_single,6.70102e-06
p35pf_single,0.00156326
p35pf_single,2.9004e-05
p35pf_single,9.97088e-06
p35pf_single,2.14003e-05
p35pf_single,2.48477e-06
p35pf_single,1.07201e-05
p35pf_single,4.37137e-06
p35pf_single,4.94487e-06
p35pf_single,8.53701e-06
p35pf_single,0.00186093
p35pf_single,7.2688e-07
p35pf_single,0.00130086
p35pf_single,5.41187e-06
p35pf_single,0.000328465
p35pf_single,4.08267e-05
p35pf_single,2.60037e-05
p35pf_single,7.38877e-06
p35pf_single,5.34339e-08
p35pf_single,1.8997e-06
p35pf_single,1.17191e-05
p35pf_single,7.5634e-05
p35pf_single,4.18045e-06
p35pf_single,7.18003e-07
p35pf_single,3.93535e-07
p35pf_single,0.0106536
p35pf_single,0.00011387
p35pf_single,3.97649e-06
p35pf_single,0.000257406
p35pf_single,2.33612e-06
p35pf_single,6.88406e-06
p35pf_single,2.48367e-05
p35pf_single,1.46369e-05
p35pf_single,1.32611e-06
p35pf_single,3.16627e-06
p35pf_single,4.71819e-06
p35pf_single,4.48414e-06
p35pf_single,1.4974e-06
p35pf_single,0.00149879
p35pf_single,8.01323e-07
p35pf_single,6.84128e-07
p35pf_single,0.00295712
p35pf_single,3.00379e-05
p35pf_single,8.86698e-05
p35pf_single,0.000105297
p35pf_single,6.41216e-06
p35pf_single,6.11272e-05
p35pf_single,1.61704e-05
p35pf_single,0.000173536
p35pf_single,1.97149e-06
p35pf_single,6.80436e-06
p35pf_single,1.26062e-05
p35pf_single,3.11558e-06
p35pf_single,2.62301e-06
p35pf_single,1.31777e-08
p35pf_single,0.000162592
p35pf_single,1.70996e-06
p35pf_single,0.00115962
p35pf_single,3.21102e-05
p35pf_single,4.98015e-06
p35pf_single,0.00115678
p35pf_single,1.28945e-05
p35pf_single,1.18962e-05
p35pf_single,9.97377e-07
p35pf_single,3.46654e-05
p35pf_single,1.85973e-06
p35pf_single,3.68839e-05
p35pf_single,3.37641e-05
p35pf_single,5.26018e-05
p35pf_single,0.00137628
p35pf_single,0.000311062
p35pf_single,1.77648e-05
p35pf_single,7.70633e-06
p35pf_single,96.3122
p35pf_single,2.75223e-06
p35pf_single,8.51004e-05
p35pf_single,3.6396e-06
p35pf_single,2.59013e-06
p35pf_single,1.25421e-05
p35pf_single,5.30599e-07
p35pf_single,1.4274e-06
p35pf_single,2.97393e-07
p35pf_single,1.56955e-06
p35pf_single,2.59035e-05
p35pf_single,3.96457e-06
p35pf_single,1.94608e-06
p35pf_single,3.00607e-06
p35pf_single,4.07818e-05
p35pf_single,1.9344e-05
p35pf_single,8.35298e-06
p35pf_single,2.73636e-06
p35pf_single,1.64721e-06
p35pf_single,5.63775e-06
p35pf_single,4.95744e-05
p35pf_single,1.65571e-06
p35pf_single,1.14211e-06
p35pf_single,6.99998e-06
p35pf_single,4.95125e-07
p35pf_single,0.000131652
p35pf_single,1.70167e-09
p35pf_single,2.93111e-05
p35pf_single,0.000629233
p35pf_single,8.06374e-08
p35pf_single,5.77554e-07
p35pf_single,0.00109707
p35pf_single,2.28646e-06
p35pf_single,0.000123418
p35pf_single,0.00365446
p35pf_single,2.26155e-05
p35pf_single,6.42341e-05
p35pf_single,5.06366e-05
p35pf_single,3.45653e-06
p35pf_single,0.000120851
p35pf_single,1.34545e-07
p35pf_single,1.08175e-05
p35pf_single,4.29761e-07
p35pf_single,4.9795e-05
p35pf_single,1.57279e-05
p35pf_single,7.93725e-07
p35pf_single,0.000402414
p35pf_single,0.000134604
p35pf_single,8.3367e-05
p35pf_single,0.00154969
p35pf_single,0.000274866
p35pf_single,6.58674e-06
p35pf_single,0.000185979
p35pf_single,7.17642e-05
p35pf_single,1.28271e-06
p35pf_single,8.74093e-06
p35pf_single,0.00018195
p35pf_single,0.000428809
p35pf_single,4.67242e-05
p35pf_single,1.22148e-05
p35pf_single,1.20115e-06
p35pf_single,2.0186e-06
p35pf_single,4.96333e-06
p35pf_single,8.60027e-06
p35pf_single,1.37372e-07
p35pf_single,1.57311e-06
p35pf_single,9.16031e-07
p35pf_single,0.000200584
p35pf_single,0.000257074
p35pf_single,5.78961e-06
p35pf_single,0.000433224
p35pf_single,7.52751e-07
p35pf_single,2.17939e-05
p35pf_single,3.22381e-06
p35pf_single,1.99989e-07
p35pf_single,0.000313754
p35pf_single,1.03501e-05
p35pf_single,3.8084e-05
p35pf_single,0.000103491
p35pf_single,1.96342e-06
p35pf_single,3.09531e-07
p35pf_single,2.46355e-05
p35pf_single,3.7814e-05
p35pf_single,5.00035e-07
p35pf_single,1.56995e-06
p35pf_single,3.01104e-05
p35pf_single,8.39069e-05
p35pf_single,4.74066e-05
p35pf_single,5.14143e-06
p35pf_single,0.000476689
p35pf_single,4.58913e-06
p35pf_single,2.05702e-06
p35pf_single,7.92159e-05
p35pf_single,1.65964e-06
p35pf_single,3.11052e-06
p35pf_single,1.21692e-05
p35pf_single,1.30586e-05
p35pf_single,0.000318806
p35pf_single,3.02536e-07
p35pf_single,9.61152e-07
p35pf_single,1.42031e-05
p35pf_single,4.12106e-05
p35pf_single,2.91687e-06
p35pf_single,2.80441e-05
p35pf_single,2.97342e-05
p35pf_single,2.99484e-06
p35pf_single,1.38309e-06
p35pf_single,9.54141e-07
p35pf_single,5.82236e-07
p35pf_single,1.8101e-06
p35pf_single,0.000767929
p35pf_single,1.89643e-08
p35pf_single,4.87047e-05
p35pf_single,0.00121761
p35pf_single,3.99945e-07
p35pf_single,4.34121e-06
p35pf_single,4.90876e-05
p35pf_single,3.82852e-06
p35pf_single,5.90686e-05
p35pf_single,2.85488e-05
p35pf_single,9.20128e-07
p35pf_single,1.03039e-06
p35pf_single,2.20791e-07
p35pf_single,4.72151e-05
p35pf_single,4.70002e-05
p35pf_single,0.00286768
p35pf_single,2.00119e-06
p35pf_single,0.0013423
p35pf_single,2.09776e-07
p35pf_single,2.59855e-07
p35pf_single,8.07694e-06
p35pf_single,0.00010229
p35pf_single,3.68562e-06
p35pf_single,0.000437613
p35pf_single,2.16235e-05
p35pf_single,2.01194e-05
p35pf_single,1.94187e-06
p35pf_single,3.50712e-05
p35pf_single,6.01556e-05
p35pf_single,1.2931e-06
p35pf_single,1.6195e-07
p35pf_single,5.71167e-07
p35pf_single,6.46419e-06
p35pf_single,5.67706e-05
p35pf_single,2.4222e-06
p35pf_single,5.5573e-06
p35pf_single,5.00442e-05
p35pf_single,1.85695e-05
p35pf_single,9.22217e-07
p35pf_single,7.77596e-06
p35pf_single,3.2182e-05
p35pf_single,6.82737e-06
p35pf_single,2.24707e-05
p35pf_single,0.000769599
p35pf_single,0.000138437
p35pf_single,5.63473e-06
p35pf_single,1.68262e-06
p35pf_single,0.000554999
p35pf_single,1.65286e-05
p35pf_single,5.14444e-06
p35pf_single,3.79894e-06
p35pf_single,1.01543e-05
p35pf_single,0.000757846
p35pf_single,1.24558e-05
p35pf_single,0.000282119
p35pf_single,1.10963e-05
p35pf_single,5.18704e-07
p35pf_single,0.000510475
p35pf_single,5.56878e-07
p35pf_single,2.29738e-06
p35pf_single,7.64172e-05
p35pf_single,2.70552e-06
p35pf_single,0.000275148
p35pf_single,1.15487e-07
p35pf_single,2.00001e-05
p35pf_single,2.01546e-05
p35pf_single,4.33995e-06
p35pf_single,0.000375488
p35pf_single,3.12504e-08
p35pf_single,1.00067e-06
p35pf_single,3.13652e-06
p35pf_single,5.17935e-06
p35pf_single,3.21981e-05
p35pf_single,0.000166411
p35pf_single,0.000494983
p35pf_single,0.000234743
p35pf_single,3.81391e-05
p35pf_single,0.00011013
p35pf_single,1.6483e-06
p35pf_single,2.01034e-06
p35pf_single,3.69495e-05
p35pf_single,1.18278e-08
p35pf_single,1.1315e-07
p35pf_single,0.000100282
p35pf_single,6.17618e-05
p35pf_single,1.25264e-06
p35pf_single,1.78684e-05
p35pf_single,7.49265e-07
p35pf_single,1.88249e-05
p35pf_single,7.87313e-06
p35pf_single,1.80743e-06
p35pf_single,5.92737e-06
p35pf_single,1.25849e-05
p35pf_single,0.000119249
p35pf_single,1.58742e-05
p35pf_single,8.01199e-05
p35pf_single,9.02412e-06
p35pf_single,2.99777e-07
p35pf_single,3.27583e-05
p35pf_single,1.55839e-05
p35pf_single,4.95919e-06
p35pf_single,5.28858e-05
p35pf_single,2.06136e-06
p35pf_single,5.24797e-07
p35pf_single,0.000218898
p35pf_single,1.15764e-05
p35pf_single,7.4072e-05
p35pf_single,1.56325e-06
p35pf_single,0.000203795
p35pf_single,8.26515e-06
p35pf_single,3.07255e-05
p35pf_single,3.34798e-05
p35pf_single,2.24739e-05
p35pf_single,1.77457e-06
p35pf_single,3.9128e-07
p35pf_single,6.11009e-08
p35pf_single,6.39361e-06
p35pf_single,0.000143413
p35pf_single,9.28617e-07
p35pf_single,4.45471e-06
p35pf_single,5.71837e-06
p35pf_single,1.19026e-05
p35pf_single,0.00381483
p35pf_single,1.66897e-05
p35pf_single,2.19432e-05
p35pf_single,3.67399e-05
p35pf_single,1.53396e-05
p35pf_single,1.56121e-06
p35pf_single,2.62053e-06
p35pf_single,5.48675e-05
p35pf_single,2.38804e-06
p35pf_single,8.79777e-05
p35pf_single,2.12131e-05
p35pf_single,4.88491e-05
p35pf_single,3.55657e-05
p35pf_single,2.40398e-06
p35pf_single,9.21403e-06
p35pf_single,7.65206e-05
p35pf_single,2.78722e-05
p35pf_single,7.57323e-06
p35pf_single,6.56184e-05
p35pf_single,1.84026e-06
p35pf_single,5.96094e-07
p35pf_single,1.93267e-07
p35pf_single,8.20373e-05
p35pf_single,0.000430272
p35pf_single,0.00019051
p35pf_single,0.00117289
p35pf_single,2.06949e-07
p35pf_single,0.000166893
p35pf_single,6.33057e-06
p35pf_single,1.98864e-05
p35pf_single,9.40425e-06
p35pf_single,4.61919e-06
p35pf_single,2.89221e-06
p35pf_single,2.3878e-07
p35pf_single,6.02132e-06
p35pf_single,5.9351e-06
p35pf_single,9.46471e-07
p35pf_single,0.000104186
p35pf_single,5.82074e-06
p35pf_single,0.000439353
p35pf_single,3.66967e-06
p35pf_single,2.69416e-06
p35pf_single,1.00934e-06
p35pf_single,5.92703e-05
p35pf_single,6.71882e-06
p35pf_single,0.000139168
p35pf_single,1.81773e-05
p35pf_single,5.14844e-05
p35pf_single,0.000108725
p35pf_single,3.96491e-05
p35pf_single,1.1574e-06
p35pf_single,6.52721e-05
p35pf_single,6.93089e-05
p35pf_single,2.40268e-06
p35pf_single,1.92011e-05
p35pf_single,0.000194341
p35pf_single,0.000445403
p35pf_single,1.50546e-05
p35pf_single,2.33225e-06
p35pf_single,7.45904e-06
p35pf_single,1.18265e-05
p35pf_single,1.45736e-05
p35pf_single,9.6064e-06
p35pf_single,3.54709e-06
p35pf_single,1.38181e-05
p35pf_single,1.5572e-06
p35pf_single,4.15653e-08
p35pf_single,0.00121397
p35pf_single,0.00274764
p35pf_single,8.61321e-06
p35pf_single,3.14967e-06
p35pf_single,2.6771e-06
p35pf_single,7.19442e-06
p35pf_single,4.98044e-06
p35pf_single,3.40138e-06
p35pf_single,1.11362e-06
p35pf_single,3.80159e-07
p35pf_single,9.99249e-05
p35pf_single,1.14808e-07
p35pf_single,3.59293e-05
p35pf_single,8.28026e-06
p35pf_single,0.00277655
p35pf_single,9.31082e-06
p35pf_single,4.16406e-06
p35pf_single,5.18678e-06
p35pf_single,0.000741845
p35pf_single,4.03853e-06
p35pf_single,7.75893e-06
p35pf_single,8.93221e-07
p35pf_single,7.76814e-05
p35pf_single,7.94828e-05
p35pf_single,6.41602e-07
p35pf_single,0.00484451
p35pf_single,1.60721e-06
p35pf_single,5.07703e-06
p35pf_single,0.000481686
p35pf_single,8.84853e-07
p35pf_single,0.000126356
p35pf_single,9.44715e-06
p35pf_single,3.80101e-05
p35pf_single,7.60992e-06
p35pf_single,1.05383e-07
p35pf_single,2.1363e-06
p35pf_single,1.44921e-05
p35pf_single,0.000143894
p35pf_single,1.29345e-06
p35pf_single,0.000823979
p35pf_single,2.57909e-06
p35pf_single,4.50556e-07
p35pf_single,0.000122234
p35pf_single,6.20394e-07
p35pf_single,5.32423e-05
p35pf_single,6.37929e-06
p35pf_single,1.88573e-05
p35pf_single,6.33496e-05
p35pf_single,2.59309e-06
p35pf_single,7.79986e-07
p35pf_single,2.62302e-05
p35pf_single,4.81073e-05
p35pf_single,3.47172e-05
p35pf_single,1.78239e-05
p35pf_single,3.01702e-05
p35pf_single,1.07902e-06
p35pf_single,4.52765e-06
p35pf_single,4.28868e-07
p35pf_single,6.66667e-07
p35pf_single,1.92984e-05
p35pf_single,3.82506e-05
p35pf_single,0.000644199
p35pf_single,0.000101955
p35pf_single,1.70607e-07
p35pf_single,9.95975e-05
p35pf_single,2.48096e-06
p35pf_single,6.71277e-06
p35pf_single,2.19907e-06
p35pf_single,2.78686e-06
p35pf_single,0.000821765
p35pf_single,9.30201e-08
p35pf_single,2.42326e-06
p35pf_single,0.000305628
p35pf_single,6.56317e-06
p35pf_single,9.72593e-08
p35pf_single,1.61562e-06
p35pf_single,3.43324e-06
p35pf_single,1.8346e-07
p35pf_single,1.32006e-05
p35pf_single,0.00127932
p35pf_single,0.000340326
p35pf_single,0.000315432
p35pf_single,3.22436e-05
p35pf_single,3.87133e-06
p35pf_single,9.14734e-07
p35pf_single,2.2516e-05
p35pf_single,0.000329892
p35pf_single,1.49933e-07
p35pf_single,0.00222193
p35pf_single,1.90716e-06
p35pf_single,4.74659e-08
p35pf_single,2.80665e-05
p35pf_single,1.70595e-05
p35pf_single,4.70089e-07
p35pf_single,2.83572e-05
p35pf_single,0.00104442
p35pf_single,0.000395396
p35pf_single,5.99717e-06
p35pf_single,3.56391e-06
p35pf_single,1.26124e-06
p35pf_single,1.15693e-06
p35pf_single,6.78036e-05
p35pf_single,2.13972e-06
p35pf_single,5.5915e-06
p35pf_single,3.52722e-06
p35pf_single,0.00149919
p35pf_single,3.27424e-06
p35pf_single,1.85533e-05
p35pf_single,2.01484e-05
p35pf_single,3.03029e-07
p35pf_single,1.60329e-06
p35pf_single,2.81486e-06
p35pf_single,0.000644863
p35pf_single,1.01258e-05
p35pf_single,1.55762e-06
p35pf_single,2.51879e-06
p35pf_single,0.00212375
p35pf_single,1.96181e-05
p35pf_single,1.98678e-07
p35pf_single,6.60529e-06
p35pf_single,1.55702e-05
p35pf_single,5.46222e-07
p35pf_single,0.000411618
p35pf_single,2.4723e-06
p35pf_single,2.00521e-05
p35pf_single,1.74355e-06
p35pf_single,0.000639405
p35pf_single,0.000163684
p35pf_single,2.25023e-07
p35pf_single,6.32303e-07
p35pf_single,3.36762e-05
p35pf_single,6.87315e-07
p35pf_single,9.58333e-07
p35pf_single,0.000147919
p35pf_single,3.54286e-06
p35pf_single,5.28514e-05
p35pf_single,0.000266036
p35pf_single,6.92985e-05
p35pf_single,4.23414e-07
p35pf_single,4.9004e-05
p35pf_single,1.15148e-05
p35pf_single,2.45079e-06
p35pf_single,0.00012773
p35pf_single,3.55307e-05
p35pf_single,1.5401e-06
p35pf_single,0.000399857
p35pf_single,1.97123e-06
p35pf_single,0.000138911
p35pf_single,2.87173e-06
p35pf_single,6.15438e-05
p35pf_single,3.83221e-06
p35pf_single,3.15601e-08
p35pf_single,3.64208e-05
p35pf_single,6.50942e-05
p35pf_single,0.0165641
p35pf_single,3.13176e-05
p35pf_single,3.77013e-07
p35pf_single,1.09774e-07
p35pf_single,3.69769e-06
p35pf_single,3.75182e-06
p35pf_single,3.83495e-06
p35pf_single,0.000298996
p35pf_single,1.41963e-05
p35pf_single,3.18978e-05
p35pf_single,2.76383e-05
p35pf_single,0.000256866
p35pf_single,2.94639e-05
p35pf_single,4.61289e-07
p35pf_single,4.02417e-07
p35pf_single,2.56546e-07
p35pf_single,6.82259e-08
p35pf_single,0.000115969
p35pf_single,3.71446e-06
p35pf_single,1.98208e-06
p35pf_single,0.000275141
p35pf_single,5.9907e-05
p35pf_single,9.42225e-05
p35pf_single,4.07841e-06
p35pf_single,3.23763e-06
p35pf_single,2.34477e-06
p35pf_single,1.32926e-05
p35pf_single,3.50103e-07
p35pf_single,1.22872e-06
p35pf_single,0.00283655
p35pf_single,9.11592e-06
p35pf_single,7.69929e-05
p35pf_single,2.01293e-07
p35pf_single,2.12223e-06
p35pf_single,2.04023e-06
p35pf_single,1.45613e-06
