algorithm,df
p35pf_double,2.13554e-12
p35pf_double,8.48157e-15
p35pf_double,3.36602e-14
p35pf_double,1.44516e-10
p35pf_double,4.31573e-12
p35pf_double,4.66496e-14
p35pf_double,4.07739e-14
p35pf_double,3.53883e-13
p35pf_double,6.20765e-14
p35pf_double,8.00729e-14
p35pf_double,1.56847e-11
p35pf_double,5.26059e-13
p35pf_double,7.19486e-14
p35pf_double,4.00892e-11
p35pf_double,6.97978e-15
p35pf_double,3.70044e-11
p35pf_double,1.06885e-13
p35pf_double,5.3634e-14
p35pf_double,4.79068e-14
p35pf_double,3.21287e-13
p35pf_double,1.1999e-13
p35pf_double,1.41638e-13
p35pf_double,1.86117e-14
p35pf_double,3.50317e-13
p35pf_double,1.91241e-13
p35pf_double,1.52161e-12
p35pf_double,4.23478e-13
p35pf_double,4.02643e-13
p35pf_double,4.92375e-13
p35pf_double,8.72231e-13
p35pf_double,2.13024e-14
p35pf_double,1.85362e-13
p35pf_double,3.28887e-13
p35pf_double,2.07958e-13
p35pf_double,1.51005e-13
p35pf_double,1.57074e-13
p35pf_double,1.30197e-12
p35pf_double,4.10845e-13
p35pf_double,1.26543e-13
p35pf_double,4.5915e-14
p35pf_double,7.55403e-14
p35pf_double,2.7613e-13
p35pf_double,3.19276e-13
p35pf_double,4.62638e-13
p35pf_double,4.87556e-15
p35pf_double,6.15745e-14
p35pf_double,3.89248e-14
p35pf_double,4.99249e-14
p35pf_double,3.65923e-13
p35pf_double,7.25622e-13
p35pf_double,1.74601e-13
p35pf_double,7.58648e-12
p35pf_double,3.83651e-13
p35pf_double,1.46204e-13
p35pf_double,3.13405e-13
p35pf_double,5.19805e-12
p35pf_double,3.72776e-13
p35pf_double,8.20997e-14
p35pf_double,3.04212e-12
p35pf_double,1.01557e-13
p35pf_double,1.77462e-12
p35pf_double,5.18129e-14
p35pf_double,3.70578e-12
p35pf_double,2.08237e-09
p35pf_double,5.84066e-14
p35pf_double,6.9287e-12
p35pf_double,1.30083e-13
p35pf_double,6.13315e-14
p35pf_double,1.29296e-13
p35pf_double,4.47461e-13
p35pf_double,1.02876e-13
p35pf_double,3.79682e-13
p35pf_double,9.86806e-15
p35pf_double,1.10024e-12
p35pf_double,4.73787e-11
p35pf_double,2.6177e-13
p35pf_double,2.74262e-12
p35pf_double,9.79402e-12
p35pf_double,4.00655e-14
p35pf_double,8.33533e-13
p35pf_double,4.71604e-13
p35pf_double,4.82205e-14
p35pf_double,1.40931e-13
p35pf_double,3.39628e-12
p35pf_double,4.68552e-14
p35pf_double,7.12389e-15
p35pf_double,5.61009e-14
p35pf_double,1.42209e-13
p35pf_double,4.52931e-13
p35pf_double,7.02863e-14
p35pf_double,1.7673e-13
p35pf_double,5.01395e-12
p35pf_double,3.01183e-14
p35pf_double,2.93424e-14
p35pf_double,1.69749e-13
p35pf_double,7.02705e-12
p35pf_double,3.76578e-14
p35pf_double,1.27484e-12
p35pf_double,3.07388e-13
p35pf_double,7.90963e-14
p35pf_double,3.31557e-12
p35pf_double,3.56852e-13
p35pf_double,2.54664e-15
p35pf_double,6.15619e-13
p35pf_double,9.74067e-14
p35pf_double,3.01458e-13
p35pf_double,3.38537e-13
p35pf_double,5.08832e-14
p35pf_double,4.13534e-13
p35pf_double,1.07248e-13
p35pf_double,1.52819e-13
p35pf_double,2.40342e-13
p35pf_double,4.89306e-14
p35pf_double,1.30556e-12
p35pf_double,5.67717e-14
p35pf_double,1.60788e-14
p35pf_double,5.86097e-14
p35pf_double,5.1398e-14
p35pf_double,3.18398e-13
p35pf_double,1.1601e-15
p35pf_double,6.42518e-14
p35pf_double,1.21757e-12
p35pf_double,2.9961e-14
p35pf_double,2.02809e-11
p35pf_double,8.38204e-14
p35pf_double,1.90379e-13
p35pf_double,2.22828e-13
p35pf_double,2.9021e-13
p35pf_double,3.71565e-13
p35pf_double,1.19798e-11
p35pf_double,1.92639e-14
p35pf_double,6.40534e-13
p35pf_double,3.81758e-13
p35pf_double,1.60968e-13
p35pf_double,1.53106e-13
p35pf_double,1.63775e-13
p35pf_double,2.82366e-14
p35pf_double,1.17468e-12
p35pf_double,1.77908e-15
p35pf_double,5.89308e-14
p35pf_double,3.60084e-14
p35pf_double,4.73104e-14
p35pf_double,7.36627e-12
p35pf_double,2.40266e-13
p35pf_double,5.06344e-12
p35pf_double,2.57811e-13
p35pf_double,4.91915e-10
p35pf_double,3.21949e-13
p35pf_double,7.36288e-14
p35pf_double,5.09643e-14
p35pf_double,2.73708e-12
p35pf_double,4.58032e-13
p35pf_double,1.7375e-13
p35pf_double,1.2876e-08
p35pf_double,2.49227e-14
p35pf_double,1.05857e-13
p35pf_double,7.14945e-14
p35pf_double,2.44754e-13
p35pf_double,3.32909e-13
p35pf_double,1.17636e-12
p35pf_double,1.50604e-13
p35pf_double,2.97662e-13
p35pf_double,2.08134e-11
p35pf_double,7.13259e-14
p35pf_double,1.21815e-13
p35pf_double,4.63616e-13
p35pf_double,3.64256e-14
p35pf_double,7.34673e-14
p35pf_double,2.59003e-14
p35pf_double,3.32285e-12
p35pf_double,8.8295e-14
p35pf_double,2.75488e-10
p35pf_double,2.71766e-12
p35pf_double,5.80877e-14
p35pf_double,2.9144e-13
p35pf_double,5.23208e-13
p35pf_double,1.87911e-13
p35pf_double,2.55072e-14
p35pf_double,8.10793e-12
p35pf_double,2.72703e-13
p35pf_double,8.29477e-12
p35pf_double,3.33723e-14
p35pf_double,1.20098e-13
p35pf_double,3.18392e-13
p35pf_double,8.43786e-14
p35pf_double,3.06948e-13
p35pf_double,1.61762e-12
p35pf_double,1.80391e-13
p35pf_double,8.22756e-12
p35pf_double,2.1664e-13
p35pf_double,1.37187e-11
p35pf_double,1.5176e-14
p35pf_double,1.52237e-12
p35pf_double,9.01179e-14
p35pf_double,6.64051e-14
p35pf_double,9.87336e-14
p35pf_double,4.6128e-14
p35pf_double,5.37502e-14
p35pf_double,2.7229e-13
p35pf_double,1.39336e-13
p35pf_double,2.48562e-13
p35pf_double,5.88174e-13
p35pf_double,3.67012e-14
p35pf_double,1.90844e-13
p35pf_double,3.81144e-13
p35pf_double,6.1211e-14
p35pf_double,3.43134e-14
p35pf_double,1.47542e-13
p35pf_double,2.36052e-13
p35pf_double,3.97594e-14
p35pf_double,2.89797e-14
p35pf_double,2.17995e-13
p35pf_double,2.24351e-13
p35pf_double,1.76913e-12
p35pf_double,5.04091e-13
p35pf_double,6.36026e-14
p35pf_double,5.02545e-14
p35pf_double,4.03678e-12
p35pf_double,1.02973e-12
p35pf_double,1.69472e-12
p35pf_double,2.58953e-14
p35pf_double,1.64859e-14
p35pf_double,1.31583e-12
p35pf_double,2.35456e-13
p35pf_double,2.71053e-13
p35pf_double,2.28344e-12
p35pf_double,5.73914e-13
p35pf_double,2.93314e-13
p35pf_double,2.40946e-13
p35pf_double,1.87382e-13
p35pf_double,4.31182e-14
p35pf_double,3.03692e-13
p35pf_double,1.49348e-14
p35pf_double,3.16905e-12
p35pf_double,1.20013e-13
p35pf_double,5.90263e-13
p35pf_double,2.88208e-13
p35pf_double,1.2441e-13
p35pf_double,9.94418e-14
p35pf_double,1.21158e-13
p35pf_double,8.80027e-13
p35pf_double,9.31516e-14
p35pf_double,9.12866e-14
p35pf_double,1.25416e-12
p35pf_double,3.5275e-13
p35pf_double,4.1678e-13
p35pf_double,9.51756e-13
p35pf_double,1.16734e-13
p35pf_double,4.6308e-10
p35pf_double,4.32784e-14
p35pf_double,1.00354e-13
p35pf_double,1.13886e-13
p35pf_double,2.12898e-13
p35pf_double,1.22883e-13
p35pf_double,2.77698e-13
p35pf_double,7.16129e-14
p35pf_double,2.45485e-14
p35pf_double,8.04495e-11
p35pf_double,3.1962e-13
p35pf_double,7.35181e-14
p35pf_double,1.31906e-13
p35pf_double,1.3205e-13
p35pf_double,2.01435e-13
p35pf_double,3.08576e-13
p35pf_double,2.3992e-13
p35pf_double,1.04902e-12
p35pf_double,9.68189e-14
p35pf_double,3.51316e-13
p35pf_double,4.05305e-13
p35pf_double,1.28044e-12
p35pf_double,9.81741e-13
p35pf_double,2.69531e-14
p35pf_double,2.68485e-14
p35pf_double,2.51717e-13
p35pf_double,4.41822e-10
p35pf_double,1.21378e-14
p35pf_double,2.14482e-13
p35pf_double,1.89663e-13
p35pf_double,3.55945e-13
p35pf_double,4.21307e-14
p35pf_double,2.62208e-14
p35pf_double,1.97513e-13
p35pf_double,1.18383e-11
p35pf_double,7.4335e-13
p35pf_double,3.74171e-07
p35pf_double,1.46742e-12
p35pf_double,1.94265e-13
p35pf_double,7.89315e-12
p35pf_double,3.32651e-13
p35pf_double,3.69479e-12
p35pf_double,5.33591e-14
p35pf_double,8.55195e-13
p35pf_double,1.61769e-13
p35pf_double,4.81202e-15
p35pf_double,8.56439e-11
p35pf_double,2.35887e-15
p35pf_double,1.17246e-13
p35pf_double,2.9862e-13
p35pf_double,1.69754e-13
p35pf_double,1.05151e-13
p35pf_double,1.55213e-14
p35pf_double,9.50959e-13
p35pf_double,2.6782e-14
p35pf_double,7.49627e-14
p35pf_double,6.90826e-13
p35pf_double,6.35967e-14
p35pf_double,1.90332e-13
p35pf_double,8.09494e-14
p35pf_double,1.6499e-13
p35pf_double,2.83146e-13
p35pf_double,1.13052e-14
p35pf_double,6.2098e-13
p35pf_double,2.44583e-13
p35pf_double,1.97053e-12
p35pf_double,1.52374e-13
p35pf_double,3.31769e-11
p35pf_double,2.44546e-12
p35pf_double,1.72405e-14
p35pf_double,2.67498e-12
p35pf_double,5.15853e-14
p35pf_double,9.59232e-14
p35pf_double,4.55134e-14
p35pf_double,8.00651e-14
p35pf_double,3.1181e-13
p35pf_double,6.7708e-14
p35pf_double,5.83336e-14
p35pf_double,6.67768e-14
p35pf_double,1.09057e-13
p35pf_double,1.50026e-13
p35pf_double,2.96583e-13
p35pf_double,3.63263e-13
p35pf_double,1.15633e-13
p35pf_double,5.831e-14
p35pf_double,1.66013e-13
p35pf_double,2.24767e-13
p35pf_double,2.35347e-16
p35pf_double,4.58371e-14
p35pf_double,8.76404e-14
p35pf_double,3.94917e-13
p35pf_double,4.67771e-14
p35pf_double,1.49971e-13
p35pf_double,5.40783e-14
p35pf_double,1.52747e-13
p35pf_double,1.51986e-13
p35pf_double,4.83851e-14
p35pf_double,1.99539e-13
p35pf_double,3.35279e-13
p35pf_double,2.09594e-13
p35pf_double,5.13331e-13
p35pf_double,3.22219e-12
p35pf_double,1.24778e-12
p35pf_double,1.40501e-14
p35pf_double,7.12512e-12
p35pf_double,9.56198e-13
p35pf_double,3.62984e-13
p35pf_double,1.8823e-13
p35pf_double,1.57153e-13
p35pf_double,2.99158e-15
p35pf_double,9.27288e-14
p35pf_double,1.49124e-13
p35pf_double,3.62605e-14
p35pf_double,6.62844e-14
p35pf_double,8.13022e-14
p35pf_double,1.30991e-12
p35pf_double,8.00434e-14
p35pf_double,2.79164e-14
p35pf_double,1.21841e-14
p35pf_double,2.87372e-14
p35pf_double,2.62869e-13
p35pf_double,2.32962e-13
p35pf_double,1.89289e-13
p35pf_double,3.2092e-14
p35pf_double,3.25592e-13
p35pf_double,6.95824e-14
p35pf_double,1.60931e-13
p35pf_double,1.21679e-13
p35pf_double,6.62713e-14
p35pf_double,1.75969e-13
p35pf_double,4.52743e-13
p35pf_double,4.30435e-14
p35pf_double,1.94627e-13
p35pf_double,4.66621e-13
p35pf_double,1.92453e-13
p35pf_double,5.89846e-12
p35pf_double,1.06345e-13
p35pf_double,5.27382e-13
p35pf_double,1.89665e-13
p35pf_double,8.86426e-14
p35pf_double,5.15815e-14
p35pf_double,8.44866e-13
p35pf_double,2.58079e-14
p35pf_double,1.69759e-13
p35pf_double,4.0968e-14
p35pf_double,3.01685e-13
p35pf_double,5.63954e-13
p35pf_double,1.78917e-13
p35pf_double,1.85312e-12
p35pf_double,1.60741e-13
p35pf_double,1.37577e-13
p35pf_double,6.56681e-13
p35pf_double,5.46171e-13
p35pf_double,8.80176e-14
p35pf_double,1.71822e-13
p35pf_double,1.12409e-11
p35pf_double,2.92472e-12
p35pf_double,3.34156e-12
p35pf_double,2.61709e-13
p35pf_double,2.71571e-13
p35pf_double,1.35998e-13
p35pf_double,7.02003e-14
p35pf_double,3.13537e-10
p35pf_double,1.52536e-13
p35pf_double,1.22425e-14
p35pf_double,1.89377e-14
p35pf_double,9.96461e-14
p35pf_double,1.23908e-13
p35pf_double,2.4078e-13
p35pf_double,7.04931e-14
p35pf_double,1.44501e-13
p35pf_double,4.56464e-12
p35pf_double,1.25228e-13
p35pf_double,2.43905e-13
p35pf_double,4.1185e-13
p35pf_double,4.49757e-14
p35pf_double,1.54877e-13
p35pf_double,2.02014e-07
p35pf_double,1.28097e-13
p35pf_double,8.42329e-14
p35pf_double,8.58938e-13
p35pf_double,2.5789e-13
p35pf_double,1.00443e-12
p35pf_double,9.92712e-15
p35pf_double,5.39746e-13
p35pf_double,8.62728e-14
p35pf_double,2.37889e-11
p35pf_double,5.07446e-14
p35pf_double,6.95692e-14
p35pf_double,1.71117e-13
p35pf_double,5.34106e-13
p35pf_double,9.37218e-13
p35pf_double,6.98252e-14
p35pf_double,3.4454e-13
p35pf_double,5.65194e-13
p35pf_double,4.69252e-13
p35pf_double,1.88712e-13
p35pf_double,2.76809e-14
p35pf_double,1.25052e-13
p35pf_double,3.70929e-13
p35pf_double,1.04568e-13
p35pf_double,2.48369e-13
p35pf_double,1.6823e-12
p35pf_double,1.06083e-11
p35pf_double,3.31871e-13
p35pf_double,1.28869e-13
p35pf_double,1.64392e-13
p35pf_double,1.40254e-12
p35pf_double,8.52931e-13
p35pf_double,1.16799e-13
p35pf_double,8.35158e-14
p35pf_double,2.41825e-12
p35pf_double,2.97095e-13
p35pf_double,5.27028e-13
p35pf_double,1.22435e-12
p35pf_double,1.6853e-13
p35pf_double,1.05656e-13
p35pf_double,2.25142e-13
p35pf_double,2.33843e-13
p35pf_double,9.24819e-14
p35pf_double,9.56125e-15
p35pf_double,9.24556e-14
p35pf_double,2.9053e-13
p35pf_double,3.61431e-14
p35pf_double,3.17631e-13
p35pf_double,1.97747e-13
p35pf_double,6.06445e-14
p35pf_double,2.67665e-13
p35pf_double,6.41972e-13
p35pf_double,7.79627e-14
p35pf_double,2.62356e-08
p35pf_double,3.28915e-13
p35pf_double,1.59536e-13
p35pf_double,5.21704e-15
p35pf_double,2.41801e-13
p35pf_double,7.16936e-14
p35pf_double,1.11725e-13
p35pf_double,3.53726e-12
p35pf_double,5.01969e-11
p35pf_double,2.85427e-14
p35pf_double,7.6865e-14
p35pf_double,2.17828e-14
p35pf_double,3.23957e-13
p35pf_double,3.43109e-14
p35pf_double,4.83257e-13
p35pf_double,1.26978e-13
p35pf_double,8.09308e-15
p35pf_double,5.97629e-14
p35pf_double,6.75794e-12
p35pf_double,1.28781e-14
p35pf_double,1.21321e-13
p35pf_double,2.50029e-14
p35pf_double,1.46203e-12
p35pf_double,7.59369e-15
p35pf_double,1.14765e-13
p35pf_double,2.49833e-13
p35pf_double,2.95976e-14
p35pf_double,2.68709e-14
p35pf_double,9.55026e-14
p35pf_double,1.84502e-13
p35pf_double,5.35539e-14
p35pf_double,1.78338e-13
p35pf_double,7.01749e-13
p35pf_double,1.12482e-13
p35pf_double,1.25712e-14
p35pf_double,1.60762e-14
p35pf_double,2.80716e-12
p35pf_double,5.53571e-14
p35pf_double,1.00995e-13
p35pf_double,2.02012e-12
p35pf_double,3.38375e-12
p35pf_double,2.98216e-14
p35pf_double,2.86437e-13
p35pf_double,2.64635e-12
p35pf_double,4.66839e-13
p35pf_double,1.42829e-13
p35pf_double,7.02739e-13
p35pf_double,4.2977e-13
p35pf_double,1.02641e-13
p35pf_double,1.83548e-12
p35pf_double,1.39027e-13
p35pf_double,5.62076e-13
p35pf_double,3.0151e-12
p35pf_double,3.76615e-13
p35pf_double,1.72264e-13
p35pf_double,8.85872e-14
p35pf_double,1.16069e-12
p35pf_double,1.21236e-13
p35pf_double,8.55049e-13
p35pf_double,4.03326e-13
p35pf_double,9.23661e-14
p35pf_double,4.31692e-13
p35pf_double,6.30502e-13
p35pf_double,4.23243e-12
p35pf_double,1.37275e-13
p35pf_double,4.25202e-13
p35pf_double,6.9993e-13
p35pf_double,2.23652e-14
p35pf_double,9.96924e-12
p35pf_double,1.43821e-13
p35pf_double,2.34643e-13
p35pf_double,3.00602e-14
p35pf_double,2.9415e-14
p35pf_double,4.1158e-12
p35pf_double,1.39994e-13
p35pf_double,2.9254e-13
p35pf_double,4.52151e-13
p35pf_double,3.63092e-14
p35pf_double,1.00301e-13
p35pf_double,1.21398e-13
p35pf_double,1.08319e-13
p35pf_double,5.30394e-12
p35pf_double,9.30862e-14
p35pf_double,5.39408e-12
p35pf_double,2.10428e-13
p35pf_double,1.74093e-13
p35pf_double,4.90357e-12
p35pf_double,1.10328e-13
p35pf_double,2.86568e-14
p35pf_double,6.11584e-13
p35pf_double,1.18925e-13
p35pf_double,1.78599e-13
p35pf_double,2.67392e-13
p35pf_double,1.46345e-12
p35pf_double,1.9543e-13
p35pf_double,5.11619e-13
p35pf_double,1.11109e-13
p35pf_double,1.88094e-10
p35pf_double,1.53397e-13
p35pf_double,1.87812e-13
p35pf_double,3.631e-13
p35pf_double,2.80244e-13
p35pf_double,1.51722e-13
p35pf_double,2.97281e-13
p35pf_double,1.47665e-11
p35pf_double,5.22744e-14
p35pf_double,1.44086e-12
p35pf_double,2.47905e-13
p35pf_double,8.8394e-14
p35pf_double,4.43718e-10
p35pf_double,1.79857e-13
p35pf_double,1.25588e-12
p35pf_double,1.19182e-12
p35pf_double,1.90663e-14
p35pf_double,1.16227e-13
p35pf_double,4.45672e-13
p35pf_double,1.46996e-12
p35pf_double,1.15444e-13
p35pf_double,2.17561e-13
p35pf_double,8.97387e-14
p35pf_double,1.32865e-13
p35pf_double,7.99807e-14
p35pf_double,4.55614e-13
p35pf_double,5.3793e-13
p35pf_double,7.46023e-12
p35pf_double,1.77082e-13
p35pf_double,4.58448e-12
p35pf_double,4.42698e-14
p35pf_double,1.99509e-13
p35pf_double,1.8676e-13
p35pf_double,6.29651e-14
p35pf_double,2.85375e-12
p35pf_double,5.73695e-13
p35pf_double,3.76069e-14
p35pf_double,3.0425e-14
p35pf_double,1.16624e-15
p35pf_double,5.97144e-15
p35pf_double,4.7569e-12
p35pf_double,6.98383e-13
p35pf_double,2.87429e-11
p35pf_double,1.17942e-13
p35pf_double,2.36021e-14
p35pf_double,1.13726e-13
p35pf_double,1.13073e-11
p35pf_double,3.38709e-13
p35pf_double,4.41682e-13
p35pf_double,1.5351e-09
p35pf_double,2.05637e-11
p35pf_double,3.94904e-13
p35pf_double,3.13968e-12
p35pf_double,1.05173e-13
p35pf_double,5.40453e-13
p35pf_double,2.85067e-12
p35pf_double,6.01521e-14
p35pf_double,6.36768e-13
p35pf_double,1.93199e-13
p35pf_double,8.6101e-14
p35pf_double,1.28571e-13
p35pf_double,1.08174e-13
p35pf_double,1.38603e-12
p35pf_double,2.27468e-12
p35pf_double,9.80374e-14
p35pf_double,5.08449e-14
p35pf_double,1.14771e-12
p35pf_double,5.74111e-14
p35pf_double,2.27394e-12
p35pf_double,1.18118e-13
p35pf_double,1.82265e-13
p35pf_double,3.41204e-12
p35pf_double,1.72068e-11
p35pf_double,6.47865e-14
p35pf_double,8.46405e-14
p35pf_double,3.65803e-14
p35pf_double,5.99998e-14
p35pf_double,8.35811e-14
p35pf_double,6.27714e-14
p35pf_double,1.43727e-13
p35pf_double,2.0886e-13
p35pf_double,2.20643e-12
p35pf_double,5.42779e-12
p35pf_double,8.09497e-12
p35pf_double,2.69377e-12
p35pf_double,3.98654e-15
p35pf_double,1.59262e-13
p35pf_double,6.58257e-14
p35pf_double,3.59718e-13
p35pf_double,3.24942e-15
p35pf_double,3.6972e-16
p35pf_double,1.86988e-12
p35pf_double,6.52635e-10
p35pf_double,1.9242e-13
p35pf_double,3.92733e-13
p35pf_double,2.78935e-14
p35pf_double,4.92143e-14
p35pf_double,1.92549e-14
p35pf_double,2.17669e-13
p35pf_double,3.04215e-14
p35pf_double,2.83074e-12
p35pf_double,8.44063e-14
p35pf_double,4.15566e-13
p35pf_double,2.36385e-13
p35pf_double,4.89966e-12
p35pf_double,4.79073e-16
p35pf_double,5.11889e-14
p35pf_double,1.10405e-13
p35pf_double,7.30967e-13
p35pf_double,7.09423e-14
p35pf_double,3.09577e-12
p35pf_double,2.24849e-13
p35pf_double,2.44758e-13
p35pf_double,8.76575e-13
p35pf_double,2.07142e-13
p35pf_double,6.43147e-13
p35pf_double,8.97357e-14
p35pf_double,4.71861e-13
p35pf_double,9.99786e-14
p35pf_double,8.41567e-14
p35pf_double,5.97104e-14
p35pf_double,2.52443e-13
p35pf_double,6.29323e-13
p35pf_double,7.4874e-11
p35pf_double,1.6287e-13
p35pf_double,1.79855e-12
p35pf_double,1.17721e-13
p35pf_double,1.66035e-11
p35pf_double,2.57565e-14
p35pf_double,2.78296e-14
p35pf_double,5.71459e-14
p35pf_double,5.39699e-13
p35pf_double,8.16778e-13
p35pf_double,6.37047e-13
p35pf_double,1.64039e-13
p35pf_double,1.79455e-14
p35pf_double,1.653e-11
p35pf_double,1.84698e-13
p35pf_double,2.86845e-14
p35pf_double,1.77365e-12
p35pf_double,3.21269e-13
p35pf_double,7.86545e-14
p35pf_double,4.58649e-13
p35pf_double,3.71086e-13
p35pf_double,2.42884e-13
p35pf_double,9.86239e-15
p35pf_double,1.76051e-13
p35pf_double,1.37385e-13
p35pf_double,2.07822e-12
p35pf_double,1.90422e-13
p35pf_double,1.44531e-13
p35pf_double,8.34931e-14
p35pf_double,8.63253e-13
p35pf_double,2.69867e-13
p35pf_double,1.70611e-12
p35pf_double,1.43768e-13
p35pf_double,4.36223e-13
p35pf_double,1.01401e-13
p35pf_double,9.74481e-15
p35pf_double,1.37413e-13
p35pf_double,1.72063e-13
p35pf_double,1.49407e-11
p35pf_double,9.2294e-14
p35pf_double,7.24283e-14
p35pf_double,1.06431e-13
p35pf_double,2.06843e-12
p35pf_double,2.78353e-13
p35pf_double,7.77475e-14
p35pf_double,6.62559e-12
p35pf_double,3.65977e-14
p35pf_double,1.17843e-12
p35pf_double,1.65456e-14
p35pf_double,4.45339e-13
p35pf_double,1.45766e-12
p35pf_double,4.80287e-14
p35pf_double,5.894e-14
p35pf_double,1.59507e-12
p35pf_double,2.92499e-13
p35pf_double,7.05259e-12
p35pf_double,5.69094e-11
p35pf_double,6.18791e-12
p35pf_double,1.12309e-11
p35pf_double,4.05395e-14
p35pf_double,1.78548e-14
p35pf_double,1.00661e-13
p35pf_double,1.68213e-14
p35pf_double,2.27606e-14
p35pf_double,3.6397e-12
p35pf_double,9.08441e-14
p35pf_double,1.02821e-13
p35pf_double,3.50245e-13
p35pf_double,4.69988e-14
p35pf_double,1.71057e-12
p35pf_double,6.59119e-13
p35pf_double,2.99769e-13
p35pf_double,1.78614e-13
p35pf_double,9.35585e-14
p35pf_double,8.89497e-14
p35pf_double,3.14795e-14
p35pf_double,4.37026e-14
p35pf_double,8.55393e-14
p35pf_double,7.99947e-14
p35pf_double,2.16366e-13
p35pf_double,6.53e-11
p35pf_double,1.49086e-14
p35pf_double,4.4002e-12
p35pf_double,5.66946e-14
p35pf_double,1.099e-13
p35pf_double,3.46146e-13
p35pf_double,4.74029e-13
p35pf_double,1.68946e-13
p35pf_double,4.25249e-13
p35pf_double,1.77199e-13
p35pf_double,1.45828e-13
p35pf_double,6.87137e-14
p35pf_double,4.34742e-13
p35pf_double,2.8976e-14
p35pf_double,2.97717e-13
p35pf_double,3.79301e-13
p35pf_double,6.36829e-14
p35pf_double,8.91213e-14
p35pf_double,8.19229e-13
p35pf_double,2.92661e-13
p35pf_double,2.15021e-13
p35pf_double,1.19428e-13
p35pf_double,4.79847e-13
p35pf_double,9.59418e-14
p35pf_double,2.48916e-14
p35pf_double,7.68273e-13
p35pf_double,9.1902e-14
p35pf_double,1.53844e-14
p35pf_double,4.57872e-13
p35pf_double,2.35477e-15
p35pf_double,4.97566e-13
p35pf_double,1.16669e-13
p35pf_double,4.95272e-13
p35pf_double,2.56327e-13
p35pf_double,4.33468e-13
p35pf_double,7.96451e-14
p35pf_double,3.57367e-13
p35pf_double,1.99193e-13
p35pf_double,1.52875e-13
p35pf_double,8.7683e-14
p35pf_double,2.38487e-12
p35pf_double,1.81991e-13
p35pf_double,1.76579e-14
p35pf_double,4.41098e-13
p35pf_double,6.21152e-14
p35pf_double,3.99201e-13
p35pf_double,3.8379e-10
p35pf_double,1.4153e-13
p35pf_double,6.20057e-12
p35pf_double,3.20214e-13
p35pf_double,1.41137e-13
p35pf_double,7.93756e-15
p35pf_double,4.09892e-14
p35pf_double,1.95356e-13
p35pf_double,2.60571e-13
p35pf_double,9.40147e-14
p35pf_double,2.29596e-13
p35pf_double,9.25812e-14
p35pf_double,4.96742e-13
p35pf_double,2.71712e-13
p35pf_double,2.51993e-13
p35pf_double,3.5406e-13
p35pf_double,3.94569e-13
p35pf_double,1.9616e-13
p35pf_double,6.15333e-14
p35pf_double,5.56386e-13
p35pf_double,2.44275e-13
p35pf_double,4.27828e-12
p35pf_double,4.16048e-13
p35pf_double,2.20993e-13
p35pf_double,6.97201e-15
p35pf_double,3.94099e-15
p35pf_double,7.12164e-14
p35pf_double,8.53482e-11
p35pf_double,2.40404e-13
p35pf_double,1.93851e-12
p35pf_double,1.3232e-13
p35pf_double,3.90631e-13
p35pf_double,8.27256e-14
p35pf_double,1.02708e-13
p35pf_double,9.80103e-14
p35pf_double,9.87448e-14
p35pf_double,1.17091e-13
p35pf_double,2.52527e-13
p35pf_double,4.19047e-13
p35pf_double,5.11353e-10
p35pf_double,2.43716e-12
p35pf_double,3.43573e-13
p35pf_double,3.20651e-14
p35pf_double,3.41595e-14
p35pf_double,1.69768e-12
p35pf_double,5.76341e-13
p35pf_double,1.09897e-13
p35pf_double,1.32231e-13
p35pf_double,1.71853e-13
p35pf_double,1.20254e-13
p35pf_double,2.82081e-13
p35pf_double,4.13036e-13
p35pf_double,1.231e-13
p35pf_double,3.29951e-13
p35pf_double,1.95981e-13
p35pf_double,3.25896e-12
p35pf_double,1.11913e-13
p35pf_double,1.2306e-13
p35pf_double,9.99543e-14
p35pf_double,3.94999e-13
p35pf_double,3.73257e-12
p35pf_double,1.24102e-12
p35pf_double,5.69583e-14
p35pf_double,1.21402e-12
p35pf_double,4.17205e-14
p35pf_double,1.86924e-13
p35pf_double,5.878e-16
p35pf_double,4.37643e-13
p35pf_double,4.6881e-13
p35pf_double,1.40378e-12
p35pf_double,2.06119e-13
p35pf_double,4.79824e-13
p35pf_double,6.53274e-13
p35pf_double,9.94074e-14
p35pf_double,5.02693e-12
p35pf_double,5.80929e-13
p35pf_double,3.854e-12
p35pf_double,7.65124e-14
p35pf_double,3.07354e-13
p35pf_double,3.00937e-14
p35pf_double,5.89049e-14
p35pf_double,6.32022e-14
p35pf_double,6.57556e-14
p35pf_double,4.58214e-14
p35pf_double,5.40341e-13
p35pf_double,5.1239e-14
p35pf_double,7.01042e-14
p35pf_double,9.74028e-14
p35pf_double,1.05778e-13
p35pf_double,4.14838e-11
p35pf_double,1.85973e-13
p35pf_double,5.77341e-14
p35pf_double,2.07406e-13
p35pf_double,1.88308e-13
p35pf_double,1.52866e-13
p35pf_double,3.22174e-13
p35pf_double,2.61321e-14
p35pf_double,1.9172e-13
p35pf_double,2.22584e-14
p35pf_double,1.50552e-13
p35pf_double,8.44315e-14
p35pf_double,6.44656e-13
p35pf_double,5.76947e-14
p35pf_double,2.13783e-13
p35pf_double,6.1009e-13
p35pf_double,1.70097e-13
p35pf_double,1.79999e-13
p35pf_double,2.48206e-12
p35pf_double,3.33392e-13
