algorithm,df
p35pf_double,2.55015e-13
p35pf_double,2.69124e-14
p35pf_double,1.6412e-13
p35pf_double,9.53988e-13
p35pf_double,4.65815e-13
p35pf_double,2.08299e-13
p35pf_double,2.77989e-14
p35pf_double,2.20809e-14
p35pf_double,2.50691e-12
p35pf_double,3.50237e-11
p35pf_double,1.72082e-14
p35pf_double,1.44096e-14
p35pf_double,5.6201e-13
p35pf_double,1.43748e-13
p35pf_double,1.04503e-14
p35pf_double,5.4039e-12
p35pf_double,3.59457e-13
p35pf_double,4.09484e-12
p35pf_double,5.29365e-13
p35pf_double,1.67803e-12
p35pf_double,5.19291e-14
p35pf_double,3.65496e-14
p35pf_double,2.75501e-13
p35pf_double,1.46917e-12
p35pf_double,2.39182e-14
p35pf_double,9.06359e-13
p35pf_double,7.55514e-14
p35pf_double,2.51605e-13
p35pf_double,1.01152e-13
p35pf_double,5.02707e-13
p35pf_double,1.66975e-13
p35pf_double,2.25689e-13
p35pf_double,5.37809e-14
p35pf_double,1.95375e-13
p35pf_double,1.0405e-13
p35pf_double,7.30234e-13
p35pf_double,1.33287e-14
p35pf_double,6.39833e-13
p35pf_double,6.80715e-14
p35pf_double,6.02601e-12
p35pf_double,5.06793e-13
p35pf_double,2.98649e-14
p35pf_double,8.01183e-07
p35pf_double,3.983e-13
p35pf_double,2.9327e-14
p35pf_double,9.79885e-15
p35pf_double,1.25666e-13
p35pf_double,6.05485e-12
p35pf_double,6.05004e-13
p35pf_double,1.26801e-14
p35pf_double,1.83782e-13
p35pf_double,2.88856e-13
p35pf_double,2.53192e-12
p35pf_double,2.64177e-14
p35pf_double,3.34512e-13
p35pf_double,1.94954e-14
p35pf_double,8.03222e-14
p35pf_double,6.31369e-14
p35pf_double,1.55035e-14
p35pf_double,1.34362e-13
p35pf_double,2.36825e-10
p35pf_double,2.36773e-12
p35pf_double,1.18704e-13
p35pf_double,1.42226e-13
p35pf_double,5.08645e-13
p35pf_double,6.35125e-13
p35pf_double,1.65893e-13
p35pf_double,4.82011e-14
p35pf_double,3.06123e-14
p35pf_double,1.92798e-13
p35pf_double,1.278e-13
p35pf_double,3.56639e-13
p35pf_double,1.29573e-12
p35pf_double,2.00494e-14
p35pf_double,2.77145e-14
p35pf_double,3.64849e-13
p35pf_double,5.72675e-14
p35pf_double,4.05932e-13
p35pf_double,1.77377e-13
p35pf_double,1.23358e-13
p35pf_double,4.07007e-13
p35pf_double,8.62127e-13
p35pf_double,4.48401e-14
p35pf_double,5.29825e-12
p35pf_double,6.14755e-13
p35pf_double,8.72802e-14
p35pf_double,1.54376e-13
p35pf_double,4.26814e-13
p35pf_double,2.79669e-13
p35pf_double,5.16617e-13
p35pf_double,1.34526e-13
p35pf_double,4.21398e-13
p35pf_double,1.31064e-11
p35pf_double,2.75984e-13
p35pf_double,8.21992e-14
p35pf_double,1.10557e-10
p35pf_double,1.22814e-12
p35pf_double,6.56055e-13
p35pf_double,4.14067e-14
p35pf_double,6.70967e-13
p35pf_double,2.18801e-14
p35pf_double,7.34737e-14
p35pf_double,2.01017e-13
p35pf_double,2.35848e-13
p35pf_double,2.14748e-14
p35pf_double,2.63674e-13
p35pf_double,1.37936e-11
p35pf_double,1.67558e-13
p35pf_double,2.88312e-13
p35pf_double,2.42391e-13
p35pf_double,9.42214e-14
p35pf_double,5.60341e-12
p35pf_double,2.63706e-10
p35pf_double,2.78757e-14
p35pf_double,3.37578e-13
p35pf_double,1.02162e-13
p35pf_double,1.59218e-14
p35pf_double,7.81247e-13
p35pf_double,1.79226e-13
p35pf_double,1.24288e-13
p35pf_double,3.32769e-12
p35pf_double,4.93654e-12
p35pf_double,1.36239e-12
p35pf_double,1.47441e-12
p35pf_double,2.76349e-12
p35pf_double,3.69999e-12
p35pf_double,1.59814e-13
p35pf_double,6.56639e-13
p35pf_double,7.91838e-15
p35pf_double,9.7406e-13
p35pf_double,1.73021e-13
p35pf_double,1.54781e-13
p35pf_double,3.78333e-14
p35pf_double,5.09256e-14
p35pf_double,3.98486e-12
p35pf_double,1.93815e-13
p35pf_double,1.17298e-13
p35pf_double,9.02273e-13
p35pf_double,1.64976e-13
p35pf_double,8.25404e-14
p35pf_double,1.90931e-14
p35pf_double,3.8511e-13
p35pf_double,1.44341e-12
p35pf_double,5.63351e-13
p35pf_double,1.77832e-10
p35pf_double,9.17525e-13
p35pf_double,8.06311e-13
p35pf_double,1.62958e-13
p35pf_double,3.5495e-14
p35pf_double,8.46729e-14
p35pf_double,4.65927e-14
p35pf_double,1.90556e-13
p35pf_double,1.99592e-12
p35pf_double,3.00514e-13
p35pf_double,3.20543e-13
p35pf_double,4.88957e-13
p35pf_double,2.23981e-13
p35pf_double,1.10701e-13
p35pf_double,3.55779e-13
p35pf_double,3.69665e-12
p35pf_double,5.41339e-13
p35pf_double,6.48499e-14
p35pf_double,8.76013e-13
p35pf_double,5.06381e-14
p35pf_double,8.71863e-14
p35pf_double,2.79706e-14
p35pf_double,2.90079e-13
p35pf_double,3.77264e-13
p35pf_double,9.85939e-14
p35pf_double,2.22248e-13
p35pf_double,1.56495e-13
p35pf_double,1.39301e-11
p35pf_double,8.10994e-14
p35pf_double,4.66769e-13
p35pf_double,6.5082e-13
p35pf_double,1.92564e-14
p35pf_double,1.29909e-13
p35pf_double,3.57583e-14
p35pf_double,3.58777e-10
p35pf_double,8.04754e-12
p35pf_double,2.34249e-13
p35pf_double,1.02449e-13
p35pf_double,7.09067e-14
p35pf_double,5.94661e-13
p35pf_double,4.1791e-14
p35pf_double,1.47717e-13
p35pf_double,3.88881e-14
p35pf_double,1.51428e-13
p35pf_double,4.35644e-13
p35pf_double,1.52902e-13
p35pf_double,2.10649e-13
p35pf_double,2.01334e-13
p35pf_double,8.8188e-13
p35pf_double,7.912e-13
p35pf_double,2.58587e-15
p35pf_double,5.32631e-13
p35pf_double,4.43202e-13
p35pf_double,4.56935e-14
p35pf_double,1.68045e-13
p35pf_double,2.53134e-13
p35pf_double,3.52369e-13
p35pf_double,7.40983e-14
p35pf_double,1.14753e-13
p35pf_double,2.27048e-14
p35pf_double,2.29389e-14
p35pf_double,5.39091e-14
p35pf_double,9.48167e-15
p35pf_double,1.95903e-13
p35pf_double,5.59788e-13
p35pf_double,1.45442e-13
p35pf_double,2.53672e-14
p35pf_double,8.8143e-13
p35pf_double,1.06201e-11
p35pf_double,8.05764e-14
p35pf_double,6.65764e-13
p35pf_double,5.84861e-14
p35pf_double,2.02614e-12
p35pf_double,8.88507e-14
p35pf_double,5.73338e-13
p35pf_double,1.1028e-13
p35pf_double,4.29373e-13
p35pf_double,9.06113e-13
p35pf_double,3.27234e-13
p35pf_double,8.75825e-13
p35pf_double,2.43954e-13
p35pf_double,8.0639e-14
p35pf_double,7.16196e-14
p35pf_double,5.50425e-14
p35pf_double,1.01007e-13
p35pf_double,1.70275e-14
p35pf_double,1.13712e-12
p35pf_double,6.53938e-13
p35pf_double,4.33152e-14
p35pf_double,7.1867e-13
p35pf_double,2.42673e-13
p35pf_double,8.24238e-13
p35pf_double,3.8555e-13
p35pf_double,5.52395e-14
p35pf_double,2.32685e-14
p35pf_double,1.77657e-12
p35pf_double,8.45229e-13
p35pf_double,1.1542e-13
p35pf_double,3.39716e-13
p35pf_double,5.15961e-14
p35pf_double,5.96751e-14
p35pf_double,3.09081e-13
p35pf_double,9.11742e-15
p35pf_double,3.07086e-10
p35pf_double,1.65203e-12
p35pf_double,9.11746e-14
p35pf_double,3.09824e-13
p35pf_double,1.38514e-13
p35pf_double,2.21032e-13
p35pf_double,6.45676e-14
p35pf_double,1.91761e-10
p35pf_double,1.43495e-13
p35pf_double,4.77162e-13
p35pf_double,1.71516e-13
p35pf_double,1.36669e-13
p35pf_double,9.00977e-14
p35pf_double,2.3552e-14
p35pf_double,4.80497e-13
p35pf_double,1.78212e-13
p35pf_double,1.80876e-12
p35pf_double,4.68418e-13
p35pf_double,1.2543e-14
p35pf_double,2.03888e-13
p35pf_double,9.11212e-15
p35pf_double,1.8229e-13
p35pf_double,2.28512e-13
p35pf_double,1.65468e-14
p35pf_double,8.10704e-09
p35pf_double,1.40216e-14
p35pf_double,1.64441e-13
p35pf_double,1.6192e-13
p35pf_double,2.94269e-13
p35pf_double,1.85117e-12
p35pf_double,8.7061e-14
p35pf_double,1.5733e-14
p35pf_double,1.24617e-13
p35pf_double,8.21251e-12
p35pf_double,8.7482e-14
p35pf_double,4.32781e-14
p35pf_double,7.12188e-13
p35pf_double,9.60006e-14
p35pf_double,1.43219e-11
p35pf_double,1.47098e-13
p35pf_double,2.25961e-13
p35pf_double,4.34367e-12
p35pf_double,7.35888e-14
p35pf_double,4.13092e-14
p35pf_double,3.69807e-10
p35pf_double,1.56677e-13
p35pf_double,8.71885e-14
p35pf_double,1.50542e-12
p35pf_double,1.43975e-12
p35pf_double,2.69227e-14
p35pf_double,1.0103e-13
p35pf_double,8.17125e-13
p35pf_double,8.51122e-14
p35pf_double,7.31934e-14
p35pf_double,2.687e-11
p35pf_double,3.18507e-14
p35pf_double,2.43908e-14
p35pf_double,1.07684e-13
p35pf_double,1.55989e-13
p35pf_double,2.50468e-13
p35pf_double,3.10439e-14
p35pf_double,7.04257e-14
p35pf_double,6.60801e-07
p35pf_double,1.24882e-13
p35pf_double,2.22892e-14
p35pf_double,1.49166e-13
p35pf_double,4.66542e-13
p35pf_double,2.4308e-14
p35pf_double,1.28482e-11
p35pf_double,1.82633e-13
p35pf_double,4.24122e-13
p35pf_double,3.61195e-14
p35pf_double,2.26574e-14
p35pf_double,1.83882e-14
p35pf_double,4.98402e-13
p35pf_double,2.8866e-13
p35pf_double,2.78198e-12
p35pf_double,1.46092e-13
p35pf_double,2.8465e-14
p35pf_double,3.40647e-13
p35pf_double,4.27049e-13
p35pf_double,2.68945e-13
p35pf_double,1.81951e-07
p35pf_double,2.43117e-12
p35pf_double,1.30193e-13
p35pf_double,5.61955e-13
p35pf_double,5.03412e-14
p35pf_double,1.25065e-11
p35pf_double,8.15898e-14
p35pf_double,3.69832e-13
p35pf_double,2.90579e-14
p35pf_double,3.28179e-13
p35pf_double,1.56842e-13
p35pf_double,1.0012e-13
p35pf_double,6.61065e-13
p35pf_double,6.11318e-11
p35pf_double,6.93192e-13
p35pf_double,1.90672e-13
p35pf_double,6.48174e-13
p35pf_double,3.36742e-13
p35pf_double,2.49916e-13
p35pf_double,1.99729e-12
p35pf_double,3.38508e-12
p35pf_double,1.08244e-11
p35pf_double,2.64032e-13
p35pf_double,3.01754e-14
p35pf_double,2.89597e-14
p35pf_double,1.40884e-13
p35pf_double,1.91504e-11
p35pf_double,1.65025e-13
p35pf_double,2.94307e-13
p35pf_double,1.55037e-12
p35pf_double,4.37246e-13
p35pf_double,2.09889e-11
p35pf_double,1.45173e-12
p35pf_double,2.25769e-13
p35pf_double,6.42766e-14
p35pf_double,2.31947e-13
p35pf_double,4.95952e-13
p35pf_double,6.31063e-13
p35pf_double,1.46857e-13
p35pf_double,2.84898e-14
p35pf_double,7.44246e-13
p35pf_double,2.16564e-14
p35pf_double,1.08095e-12
p35pf_double,1.60873e-13
p35pf_double,1.61789e-13
p35pf_double,1.29266e-14
p35pf_double,8.43286e-13
p35pf_double,3.25372e-13
p35pf_double,9.06901e-14
p35pf_double,5.23144e-13
p35pf_double,1.04209e-12
p35pf_double,7.73114e-13
p35pf_double,8.74862e-14
p35pf_double,1.31181e-12
p35pf_double,2.40775e-13
p35pf_double,2.64268e-12
p35pf_double,2.53867e-12
p35pf_double,2.11634e-14
p35pf_double,3.92053e-13
p35pf_double,1.55999e-13
p35pf_double,6.8271e-13
p35pf_double,5.51384e-13
p35pf_double,9.34686e-14
p35pf_double,2.1817e-13
p35pf_double,1.51499e-13
p35pf_double,1.81729e-13
p35pf_double,9.78578e-15
p35pf_double,7.86538e-14
p35pf_double,6.24566e-13
p35pf_double,1.95644e-12
p35pf_double,8.11704e-14
p35pf_double,7.68553e-14
p35pf_double,2.42277e-12
p35pf_double,3.15911e-12
p35pf_double,3.40174e-14
p35pf_double,3.47091e-14
p35pf_double,9.09329e-14
p35pf_double,3.51423e-13
p35pf_double,7.86144e-14
p35pf_double,1.10276e-13
p35pf_double,3.6405e-13
p35pf_double,2.82091e-13
p35pf_double,3.06076e-14
p35pf_double,1.51368e-13
p35pf_double,4.61165e-13
p35pf_double,3.1069e-13
p35pf_double,1.36845e-14
p35pf_double,4.42769e-14
p35pf_double,8.36462e-13
p35pf_double,9.63065e-13
p35pf_double,2.28754e-13
p35pf_double,3.03639e-13
p35pf_double,1.78544e-08
p35pf_double,1.39838e-13
p35pf_double,2.26154e-13
p35pf_double,3.61592e-13
p35pf_double,9.62729e-13
p35pf_double,1.11157e-13
p35pf_double,1.87085e-13
p35pf_double,6.01187e-11
p35pf_double,5.92669e-14
p35pf_double,4.11837e-13
p35pf_double,1.67008e-13
p35pf_double,5.27527e-13
p35pf_double,1.89616e-13
p35pf_double,8.90905e-14
p35pf_double,9.98572e-13
p35pf_double,1.01751e-13
p35pf_double,8.98323e-14
p35pf_double,2.01114e-13
p35pf_double,7.26716e-14
p35pf_double,2.43458e-13
p35pf_double,1.31368e-13
p35pf_double,3.9183e-14
p35pf_double,1.02982e-13
p35pf_double,1.66293e-13
p35pf_double,7.71091e-13
p35pf_double,6.86575e-13
p35pf_double,1.74944e-13
p35pf_double,2.79176e-14
p35pf_double,3.93615e-15
p35pf_double,3.03602e-10
p35pf_double,3.88784e-13
p35pf_double,4.71674e-14
p35pf_double,1.18693e-12
p35pf_double,7.45456e-14
p35pf_double,1.65365e-13
p35pf_double,9.00184e-15
p35pf_double,1.84243e-12
p35pf_double,7.85356e-14
p35pf_double,3.22982e-15
p35pf_double,3.59209e-13
p35pf_double,4.2975e-15
p35pf_double,2.67852e-13
p35pf_double,8.37258e-13
p35pf_double,5.07025e-14
p35pf_double,6.82942e-15
p35pf_double,5.52122e-13
p35pf_double,7.21826e-12
p35pf_double,3.49846e-14
p35pf_double,6.76513e-14
p35pf_double,5.42341e-14
p35pf_double,4.11203e-13
p35pf_double,7.95514e-11
p35pf_double,7.65484e-14
p35pf_double,5.19385e-14
p35pf_double,8.90591e-14
p35pf_double,2.23897e-14
p35pf_double,8.64311e-14
p35pf_double,1.18927e-11
p35pf_double,4.15501e-14
p35pf_double,2.03715e-12
p35pf_double,3.61898e-14
p35pf_double,1.90317e-10
p35pf_double,5.58088e-13
p35pf_double,1.10935e-12
p35pf_double,4.48774e-12
p35pf_double,3.46953e-14
p35pf_double,2.64754e-11
p35pf_double,1.20627e-12
p35pf_double,3.11197e-14
p35pf_double,8.08168e-14
p35pf_double,1.56194e-12
p35pf_double,2.23399e-12
p35pf_double,3.84089e-15
p35pf_double,5.56342e-14
p35pf_double,1.48149e-13
p35pf_double,2.76212e-13
p35pf_double,2.08906e-13
p35pf_double,5.01191e-13
p35pf_double,1.29734e-09
p35pf_double,6.34016e-14
p35pf_double,3.72136e-14
p35pf_double,3.74789e-13
p35pf_double,4.23042e-12
p35pf_double,4.9729e-13
p35pf_double,6.50377e-14
p35pf_double,3.57797e-14
p35pf_double,2.08536e-13
p35pf_double,7.2509e-13
p35pf_double,8.04181e-13
p35pf_double,1.59517e-13
p35pf_double,1.03484e-13
p35pf_double,1.0439e-13
p35pf_double,4.22993e-14
p35pf_double,6.33262e-14
p35pf_double,5.6344e-13
p35pf_double,2.55806e-13
p35pf_double,9.13854e-13
p35pf_double,4.44301e-14
p35pf_double,4.28538e-13
p35pf_double,4.51687e-14
p35pf_double,7.27018e-14
p35pf_double,2.61403e-14
p35pf_double,7.43472e-14
p35pf_double,1.23151e-13
p35pf_double,1.23741e-13
p35pf_double,8.25448e-13
p35pf_double,4.56504e-14
p35pf_double,1.36042e-13
p35pf_double,4.69636e-15
p35pf_double,3.57815e-14
p35pf_double,5.65482e-14
p35pf_double,1.45252e-13
p35pf_double,2.0846e-13
p35pf_double,7.49097e-14
p35pf_double,1.60619e-13
p35pf_double,5.99708e-14
p35pf_double,9.87861e-14
p35pf_double,3.70104e-12
p35pf_double,3.40537e-14
p35pf_double,1.88872e-13
p35pf_double,2.70445e-13
p35pf_double,7.07676e-14
p35pf_double,1.21221e-13
p35pf_double,2.80933e-13
p35pf_double,3.53019e-14
p35pf_double,3.27849e-13
p35pf_double,5.92501e-13
p35pf_double,8.88623e-14
p35pf_double,3.8803e-13
p35pf_double,6.0268e-15
p35pf_double,8.20046e-13
p35pf_double,1.95907e-13
p35pf_double,3.87945e-13
p35pf_double,5.64462e-13
p35pf_double,5.61679e-13
p35pf_double,4.61577e-14
p35pf_double,9.16055e-13
p35pf_double,3.26269e-13
p35pf_double,3.54515e-13
p35pf_double,1.46026e-13
p35pf_double,4.21183e-14
p35pf_double,4.68838e-12
p35pf_double,3.26229e-13
p35pf_double,3.13759e-15
p35pf_double,1.74042e-14
p35pf_double,1.14455e-12
p35pf_double,6.60558e-15
p35pf_double,2.45318e-13
p35pf_double,3.28201e-15
p35pf_double,2.63322e-13
p35pf_double,3.47998e-13
p35pf_double,1.03087e-13
p35pf_double,4.70291e-14
p35pf_double,6.11814e-12
p35pf_double,3.99312e-13
p35pf_double,4.22881e-14
p35pf_double,1.21991e-14
p35pf_double,2.15332e-14
p35pf_double,3.8169e-13
p35pf_double,6.22261e-14
p35pf_double,3.79899e-13
p35pf_double,8.62691e-15
p35pf_double,1.58275e-14
p35pf_double,2.96785e-12
p35pf_double,3.23141e-14
p35pf_double,1.78155e-13
p35pf_double,2.36396e-13
p35pf_double,5.82353e-13
p35pf_double,1.47319e-13
p35pf_double,2.08638e-14
p35pf_double,1.40699e-11
p35pf_double,8.61236e-14
p35pf_double,5.77414e-14
p35pf_double,8.59432e-14
p35pf_double,4.87037e-13
p35pf_double,4.29991e-11
p35pf_double,1.02873e-11
p35pf_double,3.19114e-13
p35pf_double,1.18792e-13
p35pf_double,9.4141e-15
p35pf_double,7.07982e-14
p35pf_double,1.28625e-13
p35pf_double,1.98084e-13
p35pf_double,1.42157e-12
p35pf_double,9.85678e-12
p35pf_double,1.55479e-13
p35pf_double,5.8559e-14
p35pf_double,8.66873e-13
p35pf_double,4.82954e-13
p35pf_double,4.89787e-14
p35pf_double,5.23025e-14
p35pf_double,3.00178e-13
p35pf_double,2.79435e-13
p35pf_double,1.17171e-13
p35pf_double,1.61821e-13
p35pf_double,2.80418e-13
p35pf_double,4.65265e-13
p35pf_double,3.25651e-13
p35pf_double,3.76597e-12
p35pf_double,1.70783e-12
p35pf_double,6.54388e-14
p35pf_double,3.61409e-14
p35pf_double,1.62702e-13
p35pf_double,1.53721e-14
p35pf_double,1.10781e-12
p35pf_double,3.1051e-13
p35pf_double,3.14371e-13
p35pf_double,6.56643e-13
p35pf_double,1.21153e-13
p35pf_double,3.38381e-16
p35pf_double,3.15608e-12
p35pf_double,4.62786e-13
p35pf_double,1.8054e-11
p35pf_double,1.3099e-13
p35pf_double,2.96011e-13
p35pf_double,7.33188e-12
p35pf_double,3.77422e-13
p35pf_double,3.60732e-12
p35pf_double,2.99941e-13
p35pf_double,2.65728e-13
p35pf_double,1.10588e-12
p35pf_double,2.68686e-13
p35pf_double,4.0081e-13
p35pf_double,6.79791e-14
p35pf_double,3.58315e-13
p35pf_double,2.0573e-13
p35pf_double,5.10619e-11
p35pf_double,1.14348e-13
p35pf_double,7.26373e-14
p35pf_double,4.20946e-11
p35pf_double,1.79594e-13
p35pf_double,3.64698e-13
p35pf_double,1.93125e-13
p35pf_double,2.56321e-13
p35pf_double,8.65501e-14
p35pf_double,4.24911e-13
p35pf_double,2.97413e-15
p35pf_double,9.57302e-14
p35pf_double,5.17538e-13
p35pf_double,1.58159e-13
p35pf_double,5.60559e-14
p35pf_double,1.17131e-12
p35pf_double,6.50091e-14
p35pf_double,3.562e-13
p35pf_double,1.71771e-12
p35pf_double,8.72734e-14
p35pf_double,3.01684e-13
p35pf_double,4.55542e-13
p35pf_double,3.54921e-13
p35pf_double,7.3147e-13
p35pf_double,1.20268e-11
p35pf_double,4.65563e-13
p35pf_double,8.44832e-15
p35pf_double,5.09653e-15
p35pf_double,2.82408e-13
p35pf_double,3.82895e-12
p35pf_double,5.12395e-14
p35pf_double,1.48539e-14
p35pf_double,1.53208e-14
p35pf_double,6.26914e-13
p35pf_double,7.86088e-13
p35pf_double,4.41516e-14
p35pf_double,4.11576e-13
p35pf_double,4.23264e-13
p35pf_double,4.71173e-13
p35pf_double,6.77572e-14
p35pf_double,5.5449e-14
p35pf_double,1.30955e-13
p35pf_double,4.99673e-13
p35pf_double,1.77146e-13
p35pf_double,2.68812e-13
p35pf_double,4.63057e-13
p35pf_double,4.68646e-14
p35pf_double,4.93969e-13
p35pf_double,3.18761e-13
p35pf_double,2.33364e-13
p35pf_double,2.96222e-13
p35pf_double,2.83954e-13
p35pf_double,1.16265e-13
p35pf_double,1.35673e-12
p35pf_double,7.84484e-14
p35pf_double,9.80603e-13
p35pf_double,1.90749e-14
p35pf_double,3.43338e-14
p35pf_double,8.66385e-14
p35pf_double,1.47196e-11
p35pf_double,1.60889e-14
p35pf_double,3.25482e-14
p35pf_double,1.80389e-13
p35pf_double,3.36366e-14
p35pf_double,2.53708e-13
p35pf_double,3.22096e-15
p35pf_double,2.43069e-11
p35pf_double,4.15308e-12
p35pf_double,1.35727e-06
p35pf_double,1.72311e-13
p35pf_double,1.70234e-13
p35pf_double,8.48132e-14
p35pf_double,8.36945e-11
p35pf_double,2.64433e-13
p35pf_double,5.7673e-12
p35pf_double,6.41789e-14
p35pf_double,3.86197e-14
p35pf_double,4.4194e-13
p35pf_double,4.34931e-14
p35pf_double,3.13508e-14
p35pf_double,5.56978e-14
p35pf_double,2.85603e-13
p35pf_double,2.96377e-14
p35pf_double,3.29338e-13
p35pf_double,2.37805e-11
p35pf_double,8.73247e-14
p35pf_double,3.37867e-12
p35pf_double,1.94929e-12
p35pf_double,3.09653e-13
p35pf_double,2.79755e-13
p35pf_double,2.01919e-10
p35pf_double,1.62487e-13
p35pf_double,2.46736e-13
p35pf_double,1.77624e-12
p35pf_double,1.45547e-12
p35pf_double,6.33515e-13
p35pf_double,2.26361e-14
p35pf_double,4.24764e-14
p35pf_double,1.95053e-11
p35pf_double,4.66174e-14
p35pf_double,1.14248e-13
p35pf_double,3.22711e-13
p35pf_double,1.59344e-11
p35pf_double,6.25454e-14
p35pf_double,1.05338e-11
p35pf_double,1.73301e-12
p35pf_double,2.11495e-13
p35pf_double,2.63094e-13
p35pf_double,1.72496e-14
p35pf_double,1.28876e-14
p35pf_double,3.79837e-13
p35pf_double,2.15389e-15
p35pf_double,2.17783e-13
p35pf_double,1.05745e-13
p35pf_double,1.76769e-13
p35pf_double,1.69911e-14
p35pf_double,3.12755e-13
p35pf_double,2.26961e-13
p35pf_double,6.4458e-11
p35pf_double,3.04032e-14
p35pf_double,8.04963e-14
p35pf_double,9.60112e-14
p35pf_double,9.00056e-14
p35pf_double,4.01123e-11
p35pf_double,1.9235e-12
p35pf_double,7.95252e-14
p35pf_double,9.62764e-14
p35pf_double,1.5766e-13
p35pf_double,3.11204e-13
p35pf_double,1.02699e-15
p35pf_double,1.12107e-14
p35pf_double,3.63958e-14
p35pf_double,3.41781e-12
p35pf_double,2.21782e-15
p35pf_double,4.33367e-15
p35pf_double,3.83182e-12
p35pf_double,2.47031e-13
p35pf_double,1.40375e-12
p35pf_double,1.2478e-13
p35pf_double,3.49758e-13
p35pf_double,2.20927e-12
p35pf_double,1.9631e-13
p35pf_double,7.74819e-13
p35pf_double,8.97721e-14
p35pf_double,2.54769e-14
p35pf_double,2.08515e-12
p35pf_double,4.21842e-13
p35pf_double,4.13639e-13
p35pf_double,3.27873e-12
p35pf_double,9.66997e-13
p35pf_double,2.8872e-13
p35pf_double,5.13141e-13
p35pf_double,4.21889e-14
p35pf_double,2.21441e-14
p35pf_double,6.03514e-12
p35pf_double,1.95562e-13
p35pf_double,5.72371e-13
p35pf_double,1.52933e-13
p35pf_double,6.60164e-13
p35pf_double,4.59679e-14
p35pf_double,6.11188e-14
p35pf_double,3.06961e-13
p35pf_double,3.93178e-14
p35pf_double,2.96137e-13
p35pf_double,1.20109e-13
p35pf_double,2.09131e-12
p35pf_double,2.40794e-13
p35pf_double,7.56274e-13
p35pf_double,6.11777e-13
p35pf_double,2.33789e-13
p35pf_double,1.8728e-11
p35pf_double,1.92702e-13
p35pf_double,4.65156e-13
p35pf_double,4.80098e-13
p35pf_double,1.14005e-13
p35pf_double,1.88203e-13
p35pf_double,4.27369e-14
p35pf_double,4.44751e-13
p35pf_double,2.53683e-14
p35pf_double,3.72637e-13
p35pf_double,3.08285e-15
p35pf_double,5.94969e-14
p35pf_double,1.94689e-13
p35pf_double,1.11212e-11
p35pf_double,1.9961e-12
p35pf_double,1.03701e-13
p35pf_double,7.89365e-14
p35pf_double,2.00775e-13
p35pf_double,1.21331e-13
p35pf_double,4.83233e-14
p35pf_double,8.84569e-15
p35pf_double,1.34377e-12
p35pf_double,1.4191e-13
p35pf_double,2.28984e-13
p35pf_double,1.59629e-13
p35pf_double,2.46794e-13
p35pf_double,1.3354e-12
p35pf_double,5.1451e-14
p35pf_double,3.17794e-14
p35pf_double,5.90389e-13
p35pf_double,8.99192e-14
p35pf_double,2.17895e-13
p35pf_double,2.15223e-14
p35pf_double,3.70767e-15
p35pf_double,1.76297e-13
p35pf_double,2.65901e-14
p35pf_double,6.70829e-14
p35pf_double,2.51087e-12
p35pf_double,5.97769e-12
p35pf_double,4.20979e-14
p35pf_double,4.97798e-13
