R,t,algo
0.007972,0.027052,p35p
0.560064,1.438731,p35p
0.551558,1.463080,p35p
0.002745,0.016114,p35p
0.842919,0.067637,p35p
0.849021,0.018052,p35p
0.003632,0.059454,p35p
0.004109,0.083769,p35p
0.014807,0.107028,p35p
0.019481,0.099821,p35p
0.006147,0.047774,p35p
0.008967,0.019954,p35p
0.005143,0.009094,p35p
0.005027,0.051112,p35p
0.002963,0.026505,p35p
0.004758,0.044707,p35p
0.005535,0.079892,p35p
0.005616,0.109888,p35p
0.005147,0.103529,p35p
0.005074,0.078047,p35p
0.005082,0.071278,p35p
0.005169,0.064504,p35p
0.004547,0.055716,p35p
0.004202,0.052772,p35p
0.006324,0.085425,p35p
0.007724,0.088587,p35p
0.003465,0.034654,p35p
0.159374,1.006723,p35p
0.002486,0.027730,p35p
0.002586,0.015850,p35p
0.008372,0.021275,p4p
0.560762,1.441690,p4p
0.551074,1.458494,p4p
0.003546,0.012946,p4p
0.842019,0.064675,p4p
0.849590,0.015759,p4p
0.004170,0.055527,p4p
0.004880,0.078747,p4p
0.015280,0.099115,p4p
0.009855,0.194607,p4p
0.006946,0.039887,p4p
0.009203,0.015154,p4p
0.006079,0.007698,p4p
0.005656,0.049269,p4p
0.003859,0.027519,p4p
0.005138,0.039633,p4p
0.005764,0.068733,p4p
0.005740,0.106203,p4p
0.005508,0.101303,p4p
0.005731,0.073061,p4p
0.005704,0.066325,p4p
0.005737,0.059622,p4p
0.005161,0.050904,p4p
0.004701,0.049553,p4p
0.006730,0.082259,p4p
0.008223,0.086274,p4p
0.003859,0.030932,p4p
0.156949,0.978304,p4p
0.003232,0.020697,p4p
0.003519,0.012204,p4p
0.003018,0.040133,real
0.555451,1.407801,real
0.556406,1.493264,real
0.001638,0.028112,real
0.846794,0.036556,real
0.844373,0.034865,real
0.002066,0.029390,real
0.000000,0.051414,real
0.006364,0.057178,real
0.002078,0.048223,real
0.001870,0.030409,real
0.016514,0.037329,real
0.001819,0.036265,real
0.001627,0.092710,real
0.001686,0.053340,real
0.000949,0.037632,real
0.002953,0.053654,real
0.000000,0.081184,real
0.000000,0.087963,real
0.000000,0.039474,real
0.000000,0.033286,real
0.001582,0.027279,real
0.001543,0.018183,real
0.000000,0.028312,real
0.002416,0.059553,real
0.003803,0.068918,real
0.002240,0.006457,real
0.002569,0.014218,real
0.002498,0.027249,real
0.002767,0.038020,real
