R,t,algo
0.013254,0.078931,p35p
0.013236,0.078293,p35p
0.013291,0.077958,p35p
0.013227,0.077517,p35p
0.013194,0.077351,p35p
0.013258,0.077323,p35p
0.013047,0.077295,p35p
0.011828,0.077369,p35p
0.011543,0.076901,p35p
0.011665,0.076976,p35p
0.014257,0.074676,p35p
0.014595,0.072590,p35p
0.015352,0.069922,p35p
0.015156,0.067589,p35p
0.015585,0.067150,p35p
0.016351,0.066558,p35p
0.015140,0.068292,p35p
0.015020,0.067717,p35p
0.015215,0.067119,p35p
0.014999,0.066739,p35p
0.051461,0.084855,p35p
0.514162,2.295678,p35p
0.013030,0.076838,p35p
0.012353,0.077465,p35p
0.013745,0.079253,p35p
0.013861,0.043679,p35p
0.014199,0.044966,p35p
0.014063,0.045266,p35p
0.014844,0.042579,p35p
0.014726,0.039512,p35p
0.014043,0.031883,p35p
0.013806,0.036323,p35p
0.013685,0.055909,p35p
0.014764,0.067433,p35p
0.014129,0.058494,p35p
0.014014,0.049994,p35p
0.013975,0.042697,p35p
0.014501,0.042597,p35p
0.010713,0.186095,p4p
0.010774,0.176951,p4p
0.010686,0.170742,p4p
0.010530,0.164409,p4p
0.010460,0.158150,p4p
0.010586,0.153910,p4p
0.010483,0.150154,p4p
0.011654,0.143199,p4p
0.011616,0.139055,p4p
0.011771,0.135852,p4p
0.009699,0.131784,p4p
0.008611,0.122720,p4p
0.010385,0.116687,p4p
0.009821,0.111105,p4p
0.006576,0.102968,p4p
0.005257,0.103559,p4p
0.006595,0.108971,p4p
0.006176,0.111464,p4p
0.006200,0.116651,p4p
0.006663,0.127092,p4p
0.160667,0.404293,p4p
0.470675,1.572472,p4p
0.010814,0.177029,p4p
0.010588,0.189723,p4p
0.011580,0.131867,p4p
0.009823,0.106539,p4p
0.009969,0.076725,p4p
0.008607,0.060837,p4p
0.008610,0.070185,p4p
0.008781,0.079657,p4p
0.010286,0.105490,p4p
0.010462,0.152703,p4p
0.008261,0.184531,p4p
0.009792,0.177500,p4p
0.009723,0.174847,p4p
0.009625,0.178432,p4p
0.009114,0.196429,p4p
0.001239,0.000950,real
0.001699,0.000738,real
0.001687,0.000616,real
0.001022,0.000546,real
0.000285,0.000485,real
0.001905,0.000461,real
0.000974,0.000452,real
0.002665,0.000576,real
0.002062,0.000647,real
0.002865,0.000739,real
0.000760,0.001254,real
0.001130,0.000871,real
0.002702,0.003554,real
0.000000,0.003158,real
0.003121,0.002778,real
0.003336,0.002826,real
0.004009,0.002356,real
0.004430,0.001838,real
0.004718,0.001538,real
0.004733,0.001248,real
0.006641,0.003276,real
0.011468,0.007855,real
0.026568,0.016463,real
0.000884,0.001174,real
0.001557,0.000944,real
0.002002,0.004775,real
0.000352,0.001799,real
0.000000,0.001590,real
0.001574,0.001408,real
0.000000,0.001738,real
0.000000,0.002026,real
0.001576,0.001935,real
0.001603,0.001605,real
0.001945,0.001426,real
0.000000,0.005113,real
0.002227,0.005269,real
0.002263,0.006116,real
0.000831,0.004057,real
