R,t,algo
0.027761,0.359321,p35p
0.027671,0.358150,p35p
0.052381,0.836183,p35p
0.022617,0.243878,p35p
0.034364,0.225703,p35p
0.027735,0.362085,p35p
0.027928,0.361765,p35p
0.028217,0.360686,p35p
0.028549,0.360947,p35p
0.028762,0.360119,p35p
0.027670,0.349078,p35p
0.027316,0.342019,p35p
0.027222,0.336696,p35p
0.027138,0.332823,p35p
0.027061,0.327159,p35p
0.027263,0.322170,p35p
0.028386,0.317579,p35p
0.027963,0.314357,p35p
0.028349,0.314408,p35p
0.028387,0.315486,p35p
0.028519,0.318757,p35p
0.028973,0.322954,p35p
0.028535,0.326537,p35p
0.028703,0.330213,p35p
0.028473,0.332885,p35p
0.028831,0.337466,p35p
0.028438,0.342185,p35p
0.026336,0.352222,p35p
0.026649,0.356543,p35p
0.027363,0.359800,p35p
0.028898,0.364500,p35p
0.029834,0.362127,p35p
0.028192,0.364005,p35p
0.027340,0.351405,p35p
0.027074,0.344596,p35p
0.029413,0.337487,p35p
0.365378,3.408914,p35p
0.028368,0.353523,p35p
0.028127,0.361302,p35p
0.028119,0.366880,p35p
0.028340,0.349598,p35p
0.000000,0.004536,p4p
0.001968,0.008675,p4p
0.028097,0.537716,p4p
0.036614,0.250707,p4p
0.006521,0.249435,p4p
0.000000,0.016664,p4p
0.002426,0.017502,p4p
0.000000,0.017295,p4p
0.000000,0.017275,p4p
0.001899,0.017084,p4p
0.001516,0.014484,p4p
0.000000,0.014245,p4p
0.000449,0.014036,p4p
0.000000,0.014129,p4p
0.000893,0.013714,p4p
0.001038,0.011983,p4p
0.000000,0.012233,p4p
0.001634,0.010693,p4p
0.000000,0.017942,p4p
0.001137,0.018668,p4p
0.000143,0.018597,p4p
0.000812,0.017756,p4p
0.002226,0.016830,p4p
0.001198,0.015405,p4p
0.001758,0.014188,p4p
0.000000,0.013627,p4p
0.001228,0.010893,p4p
0.001859,0.010354,p4p
0.003350,0.016331,p4p
0.002159,0.015178,p4p
0.002461,0.016064,p4p
0.002410,0.006337,p4p
0.002591,0.004576,p4p
0.002980,0.007589,p4p
0.001518,0.020558,p4p
0.000000,0.023013,p4p
0.002848,0.013832,p4p
0.002892,0.011538,p4p
0.003161,0.009986,p4p
0.002867,0.009571,p4p
0.001172,0.007421,p4p
0.000000,0.003599,p4p
0.000587,0.003216,p4p
0.000000,0.008770,p4p
0.023434,0.700747,real
0.023522,0.685408,real
0.052040,1.211655,real
0.012989,0.834886,real
0.030035,0.816994,real
0.023500,0.641401,real
0.023623,0.633251,real
0.023979,0.620705,real
0.024230,0.608137,real
0.024288,0.599438,real
0.024285,0.590463,real
0.023878,0.595014,real
0.023489,0.628576,real
0.022315,0.689617,real
0.023300,0.700808,real
0.024006,0.712377,real
0.024348,0.713833,real
0.024517,0.717975,real
0.024700,0.720629,real
0.025148,0.728216,real
0.024900,0.733438,real
0.024938,0.745974,real
0.024690,0.754898,real
0.024779,0.759287,real
0.024513,0.764497,real
0.022061,0.765135,real
0.022001,0.748438,real
0.022394,0.724048,real
0.024464,0.694938,real
0.025480,0.683409,real
0.023945,0.677644,real
0.022772,0.717047,real
0.022347,0.748389,real
0.023167,0.662433,real
0.024486,0.638638,real
0.025078,0.617017,real
0.025668,0.604224,real
0.024871,0.736182,real
0.024631,0.765748,real
0.024630,0.786434,real
0.024729,0.735206,real
