R,t,algo
0.011088,0.443116,p35p
0.010873,0.395785,p35p
0.363388,3.052270,p35p
0.448090,1.217662,p35p
0.011100,0.399200,p35p
0.010196,0.295875,p35p
0.009911,0.195572,p35p
0.009991,0.295951,p35p
0.010794,0.450968,p35p
0.010456,0.369493,p35p
0.009746,0.350656,p35p
0.011089,0.443286,p4p
0.010873,0.395937,p4p
0.363388,3.053417,p4p
0.448090,1.218123,p4p
0.011100,0.399347,p4p
0.010196,0.295989,p4p
0.009912,0.195633,p4p
0.009991,0.296063,p4p
0.010793,0.451139,p4p
0.010456,0.369635,p4p
0.009746,0.350788,p4p
0.011924,0.423891,real
0.011771,0.375513,real
0.364311,2.710685,real
0.447237,1.072409,real
0.012667,0.366714,real
0.011112,0.278917,real
0.011101,0.257393,real
0.011605,0.432178,real
0.011392,0.348977,real
0.010732,0.314896,real
