R,t,algo
0.000615,0.042353,p35p
0.000495,0.043633,p35p
0.000753,0.022561,p35p
0.000423,0.008766,p35p
0.000436,0.005444,p35p
0.000423,0.006242,p35p
0.000434,0.007405,p35p
0.000458,0.009147,p35p
0.000470,0.013501,p35p
0.000454,0.014217,p35p
0.000337,0.013764,p35p
0.000324,0.014734,p35p
0.000336,0.014298,p35p
0.000363,0.014405,p35p
0.000342,0.014256,p35p
0.000328,0.013750,p35p
0.000300,0.013438,p35p
0.000363,0.013327,p35p
0.000385,0.013486,p35p
0.000404,0.013112,p35p
0.000413,0.012978,p35p
0.000430,0.012760,p35p
0.000445,0.012356,p35p
0.000423,0.012793,p35p
0.000476,0.013044,p35p
0.000482,0.011484,p35p
0.000474,0.010908,p35p
0.000492,0.010931,p35p
0.000562,0.011296,p35p
0.000439,0.008019,p35p
0.000471,0.004246,p35p
0.000440,0.005839,p35p
0.000440,0.005337,p35p
0.000388,0.006743,p35p
0.000436,0.001447,p35p
0.000710,0.013437,p35p
0.000696,0.016761,p35p
0.001036,0.051747,p35p
0.001401,0.053077,p35p
0.001615,0.055643,p35p
0.001562,0.045267,p35p
0.001749,0.042301,p35p
0.002111,0.025142,p35p
0.001604,0.067615,p35p
0.000620,0.054142,p35p
0.000496,0.040152,p35p
0.000745,0.024294,p35p
0.000385,0.017755,p35p
0.000357,0.028494,p35p
0.000827,0.019488,p35p
0.000264,0.004722,p35p
0.000661,0.019971,p35p
0.000459,0.013269,p35p
0.000314,0.006695,p35p
0.000466,0.007229,p35p
0.000485,0.007892,p35p
0.000496,0.007945,p35p
0.000492,0.007744,p35p
0.000456,0.007835,p35p
0.000464,0.006117,p35p
0.000422,0.005194,p35p
0.000412,0.003480,p35p
0.000416,0.006620,p35p
0.000404,0.008785,p35p
0.000386,0.011791,p35p
0.000355,0.013916,p35p
0.000344,0.016212,p35p
0.000323,0.018697,p35p
0.000311,0.021916,p35p
0.000781,0.009491,p35p
0.000721,0.015939,p35p
0.001410,0.014774,p35p
0.001274,0.050558,p35p
0.001530,0.053818,p35p
0.002567,0.035920,p35p
0.002572,0.033261,p35p
0.000636,0.043116,p4p
0.000527,0.044215,p4p
0.000697,0.022635,p4p
0.000450,0.008636,p4p
0.000427,0.005402,p4p
0.000414,0.006336,p4p
0.000424,0.007515,p4p
0.000446,0.009222,p4p
0.000464,0.013624,p4p
0.000448,0.014330,p4p
0.000332,0.013837,p4p
0.000321,0.014831,p4p
0.000335,0.014395,p4p
0.000361,0.014487,p4p
0.000340,0.014309,p4p
0.000327,0.013805,p4p
0.000299,0.013489,p4p
0.000363,0.013377,p4p
0.000384,0.013529,p4p
0.000402,0.013150,p4p
0.000411,0.013003,p4p
0.000429,0.012799,p4p
0.000444,0.012380,p4p
0.000424,0.012828,p4p
0.000474,0.013060,p4p
0.000481,0.011496,p4p
0.000473,0.010921,p4p
0.000492,0.010924,p4p
0.000561,0.011323,p4p
0.000438,0.007945,p4p
0.000474,0.004224,p4p
0.000443,0.005778,p4p
0.000440,0.005262,p4p
0.000389,0.006578,p4p
0.000440,0.001482,p4p
0.000714,0.013612,p4p
0.000699,0.016987,p4p
0.001028,0.052002,p4p
0.001392,0.053327,p4p
0.001606,0.055894,p4p
0.001558,0.045482,p4p
0.001747,0.042493,p4p
0.002111,0.025245,p4p
0.001256,0.072408,p4p
0.000629,0.054541,p4p
0.000512,0.041572,p4p
0.000768,0.023456,p4p
0.000455,0.018510,p4p
0.000345,0.029242,p4p
0.000775,0.019914,p4p
0.000261,0.004768,p4p
0.000663,0.019866,p4p
0.000462,0.013402,p4p
0.000310,0.006709,p4p
0.000455,0.007286,p4p
0.000474,0.007933,p4p
0.000484,0.007970,p4p
0.000483,0.007774,p4p
0.000447,0.007841,p4p
0.000457,0.006141,p4p
0.000421,0.005277,p4p
0.000406,0.003567,p4p
0.000412,0.006682,p4p
0.000404,0.008847,p4p
0.000383,0.011844,p4p
0.000354,0.013938,p4p
0.000344,0.016250,p4p
0.000323,0.018704,p4p
0.000309,0.021877,p4p
0.000790,0.009472,p4p
0.000722,0.015972,p4p
0.001417,0.014675,p4p
0.001265,0.050817,p4p
0.001521,0.054080,p4p
0.002583,0.036005,p4p
0.002576,0.032916,p4p
0.000667,0.042801,real
0.000545,0.043888,real
0.000761,0.022517,real
0.000412,0.008748,real
0.000413,0.005246,real
0.000392,0.006200,real
0.000401,0.007415,real
0.000425,0.009121,real
0.000439,0.013440,real
0.000419,0.014098,real
0.000298,0.013497,real
0.000290,0.014495,real
0.000309,0.014037,real
0.000338,0.014143,real
0.000315,0.013990,real
0.000304,0.013481,real
0.000271,0.013148,real
0.000339,0.013023,real
0.000357,0.013159,real
0.000379,0.012794,real
0.000390,0.012644,real
0.000408,0.012424,real
0.000426,0.011997,real
0.000395,0.012415,real
0.000447,0.012675,real
0.000453,0.011093,real
0.000443,0.010517,real
0.000459,0.010552,real
0.000527,0.010982,real
0.000411,0.007607,real
0.000464,0.003927,real
0.000418,0.005361,real
0.000416,0.004858,real
0.000369,0.006114,real
0.000423,0.001877,real
0.000719,0.013915,real
0.000715,0.017409,real
0.001032,0.052214,real
0.001406,0.053579,real
0.001623,0.056003,real
0.001548,0.046721,real
0.001589,0.037465,real
0.001266,0.071647,real
0.000660,0.054013,real
0.000536,0.041307,real
0.000760,0.023808,real
0.000401,0.017784,real
0.000322,0.029336,real
0.000742,0.017079,real
0.000235,0.004179,real
0.000687,0.019503,real
0.000478,0.013315,real
0.000319,0.006555,real
0.000428,0.007040,real
0.000446,0.007643,real
0.000458,0.007667,real
0.000454,0.007445,real
0.000415,0.007485,real
0.000426,0.005814,real
0.000400,0.005090,real
0.000385,0.003452,real
0.000391,0.006457,real
0.000380,0.008565,real
0.000360,0.011487,real
0.000327,0.013555,real
0.000318,0.015809,real
0.000298,0.018256,real
0.000279,0.021452,real
0.000793,0.009009,real
0.000722,0.015382,real
0.001413,0.014148,real
0.001277,0.050997,real
0.001535,0.054317,real
0.002610,0.035066,real
0.002633,0.032583,real
