std0.0,std0.5,std1.0,std1.5
3.1493e-09,0.17757,0.0019426,0.0069589
4.4239e-15,0.0050972,0.033294,0.046134
4.6387e-10,0.10823,0.049308,0.048389
5.0656e-15,-1,-1,0.081753
9.8132e-15,0.0010032,-1,0.064462
2.505e-14,0.085974,-1,0.12285
5.1989e-09,0.044826,0.045196,0.099009
2.8869e-11,0.033809,0.484,0.017561
9.5595e-06,0.0048857,0.04043,-1
5.8953e-16,0.0060303,0.03985,0.054254
2.1917e-13,0.55274,-1,0.48255
4.448e-15,0.011936,-1,-1
8.7056e-11,0.035254,0.080562,-1
1.2102e-14,0.048646,0.093466,-1
2.5788e-13,0.0053782,0.22574,-1
1.6123e-12,0.054783,-1,-1
4.0097e-13,0.0068239,0.022465,0.037251
7.2156e-15,-1,0.0067523,0.00014486
1.9218e-14,0.091614,0.035362,0.01665
1.0792e-12,-1,0.082504,-1
2.4436e-15,0.0027513,-1,65.882
1.1253e-12,0.0058395,0.0026727,0.017356
8.9844e-14,-1,0.0058287,0.25673
4.8832e-13,-1,0.014767,0.17651
3.6075e-13,0.023364,0.0064231,0.012912
8.2083e-13,0.07957,0.056324,0.04119
1.89e-11,-1,0.012084,-1
6.9473e-15,0.0023953,-1,0.01915
4.7519e-14,0.014159,0.041474,0.10947
1.9138e-15,0.0098781,0.053947,0.054427
8.8213e-15,0.015608,0.021775,-1
6.4829e-13,0.23932,0.051323,-1
8.1949e-14,0.0053107,-1,-1
7.0739e-12,0.090451,0.01147,-1
9.3243e-14,0.014413,0.089886,0.10134
3.9808e-13,0.0026487,0.89881,-1
1.4219e-13,0.067692,0.14756,-1
3.2196e-14,0.0034616,-1,0.080308
6.5883e-06,0.24272,0.020585,0.037499
2.0365e-15,0.0011903,0.098312,0.17618
3.9727e-13,0.039261,0.11764,0.00028885
1.0551e-14,0.031793,0.061318,0.042672
1.5147e-14,-1,0.01438,0.18188
9.2511e-15,0.0023433,0.06381,0.05879
2.2933e-13,0.0090247,0.045579,0.0014917
1.905e-14,0.0069295,5.4349,4.5151
2.6721e-14,0.016141,0.088026,-1
1.0143e-14,0.0022729,0.22009,0.067304
1.6669e-13,0.0064186,0.070342,0.049832
5.1756e-11,-1,-1,-1
4.8268e-12,0.0045446,2.8111,0.023077
4.0206e-14,0.15158,0.022775,0.034339
1.6844e-13,0.27834,0.01744,-1
1.2938e-10,0.016613,0.034054,-1
1.0927e-13,0.014396,0.085624,-1
4.3761e-14,0.0059944,0.037377,0.14181
5.2426e-15,0.012305,-1,0.17841
1.9006e-11,-1,0.0049583,-1
2.981e-14,-1,-1,0.26511
5.2259e-14,0.016586,0.065937,0.03633
9.07e-13,0.00016823,3.0534e-05,0.0042944
1.9157e-14,0.031289,0.052071,0.017002
1.7443e-13,0.009745,0.16834,0.0095684
1.0466e-13,-1,0.0065634,0.085972
3.0349e-15,0.021438,0.017953,0.13536
1.4434e-14,0.13392,0.083615,0.045175
2.1216e-14,0.05311,-1,0.015067
1.3241e-08,0.0099002,0.065975,0.15666
2.4604e-12,0.014889,0.0034851,0.29557
4.3812e-11,0.0091587,0.054453,0.017715
8.1269e-14,0.020898,0.058598,-1
1.0389e-14,0.0059534,0.0076801,0.30927
7.2834e-10,-1,-1,-1
3.0446e-14,-1,-1,-1
2.5182e-12,0.017977,-1,0.075153
3.1095e-14,-1,33.441,0.27005
6.7395e-14,0.20303,0.002784,0.010166
1.6152e-12,0.0031446,0.057833,-1
5.2248e-13,0.11818,0.077351,0.030944
2.0013e-11,0.010118,0.0045096,-1
1.7808e-12,0.01132,0.12153,0.014409
2.4857e-14,0.013263,0.26361,0.148
1.333e-13,0.007014,0.010776,-1
6.1363e-11,0.0033552,0.0017728,-1
1.7377e-15,0.036047,-1,-1
2.6096e-15,0.0092168,-1,0.027894
1.6624e-16,0.075205,0.057379,0.04639
5.7583e-11,0.0051716,0.037693,0.11391
8.7516e-15,0.048696,0.052034,0.047121
7.504e-12,0.0083788,0.017496,0.45863
1.1693e-13,0.031086,0.02412,0.010211
1.2064e-13,0.006698,0.010072,0.068889
5.4715e-12,0.053686,0.0024979,-1
3.9056e-14,0.057326,0.013059,0.00322
9.3229e-13,0.002447,-1,0.10211
6.8609e-15,0.013237,-1,0.092029
1.2824e-14,0.1174,0.011598,-1
3.5338e-15,-1,-1,0.012144
6.1548e-14,0.009676,-1,0.14549
1.5831e-15,-1,-1,0.021695
1.2194e-13,0.042142,-1,0.0086038
2.039e-13,0.0012134,0.019966,0.025144
5.3423e-10,0.007743,0.11275,0.045509
1.0535e-14,0.03007,0.056272,0.082666
9.9069e-14,0.13526,-1,0.032231
3.5615e-13,-1,-1,0.060527
4.8033e-12,-1,0.0015227,0.07743
1.8086e-13,0.062665,0.0089133,-1
7.9325e-14,0.11897,-1,-1
4.5235e-14,0.66813,-1,0.22306
1.8604e-12,0.0055851,0.053321,0.017917
7.1931e-14,0.010343,0.025829,0.014361
1.0719e-11,0.040659,0.043744,-1
2.7672e-10,0.013251,0.024582,0.081533
1.6455e-13,0.0096264,0.046471,8.4295
6.9706e-12,0.0078426,0.045624,0.030067
1.073e-14,0.011747,0.011151,0.0044806
8.326e-13,0.0040223,0.053254,-1
7.3436e-14,0.013655,-1,0.0075592
2.9418e-12,59.432,0.03891,-1
9.2555e-13,-1,-1,0.80889
2.861e-12,0.015133,12.888,0.0047909
2.571e-13,0.0054085,0.12898,0.069676
6.2736e-16,-1,-1,0.048098
5.2899e-11,0.0026808,0.0033369,-1
2.5227e-15,0.011166,-1,0.037421
4.0936e-13,-1,0.0085195,-1
2.2385e-08,0.10685,0.070395,-1
1.2499e-15,2.1284,0.0082892,-1
1.1994e-14,0.059322,-1,-1
6.005e-12,0.029261,0.0054784,-1
8.9638e-16,0.11311,0.087721,0.58521
5.292e-13,0.022295,0.03785,0.028733
1.1726e-15,0.012598,0.022793,0.080908
2.4424e-14,0.068995,0.11609,0.025875
5.3472e-13,0.012148,0.066974,0.064747
3.29e-14,0.034785,0.00084321,0.048628
2.4733e-14,0.01962,0.10604,0.078447
6.0046e-14,-1,0.0076424,0.10788
3.3723e-13,-1,0.00011537,0.11619
9.4286e-14,0.0015338,-1,0.013511
3.978e-13,0.0095123,0.064839,0.11221
2.1869e-14,-1,-1,0.017473
8.2074e-14,0.0051328,0.056259,0.00090696
1.0411e-14,8.7693e-05,-1,0.0011461
4.5173e-13,0.0097713,0.010569,0.091005
8.5593e-14,0.0057656,0.0019608,-1
5.6376e-14,0.037475,0.75589,-1
1.6729e-14,0.0041103,0.017341,-1
7.1656e-15,0.0029286,-1,0.010511
1.3692e-13,0.0087994,0.32861,-1
8.0429e-12,0.0064551,0.0093159,0.25549
1.8691e-13,0.002761,0.079495,0.042508
8.0209e-15,0.027726,-1,-1
7.0981e-16,0.12373,-1,-1
0.00074458,0.038455,0.013487,0.060564
6.2201e-11,0.019882,-1,-1
3.9068e-15,0.11707,0.014751,0.018345
1.2638e-12,107.09,0.0049478,0.056777
1.041e-14,0.05689,0.023539,0.058814
1.1399e-11,0.009913,-1,0.068589
5.1456e-15,0.0058493,0.060554,-1
4.4763e-15,-1,0.07386,0.082397
1.2363e-12,0.0052727,0.0063687,0.027309
3.8205e-14,0.0076179,0.00078451,0.0027769
6.705e-15,0.082794,-1,0.012946
6.0346e-15,0.055969,0.0056976,1.5623
8.7762e-14,-1,0.016866,-1
1.1057e-12,0.025935,0.14868,0.075656
6.6681e-13,0.018302,0.00076041,0.016653
1.9771e-11,0.096793,0.0025096,0.021437
2.2579e-12,0.069702,0.022183,0.24539
8.9782e-14,0.59083,0.01422,-1
1.5403e-11,0.16097,-1,-1
5.1498e-12,0.0054,-1,0.081948
3.4604e-13,0.013201,-1,-1
2.4591e-14,0.022672,0.04399,0.14157
6.6865e-10,0.00037636,-1,0.0047734
3.0777e-15,0.004176,0.0077422,0.016798
6.2801e-14,0.045369,0.041664,-1
1.8016e-07,0.005901,-1,0.00044493
6.6546e-13,0.0036717,-1,0.12456
9.4329e-14,0.044806,0.058875,-1
1.0806e-12,0.013378,-1,0.027863
1.0336e-11,0.010871,0.012058,-1
4.5283e-15,0.019124,0.019041,-1
5.4966e-14,0.014368,-1,0.068228
1.4084e-13,0.0022357,0.14656,-1
1.1468e-14,0.010026,0.024611,-1
6.1197e-13,0.0226,-1,6.9483
1.8694e-14,0.0040015,0.089681,0.0090456
1.6154e-14,0.016647,0.10553,0.02639
5.918e-14,0.012816,0.042317,-1
1.1598e-13,0.031831,0.0072082,0.07463
1.0084e-08,0.0041379,0.013392,-1
1.1019e-13,-1,-1,4.5043
3.1451e-15,0.020271,0.010739,0.22132
6.8433e-14,-1,-1,0.35612
5.813e-09,0.0048892,0.14196,0.39709
4.7138e-15,0.0048864,0.093417,0.099268
7.6006e-15,-1,0.013085,0.0081285
3.8214e-12,0.0017412,-1,-1
7.3478e-15,0.053719,0.10001,-1
2.0015e-12,0.010805,0.45305,0.20565
5.1825e-15,0.044167,0.015106,0.028629
1.8243e-13,0.0090064,-1,-1
2.2924e-13,0.0098825,0.0091695,-1
5.378e-12,0.10636,0.21676,0.033965
1.3998e-12,0.017319,-1,0.61722
4.8314e-13,0.11253,0.0097031,0.013888
3.2439e-14,0.0088531,0.03715,0.086152
3.1283e-09,0.045952,-1,-1
5.7634e-14,0.010219,-1,0.10369
2.5137e-14,-1,0.04894,0.11783
1.5505e-14,-1,0.021278,0.0096688
8.0757e-08,-1,-1,-1
3.8519e-08,0.0036667,0.053026,-1
5.2282e-13,0.054333,0.091031,0.19881
1.5096e-14,0.004306,0.13687,0.008898
1.49e-13,0.0078079,0.10807,0.03871
1.5943e-15,0.046326,0.008139,7.3745
1.1223e-15,0.011458,0.17665,0.55143
2.1253e-11,0.15487,-1,0.05242
2.289e-13,0.010493,-1,-1
7.6063e-10,0.011108,0.020787,-1
2.1202e-14,0.012537,-1,-1
1.0054e-14,0.036651,10.486,0.13208
1.0961e-10,0.04694,-1,-1
1.5221e-14,0.034085,-1,-1
9.7102e-14,0.084707,0.022776,0.031442
2.5766e-12,0.0042414,0.0047661,-1
3.2283e-13,0.0016488,0.068578,0.40875
2.7812e-13,0.041914,-1,-1
2.5812e-15,-1,-1,-1
9.7811e-13,-1,0.0058537,0.0019188
6.8945e-14,0.014431,0.12681,0.06768
3.196e-13,0.0083497,0.09785,0.015338
7.1396e-14,0.007366,0.048013,0.2581
4.9338e-15,0.013905,-1,0.094529
2.7337e-11,0.022296,0.02,0.22252
2.1995e-12,2.4347,0.0019254,0.32485
6.9141e-14,0.0058198,0.0046863,0.16903
1.9864e-10,0.1944,0.043086,0.0010785
5.7662e-15,0.004743,0.012636,0.0536
3.321e-11,0.040354,-1,0.0036189
6.6706e-15,0.0014903,0.0055058,0.028244
5.0638e-13,0.01014,0.078942,-1
3.7993e-10,-1,0.0035277,0.014409
2.5658e-11,0.0029697,0.020686,-1
3.0061e-13,0.0029971,0.089941,-1
2.5114e-14,0.041691,0.025017,0.14056
1.1102e-13,0.0097814,0.23926,-1
1.4977e-12,-1,-1,-1
5.9384e-15,0.0079998,-1,-1
2.2765e-12,0.02488,0.020428,0.01618
2.5468e-15,0.0027166,-1,0.020678
3.3591e-14,0.0057134,-1,0.091731
6.9836e-08,0.010181,0.28662,-1
5.2021e-07,-1,0.0067972,0.18146
1.985e-12,0.0088394,0.020945,0.021789
2.3552e-13,0.0018847,0.013766,-1
2.6101e-12,-1,0.026848,0.47664
5.2455e-14,0.01732,0.0095917,-1
2.6105e-14,0.012672,0.045661,-1
1.9735e-14,0.0075239,0.20555,-1
3.5744e-15,0.047353,0.030506,-1
2.9236e-12,-1,0.032901,0.082555
4.5957e-15,0.0058962,0.065879,-1
3.0326e-14,0.059055,2.3418,-1
3.4126e-14,0.0048106,0.038221,-1
6.0552e-14,0.029877,14.85,0.24195
9.9767e-12,0.048619,0.0035967,0.0053022
3.3114e-12,0.035764,0.32266,0.19633
2.8916e-15,0.001941,0.12395,-1
1.8643e-10,-1,0.081089,-1
9.8799e-13,0.0051982,0.011279,0.42473
1.7285e-11,0.0082371,0.0076542,0.16276
1.9932e-13,0.0076898,-1,0.052952
2.5834e-12,0.42166,0.0097383,-1
7.0314e-13,0.0045417,0.10101,13.464
7.2414e-14,0.053901,0.025691,0.091076
1.4667e-14,0.0036159,0.011296,-1
2.6257e-12,0.0053331,0.18472,0.04773
6.3607e-14,0.0068815,0.094595,0.065994
1.6254e-14,0.29565,0.027708,-1
3.6371e-14,0.00016962,0.003879,-1
5.9136e-15,0.02059,0.036417,-1
3.2947e-13,-1,0.17252,0.012874
7.6719e-14,-1,0.019877,0.046626
9.5824e-15,0.016203,0.092272,0.0011104
5.7067e-12,-1,-1,-1
1.5013e-14,-1,-1,0.047929
9.703e-15,0.018694,0.24141,0.10263
3.9387e-14,0.0033798,0.16399,625.73
6.9169e-10,0.0068871,-1,0.1307
1.555e-14,0.0014929,-1,0.043432
9.4103e-15,0.011413,0.068508,0.047944
1.1178e-13,0.014175,-1,-1
9.6205e-13,0.0029236,-1,0.075326
1.1066e-15,0.00087753,-1,-1
7.0004e-14,0.0073375,-1,0.069389
5.844e-10,0.021092,0.7184,0.065508
4.7496e-13,0.0055749,0.0065688,0.16365
3.6516e-11,0.015647,0.012624,0.091332
8.1517e-16,0.035627,-1,0.18181
1.1099e-12,0.0070723,0.0061978,-1
2.1974e-11,-1,-1,-1
1.9159e-13,0.020321,-1,-1
1.989e-13,0.89002,0.002239,0.025429
6.0584e-13,0.085442,0.022354,0.022589
5.035e-08,0.014041,0.045293,0.027457
7.7194e-14,0.015667,0.0135,0.025997
3.9585e-15,0.0078234,0.034167,-1
6.8441e-15,0.10264,0.013194,0.20887
7.5043e-15,0.0035059,0.032212,0.0095624
1.6008e-13,0.011606,0.14387,-1
1.6821e-14,0.062913,0.042218,0.073156
8.7057e-13,0.067574,-1,0.101
1.1221e-13,0.0029186,-1,-1
7.3494e-13,0.0091945,0.03389,0.0031266
4.1071e-09,0.012667,-1,0.05722
4.4364e-15,-1,0.01629,0.047613
1.1146e-14,0.0051165,0.65493,0.22884
7.9272e-07,0.16968,-1,1.2718
8.4044e-14,0.044518,-1,0.082182
4.4475e-10,0.01056,0.014144,-1
3.9868e-10,0.0020541,0.0029733,-1
4.142e-09,0.01692,-1,0.047424
6.9837e-11,0.01507,0.016998,0.0015648
1.7638e-14,0.054533,-1,-1
2.0136e-14,0.038566,0.0021765,0.079201
1.2926e-13,0.40783,-1,0.0093486
2.7024e-12,0.014839,0.066156,0.85741
1.2693e-14,-1,0.0024811,0.050009
1.3451e-13,0.023413,0.10874,0.14631
2.2003e-14,0.1573,-1,0.044437
3.111e-14,-1,0.082985,0.1719
6.1542e-13,0.0018399,0.0031314,0.075608
7.2595e-14,0.021762,0.01416,195.46
1.1907e-14,0.011269,0.010901,0.0011106
1.4681e-15,0.0099766,-1,0.76154
1.4494e-12,0.013567,0.031845,0.020477
5.2531e-11,0.021173,-1,0.02265
2.796e-13,0.021498,0.011874,0.10835
2.8801e-09,0.0059398,0.0094775,0.1178
6.0709e-13,0.0044577,0.022907,-1
8.9789e-16,0.0011215,0.027838,0.019221
3.2312e-15,0.016801,0.010074,0.015663
5.4486e-14,0.12427,-1,-1
3.824e-10,0.079763,0.052659,-1
1.7521e-13,-1,0.20525,0.011333
2.6501e-12,0.056063,0.037426,0.0055642
2.8047e-10,0.0064625,0.0089859,0.5009
1.4842e-10,0.009872,-1,0.066489
4.3831e-10,0.019729,0.011752,-1
2.4612e-14,0.15721,0.012227,0.025565
3.2225e-14,0.0038889,0.00038783,0.0025881
3.4297e-13,-1,-1,0.018179
7.4745e-13,0.015905,0.0035532,0.0023802
1.2534e-14,0.13591,-1,-1
9.0171e-12,0.026785,0.035311,0.0071987
1.2779e-12,0.021674,0.22105,0.48715
2.7264e-16,0.0092942,-1,-1
1.5728e-14,0.013421,-1,0.010158
1.0575e-15,0.037957,-1,0.055272
7.11e-16,0.018737,0.13946,-1
2.3457e-12,0.0039129,0.027279,-1
3.8765e-09,0.040617,-1,-1
5.9345e-11,0.29009,77.077,0.055118
1.8166e-13,0.028571,0.098076,0.12478
1.5943e-11,0.030274,-1,0.0044835
1.8441e-12,0.0022195,0.017894,0.055363
8.3302e-14,0.002609,6.078e-05,0.0015401
4.278e-15,0.070604,-1,0.015134
3.6791e-09,-1,-1,-1
6.6266e-10,0.0034224,0.04522,-1
2.1668e-05,0.094135,0.010969,0.02047
3.381e-15,0.023703,0.0032499,0.21415
2.1403e-14,0.15006,0.11486,0.014003
1.2402e-14,0.051335,0.018236,0.029316
1.7282e-16,0.12626,0.20614,0.014699
2.4369e-12,-1,1.9837,0.032466
7.6115e-13,0.11598,-1,-1
6.9465e-14,0.049302,0.26182,0.028326
7.4447e-16,0.010662,-1,0.0043866
5.96e-14,-1,0.0072013,-1
9.0776e-14,0.019585,0.014239,0.0021835
2.0949e-13,0.020343,0.040037,0.2161
4.9576e-13,0.067702,-1,0.050652
9.1675e-16,0.00027221,0.015588,0.49817
3.1635e-14,0.024899,0.030362,0.002927
7.9869e-13,-1,-1,-1
2.7524e-15,-1,0.0014979,-1
1.7647e-11,0.00090104,0.0040462,0.12067
1.4773e-14,-1,-1,-1
1.0566e-11,0.0056261,-1,4.8826
4.1522e-14,-1,0.069531,0.047724
4.2654e-11,0.00045988,0.014896,-1
4.3092e-12,0.0083847,0.078454,0.033127
4.9292e-14,0.10322,0.062844,0.080006
4.157e-12,0.013371,-1,-1
2.068e-14,0.027486,0.006859,0.22582
4.3707e-15,-1,0.31709,-1
1.5576e-14,0.13423,0.045188,0.049169
2.4392e-15,0.015356,-1,0.018291
8.0802e-15,0.040136,0.02482,0.0082215
4.5384e-11,0.17371,-1,0.43766
1.1451e-12,0.0043803,0.064455,0.019575
3.3052e-14,0.012823,0.01518,0.015739
5.7769e-14,0.0099659,0.021284,-1
1.1844e-14,0.016027,0.081158,-1
1.1729e-12,0.23187,0.040776,-1
3.2772e-11,-1,0.00097092,-1
1.0654e-15,0.0028196,0.27735,-1
1.3365e-15,-1,0.27666,-1
5.4979e-11,0.040692,0.0075255,0.090137
8.1865e-16,0.49154,0.058437,0.20524
1.7348e-14,-1,0.025613,-1
6.8167e-14,0.038514,0.013338,-1
3.1824e-15,0.034152,-1,-1
6.0543e-14,0.01453,0.076086,0.025695
3.3959e-14,0.31503,-1,0.029818
3.4393e-11,0.0016208,-1,0.23374
3.0545e-14,0.00091562,0.037007,-1
5.2181e-11,0.010309,0.089841,0.062287
2.246e-13,0.00057374,0.052955,-1
1.8382e-13,1355,0.26496,0.054863
2.8367e-11,0.036766,0.011129,-1
3.5463e-14,0.0096854,0.058079,0.027753
1.7162e-08,0.0027769,-1,0.016905
1.7985e-13,0.096318,-1,-1
1.7693e-15,0.025023,0.00032614,0.0085065
2.3832e-13,0.0028121,0.03437,-1
1.441e-14,-1,0.0089309,0.24753
6.8132e-12,0.040755,0.0066905,0.26457
1.2859e-14,-1,0.30849,0.05689
1.0964e-13,0.019781,0.013981,0.013528
4.7246e-14,0.036818,0.043843,-1
4.7878e-15,0.15824,-1,0.006834
9.3996e-15,-1,0.037171,-1
0.0012202,0.04246,-1,0.080249
1.1549e-13,0.018629,0.061595,-1
5.8179e-14,0.005525,0.10794,-1
5.5703e-13,0.0050799,0.0584,0.0044824
1.3827e-10,0.00042169,1.5809,0.0018101
3.5772e-14,0.010026,0.0013082,0.0090504
1.8679e-13,0.01601,-1,0.029568
1.4974e-13,-1,-1,-1
1.0731e-14,0.011824,0.048383,0.12771
3.9147e-14,0.14871,11.434,0.059808
2.3307e-08,0.00062344,0.068861,-1
2.7029e-10,-1,0.066568,0.1057
1.1151e-13,0.020918,0.025375,0.25068
9.5855e-14,-1,-1,0.025554
1.4617e-13,0.0091277,0.0073701,-1
1.7711e-13,1.9547,-1,0.041574
2.0527e-13,0.026019,0.0034734,0.08517
1.2747e-13,0.0058634,-1,0.1148
8.278e-12,0.043595,0.02673,0.0034537
4.9866e-14,0.0036931,-1,-1
3.9719e-09,0.44445,0.03971,-1
2.1019e-14,0.040079,-1,0.016382
8.6651e-16,-1,0.0052189,0.2136
5.7807e-11,0.032202,-1,0.018573
1.011e-13,0.011245,0.34788,0.018311
6.8754e-14,0.0036344,0.008096,0.19959
4.1092e-08,-1,0.0058354,0.0097751
2.0208e-14,0.018935,-1,0.037855
4.4294e-15,0.010645,0.056164,0.32313
4.7686e-14,0.13758,0.02808,-1
2.8184e-10,0.042387,0.023012,-1
4.5095e-12,0.0045494,0.0024421,-1
1.6133e-11,0.02877,9.2164,0.0066023
5.4147e-14,0.015633,-1,0.23805
1.2486e-09,-1,0.00056919,0.09783
1.1493e-12,0.055155,0.041712,-1
3.2197e-13,0.035695,0.032094,-1
1.0965e-15,0.0062819,-1,0.034861
4.0475e-15,0.060071,0.0070973,-1
3.9965e-13,0.28592,-1,-1
1.4063e-09,0.0096441,0.013292,0.062152
2.1773e-12,0.0019264,0.015966,0.233
1.46e-14,0.0065478,0.019263,0.020182
1.9106e-11,-1,0.04385,0.0030528
9.2969e-13,0.0024437,0.071007,0.11174
2.6558e-12,0.14825,0.042503,0.21865
1.9201e-14,0.0041736,0.42337,-1
5.5006e-15,0.00013862,2587,-1
3.6302e-12,0.025208,0.00015336,0.080919
2.3904e-14,0.0083418,0.072043,0.14027
2.9848e-14,0.034768,-1,-1
1.1376e-13,0.0086165,0.057936,-1
1.328e-15,0.05398,0.082527,0.14055
5.968e-13,0.0019864,0.024906,-1
3.755e-14,0.0016812,0.05137,0.0072738
3.1746e-14,0.011866,0.012342,0.0055162
1.3163e-14,-1,-1,0.10245
6.1403e-09,-1,-1,0.052081
1.425e-14,0.0034993,0.10767,-1
1.6111e-14,0.067642,-1,0.062717
7.0062e-12,0.00037079,0.046233,-1
1.6188e-09,0.039734,0.26838,0.098253
7.8974e-14,0.012599,0.018316,0.059008
9.3956e-14,0.047089,0.15,-1
6.8262e-15,0.020864,0.097445,0.007995
3.8256e-14,0.024671,-1,-1
2.6394e-14,-1,0.03617,-1
2.4087e-14,0.042005,0.0015036,-1
1.3215e-12,0.45501,0.044116,-1
4.9752e-14,0.0035057,0.0038221,0.033485
1.2004e-14,0.0061983,0.097697,0.044918
3.3621e-14,0.0046916,-1,0.0086085
4.1204e-14,0.0076408,0.46297,0.12101
3.7402e-14,0.01285,-1,-1
1.0327e-12,0.016739,-1,142.06
8.3869e-14,-1,0.043875,0.086688
3.7813e-12,-1,0.098609,0.0022603
9.7877e-16,-1,-1,-1
4.6534e-13,0.032148,-1,-1
2.6097e-12,-1,2.8429,-1
2.6181e-14,0.59305,-1,0.025878
1.4534e-14,0.0049133,0.083571,0.042903
2.6328e-13,-1,0.10943,0.007038
8.6308e-12,0.0048635,0.091959,0.12897
0,0.0063679,-1,0.019656
4.2874e-07,0.14365,0.013792,0.2135
3.1217e-15,0.02263,-1,0.021343
2.0593e-12,-1,0.0044129,0.047588
3.7791e-14,0.001227,0.011773,-1
8.7087e-15,0.012456,0.014093,0.77656
2.1001e-13,0.020419,0.0054399,0.20336
5.9159e-10,0.0035001,0.046395,-1
1.352e-12,-1,-1,0.0070508
4.1751e-14,0.00093882,0.47276,0.00955
1.3018e-10,-1,-1,-1
7.5085e-13,0.058347,0.040389,-1
4.3588e-08,0.0097013,0.011873,0.037818
2.5841e-13,0.010254,-1,0.050217
1.6536e-14,0.081352,0.023287,0.0095649
5.8253e-13,0.03459,0.02677,-1
2.9254e-14,0.0010003,0.023211,0.13417
9.67e-15,0.0026683,0.034973,0.25237
4.877e-15,0.010141,-1,-1
1.7229e-10,0.28996,0.051438,10.779
3.1762e-13,0.0099874,-1,0.83287
2.409e-12,-1,0.037977,-1
4.0938e-15,9.423e-05,0.0087829,0.030739
2.9262e-12,0.0022424,0.030107,-1
9.2347e-15,-1,0.010914,0.025223
1.129e-13,0.0053948,0.07791,0.063865
1.8921e-14,0.0018145,0.072272,0.011865
0,3.3185,0.016675,0.067665
2.3109e-15,0.027478,-1,-1
1.2352e-12,0.0083893,0.030635,0.37359
8.6028e-16,0.006614,0.032785,0.043887
1.3095e-13,0.024873,-1,0.056744
2.0165e-13,0.0091773,0.070214,0.50488
2.778e-13,0.015981,0.029543,0.018939
5.628e-12,0.047747,0.00046458,-1
4.8791e-10,0.0099771,23.495,-1
1.1922e-12,0.0076296,0.041813,0.010473
2.5962e-13,0.0049732,0.0034595,0.098467
5.3816e-09,-1,0.9325,-1
5.6706e-14,0.023474,0.098732,-1
1.5847e-15,0.0101,0.025377,0.089902
7.1068e-10,0.0047882,0.010562,0.20193
1.6412e-15,0.0017301,0.26982,0.021188
1.0687e-14,-1,-1,0.042331
1.0273e-13,0.019567,-1,0.49298
6.2093e-14,0.025491,0.071814,-1
2.7958e-14,0.069064,0.025461,0.050511
1.0331e-13,-1,-1,0.048939
5.6381e-12,0.060282,0.018058,0.074369
1.3927e-15,0.0014778,0.018907,0.033037
2.6016e-14,-1,0.12214,0.85926
3.062e-11,0.038136,-1,0.25837
1.3301e-09,0.11919,0.018102,0.05993
5.0809e-15,0.064247,0.018733,-1
9.1518e-13,0.14915,0.065738,-1
5.0679e-14,0.01433,0.065266,0.26161
2.1327e-12,0.054588,-1,0.093176
2.848e-14,0.0030447,0.56498,0.058584
1.9138e-13,0.0098621,-1,0.010881
2.8786e-14,0.0092917,0.00032237,-1
3.4035e-15,0.053082,-1,0.038784
4.5843e-14,0.020698,0.042453,-1
6.7055e-16,0.0049083,-1,-1
4.0766e-14,0.008112,0.034536,0.036805
0,0.090449,0.0044781,-1
2.5243e-13,0.033524,0.0242,0.17772
1.0293e-14,0.2482,0.16531,0.81313
1.0795e-12,0.086603,0.16152,0.026216
6.2269e-12,0.021924,-1,0.084422
3.1367e-14,0.0029792,5.1401e-05,0.11302
1.8742e-13,0.031137,0.050722,-1
9.8128e-15,0.020604,-1,-1
9.4048e-14,-1,-1,-1
6.6454e-14,0.028194,-1,-1
1.9981e-14,0.0039403,-1,0.15345
1.9428e-15,0.024607,0.15928,0.03109
6.1746e-14,-1,-1,0.044037
2.3485e-11,-1,0.014771,0.0010963
1.5338e-10,0.013773,-1,0.039635
5.9488e-11,0.028188,-1,0.095417
1.1289e-11,0.0034193,1.4801,0.051301
1.1616e-12,0.070913,0.0010056,0.17952
6.1031e-14,0.020939,0.10699,-1
2.7255e-14,0.0062952,0.0031036,0.065136
3.0862e-13,0.00031975,0.047284,0.0221
2.211e-13,0.1577,0.149,0.0056258
3.0914e-14,0.00028387,0.027796,0.046753
1.5867e-14,-1,0.044922,-1
1.2099e-12,0.0028193,0.088742,0.1598
7.405e-14,0.017384,0.0022953,-1
1.1536e-14,0.076037,0.14397,0.10591
1.4239e-09,-1,0.017734,-1
1.6673e-13,-1,-1,0.044473
3.8086e-12,0.012437,0.13621,0.041085
2.7898e-09,0.0014248,0.0019949,0.012025
7.9487e-13,0.011069,0.017693,0.36554
1.4914e-14,0.0054151,0.044256,0.0010108
1.5252e-13,-1,-1,0.011915
5.6409e-09,-1,-1,0.12541
3.1229e-13,0.080341,0.025458,-1
2.4351e-14,0.0073598,0.03436,0.012224
5.6412e-13,0.15721,0.042046,-1
5.2079e-15,-1,0.0024073,0.043431
1.7607e-13,-1,0.1297,-1
1.1726e-13,0.0069924,-1,0.013257
5.6154e-14,0.093851,0.015659,0.00038761
6.793e-13,0.0049096,0.014933,0.060764
1.4604e-11,0.030507,0.058824,-1
2.3583e-08,0.016307,-1,0.028969
1.6205e-14,0.038404,0.018611,0.48295
8.4606e-15,0.00050484,0.00078908,0.39257
2.5503e-13,0.13639,-1,0.61267
8.2636e-15,-1,0.11191,0.43237
2.3831e-13,8.3322e-05,0.1675,-1
6.9098e-14,-1,-1,0.004012
8.7224e-15,0.048071,-1,-1
