std0.0,std0.5,std1.0,std1.5
4.2413e-14,-1,0.046118,-1
1.4932e-13,-1,0.089333,0.15775
6.9502e-12,0.0023958,0.068939,0.034942
4.1766e-12,0.05549,0.040119,0.13267
3.2103e-15,0.016172,0.041594,-1
3.6109e-14,0.066791,0.028338,0.032816
2.9643e-12,0.029269,0.017427,-1
4.5651e-12,0.011821,0.0064216,0.037906
5.053e-14,-1,-1,0.15181
3.6608e-14,0.019257,0.0088703,0.0078136
1.4792e-13,0.02433,0.015002,0.15205
2.1776e-14,-1,0.16144,0.038061
1.2613e-14,-1,0.041973,0.025957
1.341e-12,-1,-1,0.012956
1.6966e-12,0.018475,-1,0.078104
5.5139e-15,0.014583,0.020341,0.027031
0,0.029989,0.016689,0.071364
6.9341e-16,0.023239,0.00077004,0.11087
7.7304e-10,0.011712,0.031037,0.51147
1.4403e-14,0.098477,-1,0.0254
2.5496e-06,0.10176,0.024462,-1
7.5571e-15,0.015488,0.018512,0.071805
1.0352e-12,0.0027584,-1,-1
2.9137e-14,0.15419,0.034276,-1
1.695e-10,0.0074103,0.13051,0.064006
8.554e-15,0.014956,0.077175,0.023502
1.882e-11,0.18583,0.16254,-1
6.3083e-13,0.0051996,0.039254,0.025525
4.6155e-12,0.0063625,0.048704,-1
1.1164e-10,0.14082,0.055113,-1
4.052e-14,0.0096382,-1,0.017458
1.8631e-12,0.0045978,-1,0.058392
2.4339e-14,0.015979,0.067371,0.074874
1.6907e-11,-1,0.017417,0.81023
2.9251e-14,0.022269,-1,0.048393
6.433e-15,0.01355,-1,0.013775
2.4965e-15,0.0030517,-1,0.054881
9.1484e-13,0.0041863,0.039851,0.067806
4.2847e-14,0.0035431,0.0027506,0.2918
2.0375e-12,0.020307,0.066547,0.12746
4.4133e-14,0.00043807,-1,39.061
9.4943e-15,0.23782,0.16324,-1
1.7241e-14,-1,0.0081745,-1
2.273e-14,0.021879,-1,-1
9.7546e-13,0.02323,-1,0.0070743
7.5952e-09,0.0012183,-1,0.00034675
9.3141e-15,0.015937,0.015396,0.089229
5.1524e-13,0.013447,0.12042,-1
2.7348e-13,0.0073737,0.0012797,0.0068416
9.4186e-11,0.056231,0.065278,0.023258
1.4954e-14,0.15074,0.26223,-1
1.2479e-09,0.0063591,-1,0.35304
4.3389e-14,0.0020457,0.0085006,0.1321
2.36e-12,0.3289,-1,0.045193
2.3868e-14,0.021797,0.12439,0.012253
1.3509e-14,0.090687,-1,0.017772
5.7708e-13,0.00097549,0.0028782,-1
8.4695e-12,0.12097,0.010535,0.091882
7.2317e-14,0.00055496,0.042329,0.23297
3.9732e-14,0.013587,0.24634,0.073384
4.5684e-10,0.0028406,0.025825,-1
1.8906e-15,0.0026233,0.0028318,-1
2.4038e-11,-1,0.08658,-1
2.0071e-13,0.00076491,0.030541,0.10761
9.8356e-16,0.15037,0.1643,-1
8.1997e-10,0.052757,0.37715,0.48396
6.8816e-16,-1,-1,0.075944
6.8403e-14,-1,-1,0.0068857
1.2607e-13,0.011545,2.2864,-1
2.4475e-12,0.085903,0.18671,0.041738
2.3394e-14,0.031789,0.30498,0.017838
1.5477e-08,-1,0.036653,0.097392
3.6995e-15,0.094654,-1,0.036149
5.2638e-15,-1,0.016904,0.24509
4.7136e-14,0.021465,0.056679,0.03345
4.2613e-14,0.042772,0.018144,0.16972
1.5015e-13,0.0026584,0.0030332,0.042242
2.8905e-14,0.010684,0.0017789,0.050463
2.5582e-13,0.0082938,-1,0.0055592
8.6776e-12,0.049094,0.0076771,0.041127
7.2739e-15,-1,0.0059938,0.049368
1.6027e-13,0.0058061,0.11215,-1
1.3492e-13,0.042088,0.01861,0.077272
4.426e-14,0.016626,0.022943,0.015168
1.0752e-12,0.071602,0.016762,0.061862
6.7408e-11,0.019548,0.00068351,0.018156
9.5964e-16,0.070887,-1,-1
3.5923e-15,0.029182,0.026127,0.02136
8.5111e-14,0.044681,0.01238,-1
1.9497e-13,0.036826,0.012735,0.005419
7.4809e-15,0.003298,0.025326,0.11609
4.1683e-14,0.25538,0.032922,-1
4.4416e-08,0.016291,-1,-1
1.1315e-14,0.020999,-1,0.16472
1.2379e-09,-1,0.092587,0.023507
2.0751e-14,0.009345,-1,-1
3.5093e-12,0.028731,0.069801,0.039703
5.8782e-13,-1,0.049737,0.02227
4.1139e-13,4.1638,-1,0.17114
4.6539e-15,0.018167,-1,0.010608
1.0313e-14,0.0070426,-1,-1
5.0793e-11,0.0072502,0.0067856,0.0025937
1.1382e-13,-1,0.012807,0.018779
7.9127e-12,-1,0.069426,-1
2.1975e-15,-1,57.355,-1
6.0377e-15,-1,0.99641,0.073829
1.2168e-14,0.0077761,0.012361,-1
1.9057e-12,0.0007797,0.18226,-1
3.4608e-13,0.014244,0.008678,0.01625
7.9004e-15,-1,0.0067216,0.010068
4.5508e-15,0.00016327,0.73962,0.17383
9.9694e-15,-1,0.0099336,-1
2.0535e-14,0.043523,0.0070029,-1
5.3164e-08,0.057782,0.018177,-1
2.0215e-16,-1,0.033612,0.044877
7.6938e-15,0.021672,0.04771,-1
1.9033e-14,-1,0.0015885,0.051408
5.3952e-09,0.015141,0.041981,0.78115
2.0746e-14,0.010379,0.016789,-1
8.1826e-15,-1,0.050881,-1
5.3565e-15,0.095713,0.031936,0.05909
9.0594e-15,-1,0.033194,0.050365
6.0538e-13,0.034938,0.020841,-1
4.6437e-13,-1,-1,6.1165e-05
1.6331e-15,0.015678,-1,0.1467
2.8945e-15,0.0030644,0.054315,0.023611
3.7083e-14,-1,0.0084291,0.083769
3.8135e-12,0.17008,-1,-1
6.6713e-14,0.047849,0.0024607,0.00016587
6.8805e-15,0.021484,0.057601,0.17496
6.6927e-15,0.017698,0.025859,-1
2.6163e-10,0.0020246,0.011241,0.14956
1.4395e-14,0.010842,0.062197,-1
1.9169e-15,0.0049041,0.11698,-1
3.9569e-15,0.0010222,0.017411,0.061495
7.6561e-11,0.057332,0.013739,0.053148
4.4859e-11,0.018516,0.017495,0.33626
1.8244e-11,13.458,0.0035632,0.008053
4.3451e-12,0.20987,0.18955,0.007656
1.1461e-13,0.12668,0.024877,0.0096422
9.1909e-15,0.020784,0.025534,-1
1.2686e-12,0.029649,0.011149,6.2629
1.0904e-13,0.079219,-1,-1
2.4295e-07,0.14317,87.496,-1
2.7495e-14,0.029046,0.059966,-1
1.7714e-15,0.013196,0.021246,0.02842
1.7257e-12,0.0019729,-1,0.023011
3.2832e-13,0.064909,-1,-1
2.9726e-12,0.0025152,0.028936,0.15359
1.7715e-14,0.0032379,-1,0.0076583
1.9382e-13,0.0097697,-1,-1
1.1453e-13,0.034175,0.028515,0.084845
3.1875e-12,0.038235,-1,0.059997
1.59e-13,0.028023,-1,-1
3.2913e-09,0.029362,-1,0.0035349
5.6955e-14,0.048748,0.014636,0.0024255
2.8092e-14,0.062988,0.0057521,0.20551
1.5073e-11,0.00026469,1.3336,0.65295
3.6465e-14,-1,0.15866,-1
3.2083e-12,-1,0.018569,-1
3.8351e-05,0.0097044,0.013081,0.22511
3.0672e-14,0.0047936,-1,0.027739
8.1724e-12,0.01062,-1,0.022509
1.6999e-14,0.0060967,-1,0.0098059
3.742e-15,0.017553,0.034106,-1
9.6346e-11,4.545e-05,91.36,0.062853
8.8583e-12,-1,0.1766,0.065662
2.5408e-14,0.087011,0.025674,0.0055205
1.5226e-13,-1,0.013049,0.051139
5.2929e-15,0.034959,-1,0.11814
1.1345e-13,-1,0.019925,-1
1.8978e-16,0.050312,0.0024492,0.18823
4.8538e-14,0.014332,0.03712,0.038191
1.8493e-10,0.024499,0.013542,0.069538
4.4865e-15,0.008905,0.046543,-1
2.9471e-13,0.0061031,0.17488,0.29745
5.6882e-13,0.056489,0.019482,0.0085357
9.225e-14,-1,-1,-1
2.164e-09,-1,0.011553,-1
7.948e-10,0.0082894,-1,0.11393
7.676e-13,-1,0.0039594,-1
8.4302e-16,-1,0.0010712,0.023967
9.8075e-14,0.025617,0.29014,-1
3.6248e-13,-1,0.11556,0.12949
3.3619e-14,0.03229,0.29677,-1
5.4585e-11,-1,0.042676,-1
1.0785e-13,-1,0.0058026,-1
3.933e-15,0.099592,-1,-1
1.8419e-14,0.080957,0.0021637,0.056639
2.4325e-12,0.0031746,-1,0.030586
3.7139e-13,0.10213,0.051107,-1
2.119e-14,0.05676,0.010227,4.4381
1.151e-12,0.0044513,0.014983,0.20911
2.6618e-12,0.019404,0.052792,0.061526
1.0241e-10,0.033889,0.011289,0.0085124
3.7853e-13,0.058023,0.013525,0.084915
3.7043e-16,-1,-1,0.067787
1.7477e-13,0.032752,0.031736,-1
1.6822e-12,0.01066,0.035951,0.025802
1.1923e-14,-1,0.0090719,0.051017
3.5856e-11,0.020422,0.039963,-1
2.3723e-13,-1,0.1657,-1
1.4754e-14,0.10926,0.15967,0.017296
9.8798e-14,-1,0.0013165,0.0050242
7.0685e-12,0.034458,0.046553,0.25059
2.7087e-13,-1,0.12221,0.050136
7.5419e-16,0.064893,0.0035149,0.0051902
2.6152e-15,0.016101,0.088908,0.016041
2.8742e-12,-1,0.041043,-1
1.4309e-14,0.010857,0.0014072,0.0023904
2.4001e-15,0.013004,0.01837,0.050813
8.1453e-14,-1,0.005579,0.01954
3.5939e-14,0.092126,0.004128,0.0011064
1.819e-12,0.027685,-1,0.0098617
1.6062e-13,0.0044778,0.96512,0.06439
2.3611e-14,1.8987,-1,-1
1.0256e-11,0.054185,-1,0.061075
1.3731e-12,0.026977,-1,0.0012406
1.614e-14,-1,0.023342,-1
1.8849e-12,0.027742,-1,0.0028483
1.5415e-12,-1,-1,0.17517
7.5192e-09,0.0030481,0.38551,0.026546
6.8881e-12,0.013713,-1,-1
7.2353e-11,-1,0.023497,-1
5.468e-14,-1,-1,-1
9.506e-14,-1,0.044847,-1
3.9933e-12,0.012876,0.10145,0.047727
1.1185e-13,0.023163,-1,0.025413
1.5914e-15,0.004971,0.092118,-1
4.8722e-14,0.034536,0.0644,0.04305
2.4685e-14,0.073118,0.016751,-1
3.5295e-11,0.012042,0.01168,0.19126
7.7083e-14,-1,0.0042369,0.078269
2.3897e-09,0.12778,-1,0.16424
6.987e-15,0.10524,0.012307,-1
5.8293e-14,0.21871,0.1571,-1
4.1921e-12,0.11829,0.00023411,-1
3.0705e-10,0.0026891,0.015833,0.11515
1.0167e-12,0.013965,0.011941,-1
2.5072e-13,0.040745,0.0033446,0.034241
3.3489e-14,0.11505,0.0008201,-1
5.9568e-12,-1,0.0023602,0.0072016
2.0731e-14,0.17852,0.0048454,0.05456
3.6742e-15,0.042244,0.0071613,0.32147
1.0626e-08,0.0012938,-1,0.011811
6.6889e-09,-1,0.076822,0.0024532
1.0392e-12,0.16516,0.078381,-1
2.5371e-13,0.0099904,0.11955,0.073773
1.008e-14,0.01486,0.053667,-1
9.6709e-14,0.0086145,-1,0.080733
2.4856e-13,0.12468,0.39674,-1
3.0772e-10,0.13848,-1,0.041724
2.939e-13,0.020463,0.003311,-1
8.0348e-15,0.0041297,0.024547,0.031027
2.2024e-15,0.018071,0.071566,-1
2.1801e-14,0.27738,-1,-1
7.3456e-15,0.14118,0.016168,-1
4.879e-13,0.0020991,0.065432,-1
1.5524e-09,0.0010107,-1,-1
8.7173e-08,0.0010018,0.051848,0.035582
5.0304e-15,0.0048121,0.034615,0.010096
2.875e-14,0.033767,-1,-1
2.0193e-14,0.0050446,0.02461,0.021702
9.4751e-13,0.12269,0.003887,0.17999
3.5635e-12,0.025072,0.017862,0.038969
1.3842e-09,0.018157,-1,0.029915
9.8948e-13,-1,-1,0.0068128
2.8571e-15,0.013589,0.4502,0.026456
1.7213e-13,0.026457,-1,0.55144
8.9016e-14,0.030055,0.012805,0.11834
3.8526e-15,0.0028637,0.089415,-1
1.2386e-14,0.0055959,0.013005,0.070777
7.2811e-15,0.017798,0.027311,-1
2.1499e-14,0.023565,0.0027849,0.037151
1.7411e-12,0.0017784,0.41238,0.055823
5.5539e-14,0.015653,0.028395,0.009831
1.9143e-11,0.014878,0.053449,0.0032302
1.2151e-09,0.0077727,0.070191,0.030049
3.2333e-10,0.0022707,0.0031029,-1
6.3108e-09,0.030086,0.025395,0.29415
4.9517e-09,0.0094611,0.0045348,-1
9.9934e-14,0.10335,0.044542,0.085701
1.1069e-14,0.0023913,-1,0.036626
8.3003e-13,0.0025841,0.044847,0.086225
5.059e-12,0.005908,-1,-1
1.2761e-14,0.027558,0.2915,0.026028
1.2458e-13,0.0068648,-1,-1
1.1364e-15,0.050049,0.0057183,0.798
1.1662e-11,0.023312,0.012492,0.018696
6.6676e-12,0.025221,0.0021669,-1
1.4748e-11,0.010104,0.26683,-1
3.854e-14,0.026948,-1,0.013017
5.2068e-12,0.29434,0.015388,0.3876
3.213e-13,-1,0.066825,-1
4.3725e-14,0.0084205,0.025,0.024176
1.2395e-14,0.044121,0.0018204,-1
1.253e-15,0.010201,0.012763,-1
2.162e-14,0.01232,-1,0.12912
8.4775e-15,0.044425,-1,0.011628
1.4468e-15,0.015427,1016.5,-1
7.4261e-14,0.087322,0.012765,0.047425
1.2051e-13,0.014297,0.022266,0.034834
6.8364e-15,0.089631,0.0022548,-1
8.4152e-15,0.048489,0.0081089,0.75362
8.9857e-13,0.047888,0.00463,0.016483
1.1237e-12,-1,0.030556,-1
2.5374e-10,0.025728,0.029622,0.02566
1.0874e-12,0.014636,-1,-1
7.0202e-15,-1,-1,-1
9.6036e-13,0.0090324,-1,-1
2.0978e-11,0.0055562,0.14722,-1
1.4583e-15,0.0095918,-1,0.023789
1.3894e-13,-1,0.0078431,0.016485
1.2454e-12,0.033087,0.033324,0.029064
8.7535e-15,0.010069,0.0038589,-1
3.5492e-10,0.1277,0.0042199,0.041989
1.1903e-14,0.00057443,0.00079126,-1
7.1494e-13,0.003623,-1,0.032197
1.2474e-10,0.0040174,0.03704,-1
9.3477e-13,0.010679,0.0384,0.016739
1.4936e-14,-1,0.14685,0.0039659
6.4431e-14,0.020616,-1,0.17432
7.7131e-11,-1,-1,0.097479
9.7449e-15,0.014051,0.068794,0.061467
1.1597e-15,0.004745,0.029758,0.065437
2.1421e-14,0.10332,0.032054,0.08892
7.1107e-12,0.0029953,-1,0.039968
6.8932e-15,0.061228,0.040214,0.065673
4.409e-07,0.0099835,0.014129,0.085187
5.2963e-14,0.019122,2633.1,0.02831
2.2537e-15,0.010803,0.39431,-1
2.3849e-12,-1,0.012905,-1
2.4129e-15,0.01025,0.11622,-1
4.1031e-12,0.0014254,-1,-1
2.0841e-09,0.0045953,0.015295,0.11424
9.9473e-15,0.028358,0.026021,0.032424
7.119e-13,0.00033011,0.16465,0.028079
3.9283e-16,0.020625,0.026336,-1
4.0152e-13,-1,0.072514,0.011168
1.1577e-14,0.050897,0.00019434,1.6532
2.9315e-09,0.019463,0.004054,0.056653
5.9494e-14,-1,-1,0.011988
5.7602e-15,0.10145,0.022277,0.074083
3.6004e-15,-1,0.0035319,0.97123
8.7992e-15,0.0070939,0.10117,-1
1.3753e-12,1.1668,-1,-1
5.9033e-14,0.025303,0.032685,0.0071506
1.6419e-14,0.037945,0.019076,0.048999
1.8069e-13,0.23525,0.09904,0.031787
1.7056e-14,0.014982,0.057203,0.044175
2.7499e-14,0.10746,0.092659,-1
2.6099e-14,0.056329,0.016161,0.020038
4.5142e-14,0.26358,-1,0.0069254
8.0768e-16,0.0080622,0.27984,0.055177
5.7512e-12,-1,0.078838,-1
1.0764e-15,0.0036227,0.0069591,0.031468
4.1846e-10,0.0066398,0.045602,0.16585
1.8758e-11,-1,0.0061735,0.043522
4.8591e-15,0.03859,0.05843,-1
1.2155e-15,0.013682,0.055039,-1
1.9349e-15,0.00029478,-1,-1
3.4256e-14,0.054868,-1,-1
1.6419e-13,0.037797,0.0038669,-1
1.7499e-11,0.0079025,0.024961,0.11346
4.9294e-13,0.34456,0.079772,0.053071
1.7741e-14,-1,0.0031224,0.0057243
2.5951e-10,0.0034158,0.19979,0.0061183
3.8081e-13,0.0025493,-1,0.053295
1.4851e-14,0.14355,0.022324,-1
3.1781e-12,0.010283,-1,0.07311
5.8621e-15,0.1294,0.010603,0.38377
1.5751e-13,0.05119,-1,0.033075
2.1698e-12,0.0059236,251.32,-1
1.5374e-14,-1,0.030113,0.47104
2.1624e-13,0.0037224,-1,0.14668
7.6388e-15,0.0346,0.00017415,0.088779
1.1565e-12,0.042506,-1,0.43703
4.8215e-13,0.01446,0.0057149,0.021116
9.1713e-15,0.11374,0.030749,-1
1.4679e-13,0.0081796,0.0048368,0.09097
1.5368e-12,1.296,0.026352,0.06776
8.2202e-13,-1,-1,-1
2.6293e-13,-1,0.49964,-1
6.9403e-12,0.055108,-1,0.014631
2.0352e-13,0.0030252,-1,-1
1.5296e-14,0.0088613,-1,0.010755
9.5265e-14,0.0071261,0.048041,-1
1.493e-09,0.068222,-1,0.071516
9.6983e-12,0.0093813,0.0025788,0.060184
1.002e-11,0.1557,-1,0.011258
1.4107e-11,0.0016955,4.8421,-1
5.1625e-11,-1,-1,-1
3.1931e-09,-1,0.1604,-1
8.5416e-12,-1,0.029911,-1
1.3217e-12,0.1905,-1,0.047735
3.1738e-14,0.026413,0.072522,-1
6.8437e-13,0.028168,0.091147,-1
1.1633e-14,0.047947,-1,-1
6.2003e-15,0.0041374,-1,0.004676
5.634e-14,0.027967,0.03316,-1
1.8488e-14,0.077632,-1,-1
1.6738e-11,-1,0.07956,0.27306
2.3105e-15,-1,0.11291,-1
1.5423e-07,0.014312,-1,-1
6.277e-16,-1,0.024951,0.015785
1.8146e-15,0.0013986,0.021374,0.062883
1.8326e-13,0.021252,0.027875,0.1479
2.1176e-09,0.069006,0.04922,0.080495
1.9456e-13,6.5413e-05,-1,0.020014
4.3212e-14,-1,0.3954,-1
5.3008e-15,0.115,-1,0.22753
5.4362e-15,-1,0.033091,0.03761
3.1481e-15,0.021786,0.0036946,0.2005
6.4694e-13,0.0067295,0.015957,0.020994
1.1061e-15,-1,0.013042,0.0029118
3.0814e-13,0.014699,0.0091944,-1
2.5182e-11,0.054349,0.016021,-1
4.779e-15,0.021838,0.037289,-1
1.8701e-14,0.13514,0.0050261,0.44566
3.5734e-11,0.01174,0.015175,0.018999
7.4342e-14,0.075075,0.005604,0.028092
3.1559e-12,0.0045741,0.0028282,-1
3.4825e-14,0.0021905,-1,-1
3.518e-14,-1,0.05651,0.012241
1.0853e-14,0.16147,0.069642,-1
9.1531e-13,0.043707,0.19627,-1
1.1133e-12,0.056016,0.0058438,-1
1.484e-11,0.080157,-1,-1
2.3282e-13,0.0029584,-1,0.02263
5.3767e-15,1.1069,0.47255,0.048067
3.3106e-12,0.017063,0.0033262,0.0055459
1.6205e-14,0.013717,-1,-1
3.2073e-11,-1,0.024899,-1
1.3015e-14,0.032674,0.020248,0.070652
1.9195e-14,0.006404,-1,-1
6.5126e-15,0.022048,0.015746,-1
6.3188e-09,-1,0.17935,0.036764
2.0449e-14,-1,0.0092868,0.037645
9.1001e-09,0.015517,-1,0.021812
5.3604e-15,0.010861,0.1594,0.012502
5.7688e-09,0.0033304,0.0050432,0.0010893
6.1693e-15,0.0008742,0.013447,0.062424
9.8614e-14,0.020859,0.011971,-1
6.1472e-15,0.01622,0.00088842,0.0085458
1.7071e-14,-1,-1,0.039032
3.525e-14,-1,0.043613,0.0946
6.2452e-11,-1,0.099167,-1
2.1862e-10,0.005749,-1,-1
2.097e-13,0.011207,-1,-1
2.4469e-11,0.0059958,0.020304,-1
2.1018e-15,0.018607,0.066817,-1
1.3329e-14,0.037789,0.15149,25.077
4.5169e-14,0.0057186,0.0033592,0.047884
7.5902e-14,0.042964,-1,-1
3.2028e-15,0.027252,0.0085911,0.019697
5.4573e-15,0.0039578,0.0095218,0.016658
2.6203e-09,0.0042819,0.04901,0.01075
3.162e-11,0.007336,-1,0.018779
8.5261e-15,0.22744,-1,0.25393
8.3854e-16,0.0094681,0.033236,-1
2.8042e-13,-1,0.035582,-1
1.9607e-14,0.11612,0.01284,0.25904
7.2667e-13,0.0033531,0.0069654,-1
3.1768e-11,-1,-1,0.17765
9.2852e-14,0.002879,0.066647,0.019905
3.0907e-14,-1,0.024244,-1
2.2864e-14,0.076052,0.35496,0.017412
5.0391e-15,0.1927,0.045883,0.087547
4.1947e-14,0.15712,0.0212,-1
4.7459e-12,0.009145,-1,0.042298
1.4484e-14,0.031817,0.040909,-1
2.5578e-15,0.0051119,0.037699,-1
1.6211e-14,-1,-1,0.1405
2.3722e-15,0.0015331,-1,0.054887
1.4043e-13,0.0033162,-1,0.030077
4.6683e-14,0.034206,0.017661,-1
7.8906e-14,0.027001,0.027478,-1
8.0056e-15,0.050441,0.0053976,0.075335
1.3796e-14,-1,0.20769,-1
1.9921e-14,0.0053886,0.0042303,-1
2.4045e-13,0.0010864,0.055264,0.56904
3.1161e-13,0.033657,0.001649,0.6124
3.5441e-14,0.029776,-1,2.35
6.9512e-11,-1,0.064402,-1
1.4506e-13,0.0023104,0.013491,-1
2.58e-12,0.0059861,0.025886,0.18811
5.6224e-14,0.01049,-1,-1
1.9283e-13,0.22894,-1,0.022127
6.8861e-14,0.022414,-1,0.12556
1.497e-12,-1,0.10294,-1
1.6079e-07,0.019605,0.018277,-1
7.3096e-12,0.12211,0.41275,-1
1.0025e-14,0.011504,0.015463,0.063852
5.293e-14,-1,0.0041907,0.053048
1.3117e-10,0.0043227,0.088498,-1
2.6137e-15,0.0083871,0.10685,-1
3.3078e-08,0.051161,0.15019,-1
3.5545e-14,-1,1.0365,-1
1.6368e-12,0.0069789,-1,0.1275
2.1406e-15,0.0085964,0.004742,0.011632
8.2198e-15,0.049921,-1,0.024057
1.1159e-13,8.7912e-05,0.0074291,0.0009316
1.0719e-15,0.0076809,0.00076312,0.054559
1.2688e-10,-1,-1,0.087265
1.8705e-14,-1,0.028588,-1
3.8949e-13,-1,-1,0.019129
2.0345e-14,0.03522,0.07512,0.71728
9.4453e-10,-1,-1,-1
9.0217e-16,-1,0.001227,0.17588
1.7157e-10,0.18381,0.080194,0.10695
5.7664e-12,0.01094,-1,0.23844
9.9741e-14,0.0029125,-1,0.060755
2.5068e-10,0.0034924,0.0067454,0.048724
1.7339e-14,0.044146,0.014542,0.064425
4.9904e-12,0.045657,0.16167,96.315
6.9885e-15,0.024321,0.0099513,-1
9.7442e-15,0.051793,0.031486,0.097303
8.8801e-11,0.014077,0.037048,0.15147
2.7116e-14,-1,0.020615,-1
3.5962e-12,-1,0.019053,0.60531
8.186e-13,0.0021802,0.0010422,0.45286
1.9117e-13,0.0045161,0.091018,0.093526
-1,0.028116,0.00016298,-1
6.9613e-14,0.012278,71.005,0.00094659
1.1952e-10,0.010799,0.034786,0.038372
4.524e-13,0.013791,0.12072,-1
1.5965e-14,0.10285,0.014229,0.025681
1.49e-14,0.073131,0.0042173,0.0108
3.4441e-13,0.0016669,0.044688,0.0088789
3.1543e-11,24.499,-1,-1
6.6963e-14,0.016533,-1,0.30909
4.4644e-13,0.04312,0.00505,-1
1.6101e-10,0.031516,0.015879,-1
9.2191e-15,0.064845,0.026393,0.032694
1.5409e-14,0.06348,0.070846,-1
1.7003e-13,-1,0.20248,0.068195
2.9179e-13,0.0013826,0.0091099,-1
9.8763e-15,-1,0.094649,0.10387
3.8974e-14,0.017194,0.0016415,0.21796
8.218e-15,0.24044,0.13526,0.12392
2.1745e-13,0.018672,-1,-1
1.9269e-15,0.0022238,0.02099,-1
3.2819e-12,0.069613,0.01046,5.2213
2.6304e-14,0.0025047,0.15926,0.015898
5.9717e-13,0.0053141,12153,0.22209
2.9006e-14,0.045575,0.040659,0.093542
1.8047e-12,0.091917,0.090017,0.0020886
8.1042e-15,0.06206,-1,-1
1.5756e-14,0.02217,-1,0.0067881
3.3295e-09,0.04023,0.052843,1.8471
7.0685e-15,0.025661,0.13145,16.5
5.3028e-13,0.066602,0.12514,0.71026
5.2861e-14,0.037798,0.014249,-1
4.9599e-12,-1,0.044378,-1
7.1599e-14,0.0062639,0.0051376,-1
4.3362e-15,0.019976,-1,0.043377
2.9693e-10,0.014485,0.0057973,-1
1.6155e-10,-1,0.064006,-1
3.6536e-13,-1,0.060755,-1
1.5729e-13,0.0017328,-1,0.0045315
6.9232e-13,0.012199,0.14054,-1
1.8945e-14,-1,0.13187,0.098492
2.8322e-14,0.046605,-1,0.034419
8.7392e-13,0.0045649,-1,0.26471
4.8643e-14,0.00083237,0.031093,-1
4.5951e-12,-1,-1,-1
3.0332e-15,0.057658,-1,-1
3.4546e-13,0.00091741,0.019199,0.06497
2.2306e-13,0.00089431,0.012622,0.041887
1.9386e-14,0.044385,0.063014,-1
1.0703e-14,0.011156,0.084567,0.033885
1.6592e-10,-1,0.75195,0.029212
2.1432e-10,0.040895,-1,0.011833
3.6167e-13,0.0041224,0.037615,0.13202
6.0071e-15,-1,0.0091038,-1
2.738e-13,0.016973,0.0014641,0.060547
1.1793e-09,0.076947,0.018397,0.038616
4.3186e-15,-1,0.018147,-1
9.9381e-11,0.087802,0.021738,0.3703
1.7565e-05,-1,0.036885,-1
8.5262e-13,0.11466,0.05406,-1
9.8336e-14,0.0077256,0.025592,-1
4.3151e-13,0.018066,-1,-1
5.2338e-15,0.019117,-1,-1
1.1202e-13,0.032907,-1,-1
3.0312e-11,0.0055237,0.016412,-1
1.8145e-12,0.058859,0.027416,-1
1.7318e-12,0.017748,-1,0.029366
4.3149e-12,0.026528,0.011003,-1
2.3307e-13,0.019812,0.0073856,-1
8.854e-15,0.030175,0.00074533,0.024342
9.2412e-14,0.0013537,0.009915,-1
3.2452e-14,0.0029563,0.0022641,0.072444
7.5017e-15,0.0019517,-1,0.0015944
2.673e-13,0.007666,0.020541,0.0024299
1.3057e-14,0.011243,0.010135,0.10982
2.965e-13,0.012328,0.066287,-1
7.8015e-15,-1,-1,-1
9.8669e-16,0.0056771,0.039039,0.042815
7.996e-14,0.027761,-1,0.054023
1.2688e-12,-1,0.0091228,0.046795
2.7469e-14,-1,0.0055688,0.018014
1.3326e-14,-1,0.32703,0.081789
2.6911e-14,0.011318,-1,-1
4.729e-10,-1,0.080408,-1
1.3224e-14,0.038619,0.024919,-1
9.6352e-15,-1,0.0076106,-1
3.1747e-14,0.048594,0.0053304,0.026141
1.9976e-09,4.4843,-1,0.025119
2.909e-14,185.97,-1,0.086565
3.708e-14,-1,0.0098705,-1
3.737e-15,-1,-1,-1
2.1415e-12,0.0080194,0.17697,-1
2.2653e-12,0.00027999,0.014288,0.10852
6.518e-09,0.0023453,0.030649,0.049233
3.2535e-12,0.032473,-1,0.05352
7.16e-12,-1,0.031547,0.036938
2.2889e-15,0.004104,0.040652,-1
1.4128e-14,-1,0.020374,0.0028779
2.2336e-14,0.0049396,-1,0.076461
2.4497e-14,0.012771,-1,-1
4.6868e-14,0.0062416,0.011239,0.010737
8.1258e-15,-1,0.015711,0.30545
4.6675e-10,0.00761,0.11767,0.057411
7.1976e-14,0.0029167,0.014405,-1
1.0407e-13,0.016814,0.078453,0.54641
3.6732e-15,0.0031794,0.06269,0.11369
4.0252e-14,0.00012976,0.02447,0.0068079
1.2605e-14,0.031465,-1,0.0020327
5.2528e-12,-1,0.019744,-1
2.8811e-14,0.0096911,0.40021,-1
4.492e-14,0.05064,0.14506,0.017306
1.7553e-14,0.0068754,0.018964,0.050251
3.9458e-15,0.019908,0.035391,0.014156
4.2603e-06,0.0083176,0.0083317,0.0058926
3.75e-14,0.017304,0.040123,-1
1.3888e-10,-1,-1,0.074762
2.2726e-14,0.0033602,0.030933,-1
3.3484e-14,0.017976,-1,0.0035337
6.9091e-14,0.031929,-1,-1
6.8384e-13,0.034724,0.77966,0.0213
2.9233e-14,0.13421,0.026517,-1
5.1663e-11,0.00034525,-1,0.10581
2.7106e-15,0.034897,0.03682,0.14639
