dF,dR,dC,dt,N
0.0038959,0.00082653,0.050248,0.001171,1
3.1213e-06,4.779e-06,0.0013378,0.000681,1
0.011677,0.001574,0.095241,0.000938,1
8.174e-05,5.5416e-06,0.0021061,0.000671,1
7.2611e-06,5.5702e-07,5.6664e-05,0.001188,1
0.00023382,0.00065175,0.031931,0.001369,1
1.2568e-05,3.4615e-05,0.0052757,0.001252,1
0.0029136,0.0035575,0.098024,0.001372,2
0.00044362,0.00010033,0.0061027,0.001012,1
0.00048345,0.000189,0.0063133,0.00122,1
3.0202e-06,5.4026e-07,3.9903e-05,0.000902,1
2.4322e-05,2.0658e-06,0.00029164,0.000663,2
2.4118e-05,1.9709e-06,0.00026956,0.000951,1
2.9773e-05,0.00030349,0.0058419,0.001143,1
1.9396e-05,1.2489e-06,0.00022211,0.000922,1
3.0076e-06,7.0331e-06,0.00016841,0.001364,1
5.0405e-07,1.5003e-07,7.9976e-06,0.000657,1
5.965e-05,3.0392e-06,0.00077872,0.0007,2
0.0013458,0.0046694,0.25524,0.000694,1
6.1848e-05,2.4428e-05,0.00084763,0.001191,1
1.6543e-06,2.2828e-06,0.00011273,0.000709,2
0.00011749,3.9832e-05,0.0015051,0.00092,1
8.2551e-05,2.5788e-05,0.00089333,0.000883,1
0.00068633,0.00087981,0.029132,0.001419,2
2.296e-05,2.5218e-06,0.00024648,0.000675,1
1.003e-05,1.3611e-06,0.00014239,0.000704,1
2.2202e-05,4.7462e-06,0.00060618,0.001158,1
3.4442e-06,1.1899e-06,6.121e-05,0.000737,1
0.0011849,0.00033268,0.033387,0.00092,1
7.4762e-08,2.9061e-07,1.7047e-05,0.000704,1
6.1459e-06,1.3321e-06,7.9726e-05,0.001242,1
2.4211e-05,1.2278e-06,0.00032424,0.000921,1
0.0017322,0.0011278,0.054589,0.000667,1
0.00055027,4.4248e-05,0.005958,0.001002,2
0.0012446,0.00056445,0.015653,0.000672,1
8.2246e-05,0.00018126,0.0051469,0.000941,1
1.0249e-05,6.944e-05,0.0034445,0.000901,1
4.3757e-06,5.5457e-07,0.00011564,0.000904,1
1.4999e-05,2.3036e-05,0.00086296,0.000923,2
4.8213e-06,2.9098e-06,5.4366e-05,0.000669,1
0.0010877,0.00022429,0.0071206,0.000661,1
0.0015344,0.00017752,0.015333,0.001148,1
6.4272e-05,6.367e-05,0.00098679,0.001118,1
0.00014774,0.00021719,0.0066657,0.001171,1
1.7995e-05,5.4599e-06,0.00020486,0.00088,2
4.1838e-06,3.7918e-06,4.6925e-05,0.000923,1
9.6713e-06,2.5568e-06,0.00015152,0.000657,2
2.0941e-05,2.6699e-05,0.0012327,0.000901,1
2.2317e-05,2.8789e-06,0.00033747,0.000669,1
0.2431,0.66654,25.456,0.001211,1
2.2743e-05,1.1483e-06,0.00046903,0.000675,1
0.00082051,0.0015568,0.060189,0.000886,1
9.9818e-06,8.7391e-06,0.00050432,0.001123,1
1.1958e-05,1.3424e-05,0.00044009,0.000977,1
7.6446e-06,1.0202e-05,0.00031565,0.000683,1
8.8044e-06,4.7814e-06,0.00023176,0.001125,1
0.0010311,4.6351e-05,0.0086485,0.000928,2
3.5217e-06,7.1416e-07,3.2015e-05,0.000707,1
0.00085131,0.00020373,0.010172,0.001278,1
7.6628e-06,7.8715e-07,7.1013e-05,0.000952,1
5.7413e-05,5.1899e-06,0.0012309,0.000688,1
0.0028347,0.0025588,0.063002,0.000998,1
0.0032617,0.0022771,0.072821,0.001162,1
7.0366e-05,7.4571e-06,0.0010383,0.000666,1
7.5939e-05,0.00015955,0.0053929,0.000641,1
1.3567e-05,2.7668e-06,0.00016455,0.001128,1
8.4698e-05,8.5009e-06,0.00068965,0.000678,2
0.00012076,1.2695e-05,0.0044546,0.000681,1
1.8907e-06,2.4469e-06,6.1659e-05,0.000918,2
6.3596e-07,1.0226e-06,4.3931e-05,0.000655,1
4.0525e-06,1.7075e-06,5.1592e-05,0.001253,1
1.5878e-05,1.8023e-05,0.00048051,0.000881,1
5.5838e-06,1.0837e-06,5.6681e-05,0.00092,1
0.0002488,4.7095e-05,0.0060345,0.001166,1
1.2037e-06,1.0678e-06,4.1385e-05,0.000945,3
4.6884e-05,4.4867e-06,0.0007932,0.0007,1
2.2532e-05,4.6015e-06,0.00019021,0.000979,1
1.8851e-05,6.3273e-06,0.00015944,0.000882,1
3.2862e-06,5.7854e-05,0.0021564,0.000697,1
1.6211e-05,2.0732e-06,0.00019445,0.000727,1
0.018215,0.0068081,0.16361,0.001197,2
0.00061187,0.00019135,0.009294,0.000664,1
6.7746e-06,2.6073e-06,0.00023392,0.001391,2
2.284e-05,1.3976e-05,0.00048569,0.000906,1
0.00014106,3.0759e-05,0.0011927,0.00101,1
4.5434e-05,7.351e-06,0.00060061,0.000937,1
0.0031636,0.00050259,0.032466,0.001134,1
0.00070202,0.00054981,0.012616,0.001152,1
7.3358e-06,1.8681e-06,0.00019854,0.000671,1
0.0009895,0.00011701,0.011124,0.000652,1
1.091e-05,6.0115e-07,0.00018112,0.000672,2
3.2544e-05,3.5904e-05,0.0017268,0.00111,1
0.0046024,0.0019656,0.08278,0.001136,1
0.0018357,0.00036818,0.016455,0.001149,1
0.0033363,0.0029387,0.093901,0.001378,2
1.7954e-07,5.8159e-06,0.00015126,0.001163,2
1.0471e-05,5.2366e-05,0.0015049,0.001176,1
0.0011186,0.00091532,0.035235,0.001213,1
0.00039195,0.00017602,0.0093575,0.000875,1
8.1849e-06,2.9785e-06,6.065e-05,0.000922,1
0.00057791,0.00070201,0.020556,0.000889,1
0.00012039,5.9318e-05,0.0020691,0.00112,1
6.1429e-06,4.1713e-06,0.00010395,0.000908,1
3.7232e-05,0.00010249,0.0023051,0.000873,1
4.4428e-05,4.8349e-05,0.0021455,0.001126,1
2.0665e-05,1.0362e-06,0.00020193,0.000885,1
0.0006168,0.0045092,0.16118,0.000926,1
0.062764,0.66668,19.705,0.001204,4
7.2123e-05,0.00013866,0.0079856,0.001131,1
5.7688e-06,6.0846e-07,7.227e-05,0.000897,1
6.9051e-06,1.0923e-06,0.00010804,0.000706,1
0.00016022,0.00010191,0.002882,0.00062,1
3.1012e-05,1.0478e-05,0.00070179,0.001153,1
5.3543e-07,1.2403e-06,3.2004e-05,0.000648,1
4.5489e-06,2.3262e-07,6.3585e-05,0.000704,1
0.00053499,0.00035374,0.023168,0.000883,1
0.00016599,0.00010205,0.0029461,0.001474,1
1.0302e-06,1.1434e-06,2.5467e-05,0.000988,1
0.00016551,4.5855e-05,0.0020162,0.001374,3
9.7856e-07,2.0058e-06,7.533e-05,0.00067,1
6.0353e-06,1.5511e-06,5.9385e-05,0.000676,1
2.8625e-06,8.7408e-06,0.00031498,0.000743,1
0.00028707,6.4574e-05,0.009732,0.000892,1
0.0021602,0.0012694,0.049259,0.000912,1
2.2216e-05,5.0568e-06,0.00046503,0.001186,1
4.9508e-06,1.2279e-06,3.2114e-05,0.000941,1
8.2589e-05,3.6884e-05,0.0011659,0.001027,1
2.7995e-05,9.4981e-05,0.0029276,0.000922,1
0.0029444,0.0074209,0.1865,0.001159,1
2.0917e-05,1.6629e-06,0.00039156,0.000942,1
1.3265e-05,5.158e-06,0.00025854,0.000662,1
7.9488e-07,1.4624e-06,3.2942e-05,0.000902,1
1.6996e-06,1.089e-06,1.8974e-05,0.000719,1
6.6712e-06,2.8277e-06,0.00011307,0.001153,1
0.0022242,0.0017896,0.038386,0.000898,1
0.00021194,1.1801e-05,0.0039671,0.00069,2
1.5113e-05,2.3891e-05,0.00034261,0.000713,1
1.4586e-05,1.3056e-05,0.00053113,0.000918,1
6.9922e-07,5.1924e-07,6.9937e-06,0.000645,1
0.0025939,0.00064977,0.028389,0.001175,1
1.1877e-05,3.1788e-06,0.00011571,0.000691,1
2.0979e-06,2.0602e-07,2.3629e-05,0.001164,1
0.081022,0.02866,1.3532,0.001119,1
1.576e-06,1.2457e-06,0.00023364,0.000938,1
5.659e-06,5.6184e-06,0.0001078,0.000691,1
0.0016755,0.00011106,0.026651,0.000968,2
1.4318e-06,9.9803e-07,4.4426e-05,0.000665,1
1.1971e-05,2.9395e-06,0.00011006,0.0007,1
8.1482e-06,1.1931e-06,0.00013697,0.0009,2
0.00010235,8.9012e-05,0.0018601,0.001159,1
0.011448,0.001823,0.12683,0.000992,1
8.4933e-06,4.8551e-06,5.6826e-05,0.000642,1
0.00017086,1.4154e-05,0.0020728,0.000914,1
2.4751e-05,2.644e-05,0.00077414,0.00065,1
1.6542e-06,1.3537e-06,4.5843e-05,0.000913,1
5.0793e-05,4.9868e-06,0.00064379,0.000954,1
5.2459e-05,5.873e-06,0.00072109,0.001007,1
0.0013554,0.0001143,0.012154,0.000956,1
9.8947e-06,7.2859e-06,5.8554e-05,0.000991,1
5.4232e-05,5.1105e-06,0.00076433,0.000659,2
0.0003941,3.0489e-05,0.0028157,0.000671,2
5.0847e-08,4.0813e-07,9.4519e-06,0.000976,1
0.00011978,3.9041e-05,0.0049099,0.001226,1
3.9214e-07,4.0295e-07,1.5925e-05,0.000663,1
5.8801e-06,1.3763e-06,7.2545e-05,0.000673,1
1.0156e-05,1.5103e-06,0.00020857,0.000651,1
0.00034586,8.3704e-05,0.005199,0.000882,1
1.1215e-06,1.4133e-05,0.00023532,0.001209,2
1.2332e-06,8.6853e-07,3.9831e-05,0.000898,1
1.1866e-06,3.4528e-07,1.2358e-05,0.000677,1
3.9134e-06,1.8547e-06,5.2896e-05,0.00103,1
1.1141e-05,1.1364e-06,0.00017251,0.000714,1
3.6635e-06,1.0812e-06,4.0049e-05,0.00074,1
9.3313e-05,7.5366e-06,0.00087305,0.001147,2
8.4746e-07,1.1192e-06,3.3891e-05,0.000669,1
0.00011005,1.255e-05,0.00073386,0.00093,1
1.3332e-05,2.8307e-06,9.0808e-05,0.000937,2
0.017758,0.012963,0.18972,0.000966,1
1.6787e-05,1.8015e-05,0.00044893,0.001125,1
1.23e-05,1.1278e-06,0.00015459,0.000764,2
0.00053561,0.00011987,0.011799,0.000994,1
0.00066603,0.00023103,0.011677,0.001142,1
3.9961e-07,4.6609e-07,1.58e-05,0.000959,1
1.3377e-06,8.0302e-07,1.8329e-05,0.000896,1
1.5937e-05,8.0305e-06,0.00025566,0.001193,1
2.8611e-06,8.4289e-07,5.4201e-05,0.000998,2
5.31e-06,5.5673e-07,4.3555e-05,0.001221,2
6.6092e-05,4.1463e-05,0.0011847,0.00066,1
2.9364e-05,2.3688e-06,0.0002032,0.000727,2
7.8402e-06,3.409e-06,0.00013797,0.000684,1
2.9996e-06,2.9808e-07,2.6085e-05,0.000928,1
0.0029285,0.00049372,0.02809,0.001216,2
1.6209e-05,2.9062e-06,0.00034219,0.000677,1
9.8118,0.67295,123.39,0.000926,1
7.3476e-06,4.2346e-06,0.00014842,0.000672,1
9.8814e-05,0.0001133,0.0032762,0.000687,1
0.15956,0.024481,2.0978,0.001127,1
0.0016667,0.00053491,0.037909,0.000909,1
8.2292e-05,0.00017581,0.0055765,0.000985,1
4.1127e-06,4.1417e-07,5.0289e-05,0.000643,2
7.383e-06,1.2501e-06,0.00011521,0.000674,1
7.7404e-06,1.2247e-06,6.3823e-05,0.000679,1
9.2758e-05,6.6774e-05,0.0017989,0.00099,2
4.9036e-06,9.974e-07,6.3382e-05,0.000669,2
0.023364,0.010727,0.34776,0.001009,1
8.5449e-06,6.368e-06,0.00023734,0.000978,1
3.5567e-06,7.5278e-05,0.0027263,0.000876,1
6.014e-07,1.0939e-06,1.7429e-05,0.000672,1
0.00034031,1.5009e-05,0.0038701,0.000661,1
1.2546e-05,1.5632e-05,0.00077849,0.000644,2
7.1508e-05,7.2984e-05,0.0025571,0.000671,1
1.5304e-05,5.5851e-06,0.00026922,0.00095,1
2.5588e-05,4.1726e-05,0.0015236,0.000685,1
0.00030054,0.00068802,0.040406,0.001241,1
7.9901e-06,2.2617e-06,0.00012789,0.000674,1
1.9008e-05,2.3146e-06,0.00014905,0.000654,2
3.612e-05,6.8156e-06,0.00034806,0.000687,1
3.6357e-06,1.2244e-06,6.6703e-05,0.000921,1
3.1741e-05,2.5485e-06,0.00034182,0.000866,1
1.6156e-05,5.054e-06,0.00075397,0.000922,1
0.00012104,1.9008e-05,0.0018393,0.00115,2
5.8931e-05,1.4428e-05,0.001525,0.001482,1
9.3206e-05,1.4507e-05,0.0013063,0.000698,1
4.1382e-05,1.0855e-05,0.0004585,0.001379,2
7.0474e-06,8.4759e-05,0.0022948,0.000899,1
0.0075664,0.0018515,0.15228,0.001121,1
1.157e-05,6.4335e-06,0.00066346,0.000701,1
5.5785e-07,4.3922e-07,1.3464e-05,0.001054,1
0.00028469,0.00065166,0.011919,0.00095,1
6.0441e-06,1.5286e-06,8.5831e-05,0.000642,1
0.00011283,3.5283e-05,0.0036502,0.000686,1
7.4107e-05,2.579e-05,0.0007957,0.001155,1
8.7439e-06,2.3458e-06,0.00017388,0.000961,1
1.1128e-05,6.4876e-06,0.00025343,0.00126,1
0.0011831,0.0009185,0.029071,0.000653,1
1.5076e-05,0.00010776,0.0043035,0.000948,1
7.4032e-05,2.5808e-05,0.0012601,0.000692,1
4.3928e-06,7.5369e-07,4.1885e-05,0.000699,1
0.00023904,6.2445e-05,0.0033514,0.001137,3
5.12e-06,2.3355e-06,8.872e-05,0.001133,1
8.8332e-06,1.6631e-05,0.00011561,0.001133,2
0.01772,0.0048799,0.13288,0.001192,1
8.3367e-05,2.6042e-05,0.0010901,0.000907,2
3.0887e-06,7.7313e-05,0.0018636,0.000908,1
0.00044916,0.00056764,0.02283,0.001432,1
3.443e-06,4.2623e-07,3.438e-05,0.000639,1
0.00018119,0.00029506,0.0036019,0.001148,1
8.7861e-06,8.2915e-08,9.2635e-05,0.001538,2
6.2803e-05,4.9871e-05,0.0031092,0.000671,1
1.7521e-05,8.5163e-06,0.0005311,0.000964,1
4.7768e-07,1.9471e-07,1.4512e-05,0.00097,1
1.7773e-06,6.6715e-06,1.3533e-05,0.000895,1
1.5487e-06,1.9991e-06,7.4935e-05,0.000701,1
1.1636e-05,3.7181e-05,0.0011778,0.000701,1
7.4147e-05,9.8393e-06,0.0010632,0.000702,1
3.3089e-05,8.9101e-05,0.0025319,0.000946,1
4.0123e-06,9.6098e-07,7.1611e-05,0.000692,1
1.249e-05,7.4533e-06,0.00031337,0.000711,1
1.0298e-07,6.5293e-07,1.2869e-05,0.000692,1
0.00011009,6.0458e-06,0.0011646,0.000902,2
6.8027e-06,9.3679e-07,0.00016748,0.000963,1
0.0032745,0.00052951,0.028179,0.001193,1
0.0016367,0.00011303,0.016299,0.000641,2
2.3876e-07,4.8347e-07,2.1834e-05,0.000912,1
3.5132e-05,1.1038e-05,0.0018682,0.000936,1
2.3031e-05,6.1248e-06,0.00028237,0.000665,1
5.5569e-05,7.2714e-05,0.0013224,0.001205,1
4.3772e-06,4.396e-06,0.00022362,0.001251,2
1.2542e-06,1.9056e-06,0.00021391,0.000708,1
2.0924e-05,2.0086e-05,0.00075787,0.000651,1
1.9354e-05,1.1184e-06,0.00048067,0.001152,1
1.6674e-05,8.4774e-06,7.0583e-05,0.000647,1
0.0012256,0.00013303,0.012498,0.001136,1
3.5866e-05,2.1748e-06,0.00030629,0.000945,1
0.0001632,0.00022369,0.037304,0.000898,1
0.0034021,0.0049585,0.11105,0.000791,2
3.889e-06,2.5077e-06,7.6663e-05,0.001144,1
7.5783e-05,2.7725e-06,0.00091931,0.00074,1
0.00033158,3.7676e-05,0.0034134,0.000701,1
4.6226e-06,5.5349e-07,3.9296e-05,0.000886,1
0.0016899,0.00020552,0.033166,0.000709,2
0.026244,0.016439,1.0743,0.00094,1
0.00016883,1.2429e-05,0.0015857,0.00113,2
1.2559e-06,1.789e-06,0.00010224,0.000876,1
1.1531e-06,1.7753e-07,7.802e-06,0.000648,1
0.00013959,3.5368e-05,0.0012904,0.000723,1
3.8478e-06,1.1673e-06,6.5596e-05,0.000901,2
3.3956e-07,1.2069e-06,4.4622e-05,0.000704,1
6.9743e-06,9.672e-07,7.0607e-05,0.000688,1
1.299e-05,1.854e-06,0.00011581,0.000703,1
3.5223e-05,3.8191e-06,0.00019858,0.00072,1
0.00049816,9.2974e-05,0.0079772,0.000729,2
0.0010649,0.00026857,0.011828,0.000943,2
5.4896e-06,2.9785e-06,5.989e-05,0.001168,1
0.0028701,0.0030768,0.07722,0.001125,1
0.00013613,4.1495e-05,0.0014199,0.001131,2
0.05188,0.0074966,0.48791,0.000726,2
3.212e-05,1.9674e-05,0.00026576,0.000923,1
0.0001706,0.00034982,0.0090793,0.000911,1
5.0336e-05,2.2995e-05,0.00095754,0.001203,2
5.0743e-05,1.619e-05,0.00080996,0.00118,1
2.7659e-05,2.8893e-06,0.00049298,0.000945,1
0.00020886,7.2462e-06,0.0024067,0.000739,1
0.00021414,1.2862e-05,0.0033725,0.000667,1
0.0017457,0.00052897,0.016832,0.00113,1
0.00030926,9.624e-05,0.0032561,0.001175,2
8.5095e-05,7.1384e-06,0.0012931,0.001121,2
0.00010894,0.00014163,0.0011243,0.000948,2
6.6969e-06,7.8658e-05,0.0016599,0.001125,1
3.6756e-05,2.4068e-05,0.00018199,0.000897,2
6.0303e-06,8.5278e-07,4.3597e-05,0.000676,1
3.2096e-05,1.3358e-05,0.00048364,0.001132,2
4.7532e-05,1.0002e-05,0.00065274,0.001175,1
1.6692e-05,5.2616e-06,0.00055689,0.000662,1
1.0907e-06,1.0921e-07,8.2149e-06,0.000669,1
0.00032932,1.8844e-05,0.0034173,0.000653,1
0.023275,0.015613,0.72324,0.001174,1
0.00024864,2.1363e-05,0.0030577,0.000711,2
0.00013551,1.2635e-05,0.0018878,0.00068,1
3.2622e-06,6.1268e-06,0.0001523,0.000921,1
4.0664e-06,6.6309e-07,7.1889e-05,0.000722,1
6.5365e-05,2.4334e-05,0.00071207,0.00092,1
3.2371e-06,9.4289e-07,3.9758e-05,0.000943,1
1.6639e-05,1.1344e-06,0.00012065,0.001,2
1.5076e-06,2.621e-06,0.00012737,0.000648,1
0.00055495,0.0033717,0.09134,0.000915,1
2.9323e-06,1.5564e-06,8.2543e-05,0.000686,1
0.017049,0.0020486,0.93691,0.00071,1
0.00023481,0.000149,0.0040765,0.000708,1
4.7242e-05,1.9971e-05,0.00079679,0.001356,1
0.00033233,0.00070256,0.026054,0.001206,1
0.026431,0.010199,0.42923,0.000625,1
2.0288e-05,4.4336e-06,0.00022191,0.000943,1
1.9693e-05,2.0604e-05,0.0004933,0.000668,1
2.7515e-05,2.9872e-06,0.00060375,0.001192,1
2.884e-06,6.7381e-07,3.9223e-05,0.000915,1
0.00018325,9.5669e-05,0.0026408,0.000903,1
5.7809e-05,3.608e-06,0.00099964,0.000687,2
3.1923e-05,2.36e-05,0.0012005,0.000961,1
1.8894e-05,5.0591e-06,0.00016556,0.000899,1
3.324e-05,3.635e-06,0.00018409,0.000644,1
2.8481e-07,8.655e-07,5.1501e-06,0.000991,1
1.3818e-05,5.8469e-06,0.00018773,0.001162,2
4.0619e-06,1.3823e-06,6.3487e-05,0.001138,1
1.8465e-05,8.9953e-07,0.00024427,0.001258,1
4.503e-05,3.7724e-05,0.001699,0.000894,1
4.1081e-06,8.6503e-05,0.0037656,0.000933,1
3.8423e-05,8.8573e-06,0.0012713,0.001152,1
0.00097546,0.00041798,0.0356,0.000903,1
1.9664e-06,4.0752e-07,3.1939e-05,0.000902,1
2.1723e-05,3.0315e-06,0.00025568,0.000942,1
5.9593e-05,5.8555e-05,0.0028753,0.001376,4
4.6416e-06,5.3007e-07,3.7576e-05,0.000674,1
7.9813e-05,0.00015572,0.012208,0.000928,2
7.6249e-06,1.3001e-05,0.00049613,0.00069,1
3.8575e-05,2.857e-06,0.00034982,0.00094,1
2.5431e-06,1.8522e-07,2.3441e-05,0.000944,1
2.7357e-07,3.4762e-07,8.772e-06,0.000898,2
5.0329e-05,7.1597e-05,0.0013896,0.000668,1
1.7615e-05,1.2134e-05,0.000276,0.000954,1
0.0098308,0.003838,0.13595,0.000929,1
5.8802e-06,4.5763e-06,6.8033e-05,0.000679,2
9.808e-06,1.2635e-06,9.366e-05,0.001207,2
2.3191e-05,3.2362e-06,0.00036689,0.000957,1
0.00018025,0.00046992,0.036763,0.000903,1
5.7238e-05,4.6534e-06,0.00054899,0.000694,1
7.3229e-06,7.8614e-06,0.00023603,0.000967,1
1.3286e-05,2.4439e-06,0.00037456,0.001346,1
0.00067001,0.0025746,0.034924,0.000922,1
0.0004316,0.00021569,0.0074809,0.000927,1
0.0001146,2.3283e-05,0.00067127,0.000635,1
0.00096711,0.00031578,0.0087659,0.001143,1
1.6432e-05,5.4949e-06,0.00013488,0.000693,1
0.0038086,0.0039656,0.10667,0.001238,1
7.338e-05,1.119e-05,0.00087854,0.000939,2
1.5989e-05,3.7684e-06,0.00016878,0.000959,1
6.5033e-06,1.3851e-06,7.1488e-05,0.001117,1
1.056e-06,4.8998e-07,1.4903e-05,0.000621,1
0.0037074,0.00096253,0.075527,0.000928,2
2.584e-05,1.4347e-05,0.00062718,0.000644,1
5.4708e-06,6.2697e-06,0.0002255,0.000658,1
0.00015127,0.00011093,0.0032305,0.001157,1
0.00049939,0.00012745,0.0089714,0.00113,1
0.0017729,0.00037336,0.025178,0.00101,1
6.9896e-06,1.0022e-05,0.00035599,0.001001,1
0.0012799,0.00082961,0.029874,0.001437,1
3.3619e-06,1.1155e-06,3.4458e-05,0.000985,1
6.5648e-07,3.6547e-06,0.00015327,0.000673,1
2.4125e-05,1.0266e-05,0.00046034,0.000931,1
0.00014655,1.8939e-05,0.0034137,0.001188,2
1.2385e-05,2.2369e-06,0.00019726,0.000675,1
0.0061536,0.0010938,0.060608,0.000954,2
5.3165e-06,3.3817e-06,0.00021171,0.000921,1
0.00030568,5.9557e-05,0.0057706,0.000921,1
2.3008e-05,3.6469e-06,0.0002473,0.00095,1
7.5936e-06,4.8622e-06,0.000279,0.001239,1
6.0968e-06,4.4301e-06,0.00012101,0.000695,1
2.4993e-07,5.4229e-07,2.0666e-05,0.000931,1
0.0015596,0.00012047,0.017874,0.00115,1
5.434e-06,5.6535e-07,0.00057739,0.000877,1
0.10457,0.02321,1.244,0.00113,1
0.0002127,3.4427e-05,0.0028492,0.000953,1
2.3481e-05,4.7232e-07,0.00028442,0.000952,2
5.1779e-05,7.528e-06,0.00056997,0.000636,1
5.1144e-05,4.7143e-06,0.00072472,0.000742,1
9.5007e-06,1.6427e-06,0.00020768,0.000738,1
2.4371e-05,2.0717e-05,0.001144,0.0009,1
6.1204e-06,1.8808e-05,0.00066376,0.000677,1
9.164e-06,6.2642e-06,0.00013319,0.000788,1
1.2824e-06,9.6675e-07,4.0321e-05,0.000931,1
0.00011724,9.9678e-05,0.0065925,0.000662,1
0.00018482,4.0103e-05,0.0020905,0.001163,1
2.4939e-05,7.3393e-05,0.0022203,0.000664,1
4.2253e-05,1.2104e-05,0.00040622,0.000929,1
1.5241e-05,2.5415e-06,0.00039936,0.000706,2
5.5904e-05,3.8115e-06,0.00075368,0.000741,2
5.0616e-06,1.3627e-05,0.00044911,0.001395,1
7.8439e-06,2.2435e-05,0.00057829,0.001121,1
1.1412e-05,6.3975e-06,0.00018873,0.000659,1
0.0001568,1.0542e-05,0.0018857,0.001211,1
1.546e-05,2.167e-06,0.00026435,0.000698,1
0.20743,0.66661,19.874,0.001171,2
0.0042514,0.0014928,0.043288,0.001192,2
0.00082227,0.00078464,0.0042879,0.000641,1
6.3656e-05,1.4531e-05,0.00069945,0.001365,1
0.0075646,0.0049349,0.3724,0.000701,1
1.4321e-05,5.5737e-06,0.00018582,0.000976,1
7.8019e-07,1.4752e-07,1.8813e-05,0.001195,1
0.0019238,0.0006884,0.043411,0.000654,1
7.4403e-06,1.423e-06,8.741e-05,0.000658,1
3.6547e-06,6.0716e-07,3.6254e-05,0.000964,1
3.4208e-05,0.00052128,0.032602,0.00122,1
8.4327e-06,5.9751e-06,0.00014636,0.001246,1
4.4926e-06,1.9783e-06,4.8398e-05,0.000912,1
1.1426e-06,4.8435e-06,7.5321e-05,0.001125,1
8.5158e-07,8.0636e-07,4.8059e-05,0.000626,1
8.8041e-05,0.00011123,0.0023067,0.000688,1
0.00064113,6.767e-05,0.0072686,0.001377,2
2.9087e-05,2.2419e-05,0.00019538,0.000651,1
0.00021167,2.7421e-05,0.0019823,0.00112,1
7.1013e-06,1.1364e-06,6.9054e-05,0.000693,2
8.1302e-06,3.7837e-06,0.00016002,0.000667,1
0.00041045,0.00011929,0.0053117,0.000893,1
6.4455e-06,1.4165e-06,5.3455e-05,0.000673,1
7.9089e-07,4.7927e-07,1.3156e-05,0.000667,1
7.9002e-07,1.3863e-06,2.6282e-05,0.000943,1
1.5788e-05,2.3255e-06,0.0001817,0.00067,1
1.2566e-05,8.1381e-06,0.00023269,0.000949,2
4.0926e-05,6.3316e-06,0.00046411,0.00067,1
4.2392e-05,9.6078e-06,0.00012848,0.000701,1
3.6538e-06,3.3087e-07,2.844e-05,0.000679,1
9.5398e-05,6.2253e-05,0.0013663,0.00114,1
0.0097463,0.0069211,0.58689,0.001174,1
4.4607e-05,0.00047024,0.023502,0.000631,1
0.0023446,0.0014549,0.052913,0.000876,1
9.8695e-06,1.1963e-06,0.00010492,0.000675,1
0.00023964,4.8633e-05,0.0036085,0.000675,1
2.3507e-05,2.245e-06,0.00025506,0.000905,1
1.761e-05,5.8394e-06,0.00086783,0.000673,1
4.4136e-05,7.2839e-06,0.00045893,0.000713,2
0.0032399,0.0034154,0.087237,0.000968,1
0.0048947,0.00088758,0.091094,0.001162,3
2.8815e-05,4.4434e-05,0.0023441,0.001422,1
2.6514e-06,1.5488e-06,6.429e-05,0.00062,1
0.0028277,0.00066526,0.038205,0.001254,1
1.8464e-06,4.2047e-07,9.949e-05,0.001218,2
7.8338e-06,3.5806e-07,9.9244e-05,0.000926,1
8.0904e-05,5.5365e-05,0.001652,0.000917,1
3.4762e-05,6.6469e-05,0.0022068,0.001123,1
1.5795e-05,1.6924e-06,0.00014637,0.001124,1
0.0011135,0.00029487,0.012932,0.000937,1
2.8946e-07,3.9247e-06,0.00012889,0.00064,1
3.3034e-07,1.0072e-05,0.00025179,0.001173,1
0.00025395,3.7391e-05,0.0052707,0.000907,2
8.6554e-05,2.1071e-05,0.0011211,0.000918,2
5.0334e-05,2.6296e-06,0.00096393,0.000953,1
4.1049e-05,2.0706e-05,0.00090166,0.000646,2
1.1299e-05,5.0131e-06,0.00014156,0.001209,1
7.1183e-07,1.3455e-06,5.0843e-05,0.000677,1
6.7907e-05,4.473e-05,0.0015299,0.00097,1
0.00092547,0.00056045,0.019562,0.001016,1
2.0436e-06,7.7215e-06,4.9326e-05,0.000915,1
6.7733e-05,2.2989e-05,0.0037082,0.000967,1
8.0352e-07,6.8318e-07,1.0157e-05,0.001025,1
3.0521e-05,8.989e-06,0.00029123,0.00065,2
3.9184e-05,1.8472e-05,0.0005816,0.001175,1
2.3899e-07,2.2174e-07,4.5245e-06,0.000671,1
7.2739e-05,3.146e-05,0.0018509,0.000712,1
0.00034864,0.00013885,0.005059,0.001162,2
0.00013162,5.3391e-05,0.0023091,0.000647,1
4.5795e-06,2.379e-06,5.6346e-05,0.000893,2
6.8181e-07,2.0477e-07,1.1174e-05,0.000706,1
0.00014359,5.4934e-05,0.0031232,0.001015,1
3.6871e-06,4.506e-07,3.3384e-05,0.000888,1
0.00089335,0.00048493,0.015504,0.000923,1
0.0033992,0.00083019,0.20363,0.001358,1
1.6573e-05,1.6664e-05,0.00041359,0.000664,1
0.012565,0.00085789,0.22407,0.00089,1
1.2873e-06,7.889e-07,3.3855e-05,0.001261,1
1.4123e-06,1.5196e-06,4.6416e-05,0.000925,1
0.018382,0.0053932,0.23072,0.000925,1
