dF,dR,dC,dt,N
2.9242e-05,2.9162e-06,0.00028477,0.000162,1
2.6933e-05,8.2876e-07,0.00025569,0.000147,1
0.00023283,9.3638e-06,0.003756,0.000153,1
5.3616e-05,1.4339e-06,0.00060961,0.00015,1
2.9664e-07,8.0882e-07,4.5625e-05,0.00015,1
4.6146e-06,5.2433e-07,4.3559e-05,0.000143,1
7.3681e-06,3.9265e-07,0.00023199,0.00016,1
1.4925e-05,3.0712e-07,0.000137,0.000155,1
2.4679e-06,2.4635e-07,2.0159e-05,0.000148,1
0.00065852,8.0315e-06,0.0079595,0.000157,1
9.7552e-07,1.2537e-06,4.0896e-05,0.000153,1
0.00014168,1.5406e-06,0.0027889,0.000154,1
2.0209e-05,5.7965e-06,0.00040566,0.000244,1
1.0538e-05,2.371e-06,9.51e-05,0.000277,1
2.4159e-05,2.265e-05,0.0004488,0.000254,1
5.2899e-06,1.8336e-06,5.4769e-05,0.000277,1
1.5654e-05,2.3041e-06,0.00012244,0.000151,1
1.4778e-05,3.3709e-07,0.00044071,0.000165,1
4.1762e-06,4.5608e-07,5.1204e-05,0.000167,1
1.9148e-05,7.1384e-07,0.00054041,0.000161,1
2.0497e-05,6.0507e-07,0.00020848,0.000154,1
0.00014322,1.2831e-05,0.0026191,0.000149,1
4.944e-06,1.1043e-07,5.2869e-05,0.000138,1
2.6421e-05,6.3427e-06,0.00030489,0.000154,1
3.8279e-06,8.1833e-07,7.2599e-05,0.000158,1
6.4332e-06,8.3592e-07,9.9819e-05,0.000157,1
2.3247e-06,8.0804e-08,1.5677e-05,0.000171,1
9.4468e-06,4.9541e-07,4.795e-05,0.000152,1
0.00013312,1.1404e-07,0.0012369,0.000146,1
2.3628e-06,2.1642e-07,4.6092e-05,0.000162,1
7.4616e-05,9.4325e-07,0.00057106,0.000155,1
1.0189e-05,1.0705e-06,0.00027373,0.000146,1
2.8114e-05,1.0791e-06,0.00057089,0.000259,1
3.7865e-05,2.3709e-06,0.00034154,0.000154,1
9.8895e-05,3.3348e-06,0.0011608,0.000163,1
1.2147e-05,1.1955e-06,0.00020285,0.000152,1
2.5547e-05,4.5433e-07,0.0001822,0.000153,1
2.1925e-06,5.6232e-07,2.3034e-05,0.000151,1
5.082e-05,1.3697e-05,0.00023224,0.000191,1
2.2263e-05,7.7078e-07,0.00022372,0.000148,1
8.2419e-05,1.426e-05,0.0022818,0.000153,1
9.9329e-05,1.8706e-06,0.0011616,0.000286,1
3.6477e-05,1.3012e-06,0.0019936,0.000144,1
3.4506e-06,2.8953e-07,4.5005e-05,0.000145,1
0.00016917,5.4494e-06,0.012977,0.000146,1
2.9072e-06,1.6681e-06,0.00013034,0.000269,1
2.125e-05,1.0102e-06,0.00021358,0.000146,1
3.5313e-05,8.7243e-07,0.0010533,0.000161,1
5.9382e-05,4.7074e-06,0.00091355,0.000151,1
8.1755e-05,1.8924e-06,0.0011472,0.000166,1
1.0391e-06,1.3604e-07,2.2417e-05,0.00015,1
4.2168e-06,1.7787e-06,0.00015243,0.000146,1
5.3158e-05,5.396e-07,0.00058021,0.000143,1
7.2007e-06,3.8872e-07,0.0001081,0.000149,1
0.00015879,1.0196e-05,0.0027598,0.000147,1
3.2602e-05,8.5053e-07,0.00054727,0.000153,1
4.4895e-05,2.5609e-06,0.00054666,0.000159,1
3.537e-05,9.3086e-07,0.00012753,0.000146,1
0.00033894,4.7303e-05,0.0032884,0.000136,1
1.1196e-05,6.5512e-07,0.00010468,0.00015,1
6.283e-05,1.1368e-06,0.00065779,0.000152,1
2.4389e-05,4.03e-07,0.00022551,0.000154,1
5.8935e-06,1.0762e-06,7.9158e-05,0.000162,1
0.00037178,2.2976e-05,0.0042709,0.000142,1
1.4005e-05,1.7168e-06,0.00022934,0.000149,1
1.993e-05,1.9063e-07,0.00027262,0.000247,1
4.6059e-06,3.0165e-07,4.0491e-05,0.000155,1
5.0612e-05,7.9206e-06,0.0011689,0.000159,1
1.1803e-05,4.8768e-07,0.00032907,0.000161,1
6.2422e-05,4.0364e-06,0.0010322,0.000164,1
5.5368e-05,5.1377e-07,0.00047063,0.00015,1
6.8397e-06,3.0277e-07,0.00018207,0.000156,1
6.6211e-05,3.523e-06,0.00079379,0.000147,1
1.1824e-05,2.0913e-06,9.7586e-05,0.000277,1
1.7898e-05,6.3172e-07,0.00017576,0.000168,1
0.00014599,5.9735e-07,0.0017588,0.000165,1
0.00012915,6.4928e-06,0.0013401,0.000149,1
0.00010661,1.0411e-05,0.0015399,0.000145,1
3.36e-05,1.02e-06,0.00064486,0.000159,1
5.8365e-05,1.1816e-07,0.00047528,0.000149,1
1.7389e-05,4.0731e-07,0.00023951,0.000148,1
0.00024357,1.1331e-05,0.0039685,0.000154,1
2.138e-05,3.7512e-07,0.00029549,0.000152,1
5.654e-05,1.1733e-06,0.00050569,0.000275,1
0.00021037,3.1771e-06,0.0020312,0.000157,1
2.0533e-05,6.0177e-07,0.00022652,0.000153,1
3.8733e-05,8.8588e-07,0.00053004,0.000151,1
3.546e-06,1.4622e-07,5.8802e-05,0.000142,1
2.9534e-06,1.9467e-07,3.9181e-05,0.000164,1
4.0171e-05,7.5962e-07,0.00074627,0.000153,1
5.9265e-06,1.8381e-06,8.9273e-05,0.000149,1
0.00010489,1.7465e-06,0.00096756,0.000159,1
8.9905e-05,2.8249e-06,0.0012852,0.000163,1
7.6407e-05,6.05e-06,0.00073195,0.000169,1
4.0328e-07,3.5472e-07,1.8021e-05,0.000144,1
5.4198e-06,2.223e-07,4.4111e-05,0.000174,1
4.6542e-05,1.2754e-06,0.0006192,0.000276,1
2.4731e-05,4.6827e-06,0.0002884,0.000156,1
5.2263e-06,6.6922e-07,0.00012293,0.000148,1
1.214e-05,4.5656e-07,0.00012146,0.000154,1
0.00013886,5.5501e-07,0.0022832,0.000152,1
5.1698e-06,4.4211e-06,0.00020825,0.000147,1
4.5372e-05,1.0314e-06,0.00047146,0.000154,1
4.7541e-05,4.8793e-06,0.00043678,0.000154,1
1.2934e-05,2.1451e-07,0.00017474,0.000158,1
0.00013087,2.8764e-06,0.0018866,0.000152,1
8.9697e-05,1.2802e-05,0.0026257,0.000156,1
9.9828e-05,7.5716e-06,0.0020943,0.000145,1
2.883e-05,3.4149e-07,0.00027032,0.000154,1
3.0795e-05,1.8062e-06,0.00020317,0.000152,1
8.367e-05,1.8889e-06,0.00084146,0.000158,1
8.7048e-06,5.5689e-07,0.00012533,0.000262,1
5.1145e-05,9.1436e-08,0.00086105,0.000152,1
1.8441e-05,1.198e-06,0.0003412,0.000215,1
1.9885e-05,1.014e-06,0.00021858,0.000151,1
1.2819e-05,3.1322e-07,0.00010349,0.000148,1
5.3743e-05,1.2888e-06,0.00076273,0.000243,1
1.5656e-05,6.4253e-08,0.00019335,0.00027,1
6.5258e-05,1.9599e-07,0.00079911,0.000152,1
9.7786e-07,2.8275e-07,7.855e-06,0.000274,1
0.00025118,1.8349e-05,0.0023874,0.000241,1
9.051e-06,8.3571e-07,0.00011739,0.000263,1
1.7588e-05,1.281e-05,0.00086581,0.000157,1
7.0183e-06,6.39e-06,0.00012157,0.000149,1
6.1535e-05,5.9362e-06,0.00060008,0.000151,1
1.1953e-05,2.4203e-06,0.00021464,0.000153,1
3.0911e-06,3.1701e-07,9.2753e-05,0.000154,1
2.0661e-05,7.6072e-07,5.6721e-05,0.000166,1
1.0685e-05,2.7564e-06,0.00035068,0.000148,1
3.5674e-05,1.3917e-06,0.00039108,0.000152,1
3.0759e-07,3.6608e-07,0.00022933,0.000161,1
9.6355e-06,5.8687e-07,7.9616e-05,0.000154,1
1.6806e-05,8.9463e-07,0.00031674,0.000152,1
2.4462e-05,2.6532e-06,0.00034119,0.000145,1
7.2131e-06,9.7184e-07,6.1446e-05,0.000149,1
1.7589e-06,1.4927e-06,0.00014439,0.000245,1
5.0854e-06,2.5429e-07,3.5965e-05,0.000157,1
3.3436e-05,6.71e-07,0.00030329,0.000148,1
2.113e-05,2.3146e-06,0.0002527,0.000175,1
0.00013216,1.6654e-05,0.0022819,0.000145,1
0.00012332,1.7493e-05,0.00072287,0.000147,1
9.1113e-06,3.2531e-07,0.00016999,0.000272,1
3.2448e-05,1.0406e-06,0.00037923,0.00015,1
5.288e-05,1.5898e-06,0.00041589,0.000162,1
3.4009e-05,9.9948e-07,0.00047928,0.000152,1
1.8241e-06,6.781e-07,2.9476e-05,0.000154,1
2.5617e-06,3.1139e-07,3.4427e-05,0.000277,1
2.9519e-05,5.89e-07,0.00044498,0.000143,1
3.6736e-06,3.8438e-07,6.1392e-05,0.000152,1
3.6167e-05,1.8689e-07,0.00054298,0.000158,1
9.398e-06,1.8885e-06,9.204e-05,0.000262,1
0.00016337,2.0389e-06,0.0018423,0.000156,1
6.3375e-05,1.4359e-06,0.00069812,0.000149,1
1.9192e-05,3.5926e-07,0.00011305,0.000154,1
9.1779e-06,8.1518e-07,6.0878e-05,0.000148,1
5.299e-06,2.2545e-07,3.5487e-05,0.00014,1
7.0418e-06,5.408e-07,7.3075e-05,0.000147,1
3.8872e-06,2.3263e-07,2.8984e-05,0.000169,1
1.7608e-06,2.6357e-07,3.0413e-05,0.000148,1
0.0003063,1.7347e-06,0.0035779,0.000148,1
1.0218e-06,1.2888e-07,1.3515e-05,0.000356,1
2.4118e-05,2.4973e-06,0.00023046,0.000156,1
2.2024e-07,1.0433e-06,3.1126e-05,0.00015,1
1.1901e-05,4.4256e-06,0.0002892,0.000148,1
8.3207e-05,1.2771e-06,0.00097444,0.000149,1
3.8096e-06,1.8058e-06,5.9926e-05,0.00015,1
0.00038785,7.6851e-06,0.0032455,0.000395,1
9.0329e-05,7.4737e-06,0.0014033,0.000257,1
1.0174e-05,1.8087e-06,0.00018886,0.000263,1
0.00030638,5.9758e-05,0.010333,0.000255,1
3.0133e-05,4.8533e-07,0.00042245,0.000148,1
8.4267e-06,6.1944e-07,0.00012077,0.00018,1
1.2476e-06,4.5884e-07,1.3652e-05,0.000144,1
7.7804e-05,1.7416e-06,0.00085499,0.000151,1
1.2767e-05,4.3338e-07,0.00024084,0.000157,1
1.1458e-05,1.7825e-07,0.00012826,0.000156,1
7.1221e-09,1.5671e-07,9.5769e-06,0.000281,1
1.873e-05,4.4361e-06,0.00024098,0.000149,1
2.2986e-05,3.2337e-07,0.00010775,0.000163,1
9.7541e-06,1.3605e-06,0.00013199,0.000144,1
3.6962e-06,4.8451e-07,5.674e-05,0.000154,1
8.7531e-06,9.9221e-07,9.8721e-05,0.000139,1
2.3832e-05,6.863e-07,0.00023053,0.000151,1
6.0557e-05,7.1085e-06,0.00054774,0.000148,1
8.4257e-05,1.1349e-06,0.0012194,0.00015,1
8.3149e-06,4.5733e-07,0.00010235,0.000286,1
9.9764e-06,8.7378e-07,0.00010578,0.000249,1
4.0124e-05,3.9813e-05,0.0024174,0.000142,1
1.5349e-06,6.5488e-07,2.7352e-05,0.000145,1
2.5473e-06,3.8374e-07,6.175e-05,0.000196,1
1.239e-06,1.5218e-07,1.3999e-05,0.00015,1
4.2435e-05,9.7225e-07,0.00040258,0.000183,1
8.5236e-06,7.5882e-06,0.00025314,0.000148,1
8.172e-05,6.8064e-06,0.0010195,0.000255,1
1.2887e-05,2.3434e-06,0.00011799,0.000257,1
1.6467e-05,2.2976e-06,0.00021044,0.000151,1
1.6082e-06,6.4985e-07,5.1619e-05,0.000149,1
2.3199e-05,1.2775e-07,0.00051002,0.000151,1
0.00032035,2.4286e-06,0.0041902,0.000299,1
8.4555e-06,1.2338e-06,9.3832e-05,0.000146,1
3.2833e-05,1.3478e-06,0.00028272,0.00024,1
6.4934e-05,1.1378e-06,0.00083194,0.00042,1
3.8635e-05,4.1031e-07,0.00057434,0.000147,1
4.2134e-05,4.4359e-06,0.00059193,0.000155,1
0.00010912,3.4375e-06,0.0019936,0.000155,1
5.94e-05,2.6518e-07,0.00065994,0.000149,1
1.5938e-05,2.1719e-06,0.0002015,0.000161,1
2.8222e-08,8.8943e-08,6.0155e-06,0.000177,1
1.6919e-05,1.0141e-06,0.00048105,0.000155,1
1.6955e-05,8.7872e-07,0.00017773,0.000148,1
9.0868e-05,6.1894e-06,0.0011807,0.000261,1
5.456e-05,9.7723e-07,0.001061,0.000142,1
0.00013935,1.9847e-06,0.0016299,0.000154,1
3.3214e-06,9.4938e-07,5.596e-05,0.000151,1
3.2606e-05,3.6242e-06,0.00055568,0.000148,1
6.8363e-05,1.5453e-06,0.00060057,0.00016,1
3.9714e-06,9.3374e-07,5.2521e-05,0.000155,1
2.557e-05,1.0069e-06,0.00077106,0.000149,1
5.0405e-05,8.0463e-07,0.00058229,0.00015,1
2.2814e-06,4.7941e-07,3.0416e-05,0.000276,1
0.00020007,2.7006e-06,0.0012511,0.000154,1
1.9838e-05,5.3692e-06,0.00025534,0.000158,1
5.6454e-06,8.8791e-07,8.9656e-05,0.000151,1
0.00013494,1.8045e-06,0.001097,0.000148,1
4.0346e-06,1.3977e-07,4.4157e-05,0.000271,1
5.2275e-05,2.0531e-06,0.001326,0.000329,1
3.6479e-05,1.1321e-06,0.00056843,0.000155,1
1.0214e-05,7.747e-07,6.6697e-05,0.000153,1
4.8197e-05,1.1113e-06,0.00035395,0.000161,1
0.00010752,1.2361e-05,0.0015028,0.00016,1
1.3775e-05,1.0119e-05,0.00067798,0.000159,1
1.7583e-06,1.095e-06,5.4229e-05,0.000156,1
3.3285e-06,3.604e-07,5.5001e-05,0.000172,1
0.00024451,5.5405e-06,0.0033354,0.000328,1
1.3118e-05,9.9678e-08,0.00013638,0.000147,1
6.898e-07,9.3374e-07,3.9648e-05,0.000153,1
9.4859e-06,4.9671e-07,7.7635e-05,0.000154,1
0.00023072,8.4604e-06,0.002237,0.00016,1
5.6889e-06,3.7128e-07,6.1081e-05,0.000484,1
7.0142e-06,2.1039e-06,0.00011587,0.000145,1
2.4451e-05,4.9421e-07,0.00016605,0.00015,1
7.5917e-05,1.2927e-06,0.00108,0.000141,1
2.0792e-06,1.5736e-07,3.5003e-05,0.000152,1
6.5431e-05,1.8814e-06,0.00051993,0.000302,1
7.7033e-05,3.8717e-06,0.00083489,0.000146,1
0.00019254,9.168e-06,0.0018378,0.000145,1
1.0625e-05,9.2807e-07,0.00010094,0.000146,1
1.2317e-06,1.4333e-07,2.3881e-05,0.000165,1
5.1391e-05,1.214e-06,0.00091811,0.000146,1
7.5819e-06,2.4668e-06,6.9905e-05,0.000151,1
5.9592e-06,5.6752e-07,6.7721e-05,0.00015,1
4.3632e-06,1.6705e-07,6.4405e-05,0.000248,1
3.8664e-05,1.7807e-06,0.00032805,0.000168,1
1.8299e-05,5.0903e-07,0.00032555,0.000158,1
4.9266e-05,4.3764e-06,0.00057654,0.000167,1
1.7615e-05,5.0407e-07,0.00027283,0.000161,1
2.3614e-06,6.3003e-07,3.8938e-05,0.000147,1
9.312e-06,5.0482e-07,0.00011204,0.000147,1
9.1555e-05,1.0255e-06,0.0012676,0.000148,1
8.0995e-05,4.5755e-07,0.0010344,0.00015,1
2.4351e-05,5.765e-06,6.6349e-05,0.00016,1
2.6707e-05,3.0209e-06,0.00029952,0.000278,1
5.0397e-05,5.3512e-06,0.00046426,0.000159,1
1.0948e-05,1.4445e-06,8.5108e-05,0.000145,1
2.9154e-05,1.0059e-06,0.00075845,0.000156,1
3.6053e-05,9.9906e-07,0.00033549,0.000272,1
5.084e-06,3.9397e-07,5.1198e-05,0.000153,1
9.8558e-06,7.8444e-07,0.0001017,0.000147,1
2.4182e-05,9.0003e-07,0.00089764,0.00016,1
1.8606e-05,5.987e-07,0.00016829,0.000147,1
0.00013347,1.7451e-05,0.001947,0.000153,1
3.1256e-06,3.2695e-07,4.0628e-05,0.000164,1
1.2416e-05,3.3927e-06,0.00020332,0.000147,1
5.5784e-05,1.6114e-06,0.00061291,0.000149,1
2.6561e-05,2.1254e-06,0.00025215,0.000146,1
2.5145e-06,3.7084e-07,2.1696e-05,0.000268,1
1.9005e-05,4.5197e-07,0.0001911,0.000152,1
3.5842e-06,2.1763e-07,5.3406e-05,0.000333,1
1.7805e-05,7.0434e-07,0.00030683,0.000158,1
0.00012381,9.8494e-06,0.0010839,0.000227,1
8.5123e-06,5.8166e-07,0.00016082,0.000147,1
2.6091e-05,1.1772e-06,0.0002938,0.000263,1
1.3067e-05,3.9983e-07,0.00012029,0.00015,1
9.0691e-06,3.3843e-07,7.7935e-05,0.000154,1
4.0878e-06,1.9106e-07,3.6833e-05,0.000156,1
0.00019093,1.0457e-05,0.0016919,0.000163,1
9.8265e-05,3.4654e-06,0.0016256,0.000224,1
3.7706e-05,7.5174e-06,0.00042424,0.000261,1
1.9487e-06,5.0973e-07,1.5247e-05,0.000151,1
6.9166e-07,8.0179e-07,2.1715e-05,0.000151,1
4.3465e-05,1.8059e-05,0.00082417,0.000157,1
6.0413e-06,2.237e-07,0.00010048,0.000292,1
2.7072e-05,1.8792e-06,0.00030005,0.000161,1
5.0812e-05,4.2439e-05,0.00052393,0.000283,1
1.4569e-05,1.4921e-06,0.00011231,0.000147,1
1.9721e-05,2.0479e-06,0.00036495,0.000145,1
7.961e-06,1.9331e-06,4.7012e-05,0.000161,1
3.4593e-05,1.0282e-05,0.00068772,0.000272,1
4.2831e-05,6.5309e-06,0.00048131,0.000155,1
4.0933e-05,7.5277e-06,0.00089372,0.000153,1
1.8022e-05,1.2314e-06,0.0005336,0.000264,1
3.6323e-06,8.0574e-07,4.2142e-05,0.000147,1
4.4053e-06,5.8297e-07,5.3396e-05,0.000154,1
8.8988e-05,1.2154e-06,0.00086452,0.000154,1
1.1734e-05,1.5755e-07,0.00015918,0.000148,1
5.5102e-06,8.074e-07,4.6207e-05,0.000262,1
5.8389e-05,3.8266e-06,0.00035982,0.00015,1
0.00010975,4.5161e-06,0.0020277,0.000158,1
2.5473e-05,5.556e-07,0.0003078,0.000151,1
2.3982e-05,1.5245e-06,0.00029882,0.000156,1
4.794e-06,2.344e-06,0.00026586,0.000151,1
3.3397e-05,3.2962e-06,0.00046325,0.00028,1
3.8918e-05,3.1784e-06,0.0003961,0.000107,1
1.9794e-05,4.2789e-07,0.00013603,0.000221,1
9.9127e-06,1.1256e-06,7.0218e-05,0.000426,1
1.7284e-05,6.536e-07,0.00023955,0.000161,1
1.7224e-06,1.8009e-07,1.6978e-05,0.000157,1
6.2869e-06,5.4805e-07,9.1003e-05,0.000156,1
3.3134e-06,9.9699e-07,3.0519e-05,0.000147,1
4.0794e-05,6.8793e-07,0.00066544,0.00018,1
0.00010312,1.4242e-05,0.0010331,0.000145,1
9.141e-06,1.8147e-06,0.0001806,0.000143,1
1.5053e-05,2.9998e-06,8.2424e-05,0.000158,1
3.4407e-05,2.5633e-06,0.00068371,0.0003,1
0.00017238,1.0447e-05,0.0019713,0.00027,1
9.2801e-06,5.0748e-07,0.00015305,0.000181,1
9.9093e-06,8.0007e-07,0.00010677,0.000156,1
5.0549e-05,1.3389e-06,0.00072878,0.000314,1
6.3093e-06,6.3266e-07,4.9684e-05,0.000144,1
3.6731e-05,6.2777e-07,0.00064451,0.000161,1
1.7574e-05,5.1621e-07,0.00019496,0.000166,1
7.3605e-06,1.7692e-06,0.00012322,0.000147,1
6.2922e-06,4.1842e-07,0.00014811,0.000276,1
3.3164e-06,4.8375e-07,4.2315e-05,0.000161,1
1.5921e-05,1.5936e-06,0.00017461,0.000158,1
0.00013553,3.6685e-06,0.0012169,0.000165,1
3.5311e-05,6.316e-07,0.00029343,0.000285,1
6.5895e-05,1.3351e-06,0.00060825,0.000234,1
8.4061e-05,4.6095e-06,0.0015272,0.000286,1
0.00017392,2.1492e-06,0.0018034,0.000158,1
4.1988e-05,2.5743e-06,0.00062624,0.000157,1
0.00011238,1.722e-06,0.0011046,0.000282,1
4.3047e-05,5.9831e-07,0.00046431,0.000159,1
3.0883e-05,3.7255e-07,0.00032417,0.000156,1
4.6015e-06,2.9523e-07,5.6363e-05,0.000267,1
0.00077884,5.3075e-05,0.0070112,0.00015,1
4.0847e-05,6.268e-07,0.00044033,0.000143,1
0.00013364,1.4221e-06,0.0015816,0.000149,1
5.9352e-05,2.1581e-06,0.00051527,0.000275,1
8.1489e-05,1.164e-06,0.001297,0.000149,1
3.2935e-05,3.0853e-06,0.00023238,0.000156,1
2.3598e-05,2.4292e-06,0.0002492,0.000287,1
0.00013638,3.7068e-06,0.0020855,0.000306,1
0.0002606,7.6669e-06,0.0024924,0.00015,1
2.4345e-05,1.1342e-06,0.00029541,0.000151,1
4.2159e-06,2.4274e-07,4.8084e-05,0.000303,1
5.6716e-05,3.8422e-06,0.0011124,0.00015,1
1.5702e-05,2.8488e-06,0.00013613,0.000146,1
0.00028077,3.1318e-06,0.0031458,0.000151,1
5.6157e-05,7.6057e-06,0.00092618,0.000143,1
2.8166e-06,8.2268e-08,8.1103e-05,0.00016,1
2.9965e-07,2.016e-07,8.088e-06,0.000258,1
1.9525e-05,4.0811e-07,0.00071785,0.000154,1
2.1389e-05,4.353e-06,0.00032429,0.000146,1
0.00010462,1.9488e-06,0.00084162,0.000266,1
1.2707e-05,1.9795e-06,0.00025459,0.000151,1
7.4894e-06,1.16e-06,0.00012458,0.000288,1
3.0163e-06,2.6495e-06,0.00021123,0.000238,1
9.9623e-06,3.8609e-07,0.0001885,0.00026,1
8.7951e-05,5.7423e-06,0.002332,0.000263,1
1.1807e-05,9.9372e-07,0.00019422,0.000259,1
9.9359e-06,3.7737e-06,0.00020555,0.000249,1
2.1701e-05,7.4037e-07,0.00019791,0.000434,1
1.0876e-05,3.828e-06,0.0001084,0.000144,1
9.1208e-07,8.8392e-08,1.0185e-05,0.000146,1
1.6002e-05,2.077e-06,0.00013149,0.000153,1
1.1891e-06,6.1245e-07,3.1112e-05,0.000154,1
2.1597e-05,3.7764e-07,0.0001983,0.00014,1
1.3497e-05,8.911e-07,0.00016048,0.000292,1
1.0088e-05,7.4142e-07,0.00016534,0.000112,1
1.2267e-05,2.2219e-07,8.0052e-05,0.000108,1
1.4321e-05,6.1593e-07,0.00019077,0.000123,1
3.6041e-05,3.0598e-06,0.0004293,0.000251,1
3.2772e-05,2.5837e-06,0.0036636,0.000158,1
5.3542e-05,5.6506e-07,0.0006493,0.000155,1
5.4858e-07,2.6043e-06,0.00027974,0.000148,1
5.5455e-06,9.6521e-08,5.9702e-05,0.000158,1
1.3818e-05,3.7337e-07,0.00011151,0.000137,1
3.2369e-05,1.7822e-06,0.00037169,0.000262,1
4.0518e-06,2.8281e-07,3.3907e-05,0.000251,1
9.1415e-05,3.9879e-06,0.0015789,0.000235,1
1.3224e-05,1.0655e-05,0.00060206,0.000155,1
4.2746e-05,1.8099e-06,0.00052313,0.000156,1
8.461e-05,2.7671e-06,0.0020019,0.000152,1
1.8471e-06,1.8468e-07,1.3836e-05,0.000242,1
2.3897e-06,1.7399e-06,2.283e-05,0.000238,1
7.1016e-07,1.6422e-07,1.6011e-05,0.000152,1
5.6401e-06,1.1352e-06,5.35e-05,0.000147,1
2.6277e-05,2.0197e-06,0.00070446,0.000167,1
2.5771e-05,1.3186e-06,0.0001532,0.00015,1
3.0603e-05,7.0016e-07,0.00042317,0.000158,1
9.7975e-05,3.0472e-06,0.00057525,0.000247,1
6.189e-05,5.4865e-06,0.00049103,0.000418,1
6.9688e-06,1.6949e-07,9.5735e-05,0.000156,1
7.2467e-05,2.7752e-06,0.00087384,0.00015,1
2.8847e-05,1.4681e-06,0.00053277,0.00013,1
1.8221e-05,5.2205e-07,0.00025084,0.000261,1
2.329e-05,2.458e-06,0.0016066,0.000262,1
4.5402e-05,3.332e-06,0.00044762,0.000154,1
1.7494e-05,4.8812e-06,0.000611,0.00015,1
1.5638e-05,1.392e-07,9.3329e-05,0.000142,1
9.3514e-06,1.5007e-06,0.00013603,0.000161,1
2.7384e-06,1.3807e-06,1.401e-05,0.000145,1
1.3257e-06,4.8545e-06,0.00019732,0.00015,1
6.9166e-06,5.8705e-07,9.7209e-05,0.000153,1
2.5809e-05,6.155e-07,0.00018952,0.000151,1
2.5364e-06,1.8309e-06,1.4342e-05,0.00013,1
5.1615e-06,3.7754e-07,2.3959e-05,0.000146,1
6.15e-06,2.992e-07,9.7995e-05,0.000156,1
0.0001365,1.2514e-05,0.0015508,0.000158,1
0.00012184,5.8374e-06,0.0014702,0.000147,1
5.3214e-05,1.7244e-06,0.00088526,0.00014,1
2.0296e-05,1.9765e-06,0.00037501,0.000157,1
1.0865e-06,4.3633e-07,3.7326e-05,0.000154,1
9.2867e-05,2.1573e-06,0.0010175,0.000149,1
8.0454e-06,7.73e-07,0.00016925,0.00016,1
8.6309e-06,6.768e-07,4.9139e-05,0.000156,1
1.9728e-06,3.4151e-07,1.6192e-05,0.000149,1
3.5106e-05,9.3638e-07,0.00052375,0.000147,1
2.8126e-05,1.1618e-06,0.00022961,0.000158,1
5.3488e-07,2.869e-07,1.7485e-05,0.000151,1
6.3586e-06,1.1888e-06,6.9356e-05,0.00012,1
7.7011e-06,8.3239e-08,9.9385e-05,0.000275,1
2.1802e-05,6.9691e-07,0.00043995,0.00014,1
0.00025359,1.4299e-05,0.0045289,0.000132,1
0.00029063,2.6328e-05,0.0033817,0.000114,1
8.7153e-05,7.0096e-06,0.0017688,0.000231,1
5.3476e-05,3.5289e-06,0.00053622,0.000131,1
2.4006e-05,3.3357e-07,0.00022545,0.000157,1
1.34e-05,8.7506e-07,0.00056483,0.00027,1
4.5461e-05,1.4895e-06,0.00044443,0.000265,1
2.5293e-05,8.3861e-07,0.00026545,0.00014,1
9.0848e-06,1.2173e-06,0.00011186,0.000144,1
9.8959e-05,1.1609e-05,0.0019939,0.000147,1
0.00059415,5.8917e-05,0.0090534,0.000136,1
0.00040013,1.1014e-05,0.0036127,0.000148,1
2.8822e-05,1.2246e-06,0.00068382,0.000268,1
2.271e-06,7.0364e-07,5.177e-05,0.000269,1
1.0239e-05,4.9927e-06,0.00018989,0.000151,1
5.1511e-05,3.495e-06,0.0016201,0.000147,1
5.4672e-07,3.0239e-07,1.4874e-05,0.000155,1
4.607e-05,1.669e-06,0.00041585,0.000155,1
1.2937e-06,7.0853e-06,0.00032679,0.000176,1
3.243e-05,1.8982e-06,0.0003117,0.000158,1
1.0067e-05,4.4547e-07,7.626e-05,0.000149,1
4.7794e-05,1.2967e-06,0.00067795,0.000146,1
2.7594e-05,5.1164e-07,0.00053012,0.00015,1
9.4455e-05,4.1063e-06,0.0012651,0.000143,1
5.3913e-05,3.4239e-06,0.00064422,0.000146,1
6.2121e-06,3.1237e-07,5.6826e-05,0.000142,1
5.0677e-05,4.3736e-06,0.00043264,0.000157,1
8.3028e-05,4.5586e-06,0.00069626,0.000146,1
1.723e-05,2.2078e-06,0.00017705,0.000128,1
5.5313e-05,1.8122e-06,0.0005742,0.000133,1
1.0802e-06,1.6669e-07,1.6848e-05,0.000207,1
5.2332e-06,2.3489e-06,9.8069e-05,0.000269,1
7.5254e-05,3.3351e-06,0.0009524,0.00015,1
5.4459e-05,8.0248e-07,0.00082466,0.000258,1
3.2012e-06,2.6752e-07,3.7123e-05,0.000245,1
4.0967e-05,1.6263e-06,0.00028645,0.00016,1
3.5068e-05,3.4741e-07,0.00032397,0.000255,1
3.8496e-05,2.3906e-07,0.00055278,0.000148,1
4.7961e-06,1.2954e-06,6.6898e-05,0.000215,1
5.2681e-06,7.1753e-07,8.3807e-05,0.000252,1
5.8417e-06,1.1705e-06,0.00060882,0.0003,1
2.612e-06,3.9755e-07,5.0086e-05,0.000161,1
1.7133e-07,5.7444e-07,9.0582e-05,0.00026,1
3.2251e-06,3.5384e-06,0.00015857,0.000149,1
3.0583e-05,2.4795e-06,0.00050374,0.000262,1
1.4657e-05,2.7904e-06,0.00018379,0.000159,1
1.707e-08,5.4358e-07,2.4268e-05,0.000151,1
