dF,dR,dC,dt,N
4.4692e-05,7.3535e-07,0.00095816,0.000281,1
6.5252e-05,1.9305e-06,0.00060753,0.000144,1
8.5712e-05,1.1926e-06,0.00087749,0.000144,1
2.0384e-05,2.1626e-06,0.00026993,0.00015,1
4.7067e-05,1.1887e-06,0.0003863,0.000175,1
1.2116e-05,3.1378e-07,0.00010439,0.000169,1
0.0004246,1.6531e-05,0.004313,0.000159,1
1.4266e-05,4.5309e-07,0.00012454,0.000147,1
2.4404e-05,7.12e-07,0.00024366,0.000261,1
5.2481e-06,4.9647e-07,3.7492e-05,0.000263,1
7.9648e-06,1.0649e-06,0.00017811,0.00025,1
0.00097324,3.2447e-05,0.0072187,0.00015,1
4.9254e-06,6.0124e-07,2.0182e-05,0.000149,1
0.00026189,1.6948e-05,0.0037521,0.000159,1
2.5502e-05,6.2281e-07,0.0021298,0.000259,1
1.9473e-05,6.8413e-07,0.00019489,0.000248,1
7.5872e-06,3.0104e-07,0.00011823,0.000154,1
5.6778e-05,3.2282e-06,0.00054859,0.000152,1
5.6743e-08,1.2552e-07,5.5089e-06,0.000153,1
4.4365e-06,4.4801e-07,4.8561e-05,0.000154,1
2.6298e-05,1.9114e-06,0.0007075,0.000131,1
1.7295e-05,2.9349e-06,0.00021319,0.000141,1
0.00010808,2.9998e-06,0.0013489,0.000146,1
8.8172e-05,3.5042e-06,0.0013628,0.000157,1
4.7154e-05,6.7364e-07,0.00094305,0.000131,1
5.7365e-05,5.4639e-06,0.00044613,0.000249,1
9.7861e-06,9.3581e-07,0.00010603,0.000269,1
4.7752e-05,5.7896e-07,0.00042701,0.000156,1
0.00019475,3.1223e-05,0.0030104,0.000151,1
4.6844e-05,5.4005e-07,0.00053949,0.000144,1
4.2681e-06,4.4928e-07,2.6542e-05,0.000268,1
5.625e-06,2.2185e-07,5.0109e-05,0.000263,1
1.0351e-05,1.1827e-07,0.00010676,0.000255,1
8.3513e-05,1.2136e-06,0.0011173,0.00025,1
5.0758e-06,1.5853e-06,8.1068e-05,0.00026,1
4.3777e-05,4.2082e-07,0.00081497,0.000163,1
5.6341e-05,4.2759e-06,0.00082451,0.000161,1
8.1808e-05,2.5429e-06,0.0014184,0.000166,1
2.4419e-05,2.9704e-06,0.00027755,0.000168,1
9.9408e-06,4.6985e-07,0.0001221,0.000155,1
2.937e-05,1.5901e-06,0.00032596,0.000161,1
1.5906e-05,1.7251e-06,0.0001633,0.000151,1
1.2542e-05,2.5024e-06,0.0001676,0.000165,1
6.1193e-06,3.9683e-06,0.00015101,0.000158,1
8.8343e-05,7.6721e-07,0.0036451,0.000276,1
3.5086e-05,6.5129e-06,0.00054841,0.000174,1
1.8279e-06,9.1129e-07,6.093e-05,0.000173,1
5.5923e-05,2.2394e-06,0.00073301,0.000136,1
3.3707e-05,1.8453e-07,0.00039263,0.00014,1
2.1459e-06,3.7166e-07,2.3651e-05,0.000133,1
4.1589e-06,2.4963e-07,7.3576e-05,0.000149,1
5.1449e-06,1.7069e-07,6.1416e-05,0.000172,1
1.3196e-05,5.8845e-07,0.00013525,0.00015,1
7.7943e-06,2.4056e-07,6.3252e-05,0.000159,1
0.00010158,4.6407e-06,0.0037676,0.000263,1
6.0021e-06,4.8263e-07,7.8329e-05,0.000125,1
0.00014248,8.3386e-06,0.0013796,0.000135,1
9.071e-05,3.9406e-07,0.0014717,0.000169,1
8.3271e-05,1.4334e-05,0.00040114,0.00022,1
3.7169e-05,8.5123e-06,0.00063063,0.000142,1
7.0054e-06,7.0206e-07,7.4432e-05,0.000141,1
5.2263e-05,3.1402e-06,0.00067461,0.000127,1
0.00025058,9.0491e-07,0.0044963,0.000259,1
3.6864e-06,4.3173e-07,6.4512e-05,0.000143,1
2.4701e-05,7.6695e-07,0.00030295,0.000137,1
3.4556e-06,8.8833e-07,3.4467e-05,0.000254,1
1.276e-05,1.878e-06,0.00010602,0.000126,1
3.8439e-05,2.799e-06,0.00032872,0.00013,1
1.4565e-05,5.5257e-06,0.00057133,0.000163,1
1.7068e-05,3.9906e-06,0.00039546,0.00012,1
1.1365e-06,2.5229e-07,1.3916e-05,0.000129,1
3.2691e-05,1.0407e-06,0.00038653,0.000124,1
1.1437e-05,6.754e-07,8.944e-05,0.000125,1
0.00015012,1.1712e-05,0.0014985,0.000125,1
9.2124e-06,1.1791e-06,4.9164e-05,0.00015,1
