df
2.8364e-10
1.1841e-11
9.3805e-15
8.0759e-15
1.1762e-13
4.4548e-14
8.7051e-07
3.8401e-12
1.5075e-14
7.6109e-15
4.6244e-15
2.5453e-15
4.28e-14
1.1303e-14
1.2062e-11
8.83e-15
2.9712e-13
4.3453e-11
5.9504e-15
2.5169e-13
8.7987e-15
2.6033e-14
6.4726e-10
7.6832e-15
7.121e-12
1.6874e-15
1.7431e-14
7.1911e-14
1.6536e-14
1.0354e-14
1.7142e-15
5.4694e-14
3.0709e-14
6.4832e-11
8.4089e-14
7.2188e-14
1.97e-10
5.1629e-14
9.4161e-15
2.2276e-12
3.2831e-14
4.1411e-14
4.8133e-11
4.0981e-15
4.1623e-14
7.7229e-15
3.691e-13
3.0499e-11
5.7032e-14
1.9321e-08
1.5937e-12
2.0644e-11
2.9923e-15
1.2287e-14
8.2931e-11
5.9117e-11
4.4127e-15
2.007e-12
4.7457e-13
8.3945e-16
6.5052e-15
3.2763e-14
4.9838e-12
1.4654e-13
1.3117e-12
6.7436e-13
9.0475e-15
2.0269e-11
6.4624e-13
7.1195e-13
1.3735e-13
6.6486e-14
2.3108e-13
5.5222e-13
8.8761e-15
1.9806e-16
1.3166e-15
3.3054e-14
1.7055e-13
6.4189e-14
8.7853e-12
9.8238e-09
9.6681e-15
3.4537e-11
4.6604e-13
1.1024e-12
3.5935e-15
2.8757e-12
1.0585e-14
7.3405e-13
2.6388e-12
7.8349e-09
8.3458e-14
0.0012244
2.0419e-12
1.3006e-14
2.685e-14
7.4504e-05
1.4658e-11
2.395e-15
1.063e-13
6.8248e-14
3.2741e-10
1.196e-12
4.5184e-12
1.4471e-05
6.5229e-12
1.3476e-10
4.7223e-12
2.0402e-13
1.2402e-13
1.4113e-15
1.7336e-09
3.0905e-13
2.8991e-13
7.4497e-15
4.2785e-14
3.9441e-14
4.1005e-13
1.1359e-13
2.9805e-11
2.1488e-14
6.9705e-14
1.7423e-13
3.5196e-09
3.2585e-14
6.2917e-15
9.0954e-12
5.7679e-15
3.9255e-14
1.0411e-10
1.3108e-09
3.0903e-15
8.5343e-14
5.2902e-13
2.9125e-14
3.0748e-14
1.9346e-14
2.2498e-14
1.2064e-13
5.2266e-14
1.2987e-14
1.8765e-14
2.3606e-07
1.3105e-13
7.7984e-14
3.1901e-13
6.2821e-14
4.1851e-11
2.9282e-13
4.9436e-15
1.4248e-13
4.0572e-14
2.9072e-11
2.3784e-13
4.0767e-12
2.7566e-08
3.1301e-13
7.7067e-08
1.7851e-09
1.3951e-13
9.8054e-14
1.1221e-14
4.4519e-14
1.8101e-14
6.2649e-16
1.3643e-13
1.2207e-14
6.4665e-13
5.1271e-10
1.3231e-16
1.2824e-13
1.065e-13
8.062e-12
5.8165e-14
7.3299e-14
3.233e-13
8.3515e-16
1.1668e-13
1.3036e-14
1.0226e-12
2.7543e-15
2.0913e-15
1.6041e-09
8.0096e-14
3.8783e-14
1.9067e-14
6.5693e-13
1.6712e-12
1.2237e-13
9.453e-13
7.446e-13
5.0891e-14
4.0058e-13
1.7532e-14
6.4588e-14
1.5001e-13
2.9211e-12
8.9038e-15
1.8141e-13
2.1701e-13
3.074e-13
0.0015529
1.9037e-13
1.6683e-15
1.9402e-13
2.2728e-12
1.3372e-13
2.7876e-14
1.385e-14
3.3532e-12
6.2875e-13
5.3497e-12
5.0764e-12
6.6962e-11
3.2796e-15
2.7581e-14
4.1584e-15
2.9141e-14
1.4867e-12
5.9691e-14
7.4688e-15
5.0597e-15
8.5164e-15
8.9076e-15
8.8404e-08
1.0085e-09
5.8634e-16
1.2334e-14
4.6947e-09
4.758e-14
2.6398e-14
3.6663e-14
3.6141e-11
2.742e-15
2.1862e-13
8.8846e-16
2.2962e-14
2.8583e-12
2.6366e-14
1.2866e-15
6.4949e-13
1.5695e-14
4.4166e-10
1.1878e-12
5.8453e-15
4.0402e-13
4.6201e-14
6.8033e-14
1.3503e-11
5.7636e-15
5.5882e-14
1.3462e-14
8.6133e-13
9.0312e-13
7.0717e-15
1.336e-12
2.3233e-13
3.9549e-13
3.0731e-15
2.5895e-14
7.904e-12
6.8291e-15
1.0053e-13
4.6466e-11
2.1195e-15
4.9775e-14
1.1058e-09
1.3651e-14
4.7325e-14
1.5319e-13
1.012e-10
5.6785e-14
6.1303e-12
5.6031e-15
8.4375e-14
7.2393e-15
5.187e-14
1.4907e-13
7.0362e-12
5.9842e-14
3.1576e-10
1.9183e-14
1.41e-14
4.3677e-13
5.2986e-14
1.0178e-12
1.2171e-14
4.6102e-15
2.6482e-14
6.1657e-14
1.0533e-14
2.0757e-13
5.9697e-14
2.4477e-14
3.6734e-11
8.3969e-14
1.5812e-14
7.8393e-14
2.5213e-14
4.0072e-15
1.9297e-14
1.313e-14
3.1338e-12
1.7215e-13
1.4946e-14
6.6586e-14
1.7292e-11
8.9389e-13
1.4776e-13
2.0239e-12
3.0806e-13
3.7312e-13
3.5024e-11
5.8121e-12
1.8912e-11
1.3366e-12
1.7839e-11
8.1509e-11
3.1692e-14
1.534e-12
1.0764e-14
1.5685e-14
9.2288e-09
4.6381e-10
6.0832e-14
1.0867e-10
6.5551e-14
1.4491e-14
1.6353e-13
6.396e-16
4.3973e-12
1.6275e-15
1.6429e-13
3.3907e-14
8.0966e-12
3.6597e-13
2.3681e-14
7.8481e-12
4.2031e-14
1.9337e-14
4.0957e-11
3.0681e-14
1.4636e-14
5.4778e-10
1.1308e-14
1.5255e-14
6.4478e-13
7.6188e-15
2.1987e-14
4.2918e-15
4.1042e-15
2.3037e-15
5.0756e-12
4.3385e-12
2.8263e-11
4.3138e-15
7.4902e-10
1.2584e-13
1.7679e-07
5.7005e-15
3.3985e-14
7.7521e-14
3.4155e-15
5.8311e-15
9.6678e-14
1.1501e-14
1.9514e-09
3.4909e-15
7.9851e-14
3.6705e-11
9.1075e-14
8.2183e-15
5.9872e-14
0
1.8675e-13
1.1839e-14
6.8814e-14
2.9128e-13
1.771e-14
3.1225e-12
5.7004e-13
4.7471e-12
7.941e-15
2.5958e-10
1.2808e-13
1.0144e-07
3.6957e-14
1.3898e-14
3.3628e-14
2.0711e-14
3.0832e-13
9.1988e-11
1.1831e-13
9.5657e-15
3.1331e-13
5.1172e-11
2.379e-11
1.8346e-14
1.6088e-11
3.8806e-15
3.4584e-15
4.8569e-12
9.7351e-15
1.7371e-14
3.0585e-14
1.6183e-13
2.4166e-13
7.2055e-14
5.2329e-14
1.3042e-10
1.0042e-12
3.1948e-14
2.2693e-14
4.4838e-11
6.1582e-14
4.3395e-14
1.1085e-12
2.9363e-14
2.026e-14
4.1747e-14
6.5845e-13
1.0286e-14
2.0638e-13
4.4724e-14
7.0619e-09
4.3326e-13
5.7822e-15
2.227e-14
1.317e-14
1.3762e-11
2.7481e-15
1.1742e-15
3.3428e-14
2.0848e-13
9.6587e-14
6.487e-14
6.0893e-12
5.0941e-12
7.0203e-14
4.7057e-15
1.7925e-14
1.3474e-11
2.7874e-13
1.8003e-15
1.1206e-10
2.2262e-11
1.6413e-12
7.6939e-15
4.7366e-14
3.7054e-14
2.5997e-15
1.7005e-13
7.4037e-13
1.9182e-13
4.2489e-13
2.468e-14
1.9037e-13
2.524e-15
4.7988e-14
2.5961e-12
1.1056e-12
4.3158e-10
8.403e-12
6.6156e-14
4.7864e-12
0.023998
1.3776e-14
8.5522e-14
1.278e-13
1.3628e-13
6.9933e-16
9.3587e-13
8.8852e-14
6.1845e-14
3.2502e-13
4.1682e-14
2.7304e-13
1.3645e-13
2.0847e-15
1.4313e-14
2.6628e-12
2.5236e-13
1.1885e-14
3.782e-10
1.0882e-13
8.0124e-13
7.8642e-14
3.6171e-14
7.4301e-13
5.0689e-14
1.4943e-14
7.4033e-15
4.6064e-14
1.186e-15
9.2544e-14
5.8295e-12
1.5936e-14
8.7106e-16
2.3978e-15
2.6748e-13
4.2164e-15
9.4061e-13
3.0952e-14
4.9478e-14
2.0502e-16
4.2268e-14
4.4247e-15
1.2091e-14
7.6347e-14
6.9395e-07
3.3634e-14
1.4213e-14
5.8597e-16
5.8713e-15
4.7573e-13
8.8689e-15
1.3127e-13
5.5602e-16
6.7222e-14
1.1066e-14
3.1394e-14
1.0944e-10
1.9178e-14
5.9389e-13
2.0294e-14
5.3993e-15
9.375e-12
1.2456e-14
9.8155e-15
4.2326e-14
1.8539e-15
1.6153e-14
2.8138e-09
3.0933e-16
4.1639e-14
9.4165e-13
1.1814e-13
1.3362e-15
6.082e-15
7.6943e-15
1.4828e-13
6.2484e-13
1.4162e-12
3.0743e-15
1.7312e-14
3.0037e-15
5.3024e-14
4.8037e-10
1.7847e-10
1.3777e-10
1.0501e-15
6.9871e-12
8.9942e-10
3.1633e-12
8.4917e-14
7.1714e-15
8.481e-12
1.4716e-12
2.0522e-14
4.1577e-16
5.9996e-14
7.7767e-13
2.4749e-14
3.7863e-14
1.6653e-14
3.3888e-14
1.6159e-14
5.4466e-11
1.5334e-13
2.3184e-13
6.1046e-15
4.5247e-12
4.0901e-15
3.6662e-13
9.1104e-11
2.2314e-15
1.1285e-09
6.1597e-15
8.3016e-15
9.484e-15
2.2847e-15
6.8877e-15
1.2109e-14
3.173e-13
1.4161e-15
1.1301e-13
8.2986e-15
5.762e-16
6.4772e-14
1.0622e-12
3.5277e-15
3.3747e-13
3.8653e-14
5.4897e-13
6.1708e-08
1.04e-12
3.8423e-15
1.4172e-13
1.665e-13
5.0109e-14
1.9814e-14
6.4703e-15
6.4863e-15
1.4409e-11
1.5043e-13
9.9133e-15
1.0523e-09
4.3668e-16
2.3059e-14
2.0059e-14
5.322e-15
2.5737e-14
1.2848e-09
6.3117e-10
7.7608e-13
1.7559e-15
1.2481e-14
1.607e-12
2.7192e-14
5.3758e-14
1.3577e-14
1.0176e-09
3.614e-15
8.6929e-15
6.8482e-14
1.0886e-15
3.056e-09
3.386e-15
6.0541e-14
1.4753e-14
2.6528e-14
8.2894e-14
2.3789e-15
1.3034e-13
1.7876e-15
2.144e-13
1.3076e-13
6.0851e-13
8.348e-15
5.0913e-13
2.5028e-14
3.2438e-14
1.5582e-13
1.1341e-13
3.9321e-14
3.9511e-13
6.3095e-11
9.6737e-14
1.7447e-13
4.9797e-15
2.753e-14
2.0625e-14
3.7378e-10
1.7483e-14
1.1062e-11
2.1735e-13
1.5951e-08
7.7376e-14
2.6556e-10
1.4773e-15
4.6973e-14
1.1666e-13
5.264e-14
1.7291e-14
5.7431e-13
6.5153e-14
2.9431e-14
3.3281e-12
9.9283e-14
1.3099e-14
3.0034e-13
1.4953e-15
5.3507e-13
3.9854e-14
9.4576e-13
1.447e-13
2.1718e-13
1.0602e-11
1.9453e-11
9.8047e-12
1.4612e-16
1.3161e-14
3.0717e-15
4.8482e-14
2.051e-11
1.0343e-14
1.0822e-13
6.7865e-15
1.5153e-11
6.0962e-14
1.4843e-14
7.771e-11
5.6672e-15
2.0043e-14
5.0438e-14
2.6642e-14
3.2597e-14
1.0012e-13
3.0996e-12
2.1681e-14
5.3805e-11
3.0721e-14
3.1839e-14
1.3325e-09
3.4071e-15
2.4901e-12
1.3288e-13
6.666e-07
2.8635e-15
1.8761e-15
3.3425e-13
4.074e-14
0.0045241
1.7294e-16
2.4844e-15
4.3218e-12
3.7977e-13
2.253e-13
1.2321e-11
5.4506e-12
1.3017e-14
2.0418e-14
1.5583e-12
7.0244e-14
2.752e-10
7.7444e-05
1.3486e-13
1.5582e-14
2.4801e-14
9.678e-14
2.38e-06
0.00051764
2.7394e-14
4.6753e-14
6.0959e-14
2.5137e-14
1.7601e-11
1.0144e-10
1.1555e-14
4.2121e-11
2.4129e-14
5.4861e-15
2.7283e-14
8.6973e-15
6.2412e-14
5.9662e-14
3.6099e-16
5.7954e-15
8.2483e-14
4.171e-14
4.881e-13
3.7703e-14
4.6921e-13
1.7358e-13
2.0346e-08
1.5125e-14
2.7199e-14
7.4897e-11
1.8439e-14
1.4787e-15
4.8256e-10
6.7926e-16
1.6211e-14
5.3817e-11
7.8057e-13
2.7941e-15
1.5002e-13
2.1502e-09
5.2172e-14
1.1696e-13
3.2136e-14
4.1943e-11
1.3401e-15
1.9646e-11
0.002961
7.1492e-14
2.7967e-11
8.7714e-14
1.741e-15
1.6813e-14
5.3716e-14
5.2632e-12
2.0793e-10
4.8383e-15
7.819e-15
1.4716e-13
5.2653e-13
1.0642e-13
4.8056e-13
8.8927e-13
5.1877e-15
1.6446e-13
3.5499e-15
3.9911e-14
1.0023e-05
7.7284e-15
7.6739e-15
7.6614e-13
5.1914e-13
7.3639e-14
3.7864e-14
1.7274e-12
3.0542e-14
2.2404e-14
2.0977e-14
1.3026e-13
6.0323e-10
7.4136e-13
3.4273e-13
1.9756e-14
8.5879e-14
4.4212e-15
1.9723e-14
2.8219e-08
1.1715e-13
3.0236e-13
8.5957e-15
3.779e-14
1.9564e-14
4.1846e-14
7.8984e-15
6.6918e-14
1.5603e-09
1.5359e-14
1.0903e-14
9.3842e-15
1.8503e-07
1.7977e-13
3.7493e-11
3.026e-15
4.6982e-14
3.4105e-15
1.3798e-08
1.066e-11
4.7563e-14
1.7071e-14
3.2652e-15
3.671e-12
9.3806e-11
2.5109e-13
3.563e-10
4.3174e-15
6.7733e-15
5.0017e-14
8.319e-15
1.169e-13
1.2312e-13
2.987e-13
7.7805e-13
1.2847e-14
6.7932e-13
8.4115e-12
8.0394e-12
3.0503e-13
1.0422e-15
1.7027e-14
1.0046e-10
3.1169e-14
1.9518e-14
5.6674e-14
4.4041e-14
1.4598e-14
1.2239e-13
6.2156e-13
2.7222e-14
4.5319e-15
4.9803e-14
1.2966e-13
7.711e-15
1.4028e-10
3.7809e-11
1.9022e-12
4.081e-13
2.4632e-13
2.1979e-14
3.0934e-10
1.0784e-14
2.3279e-15
4.7847e-13
5.7234e-14
3.3869e-14
3.5245e-14
4.4158e-14
2.939e-10
2.2549e-14
8.9318e-13
2.4161e-13
2.9279e-14
1.1549e-14
8.4853e-14
1.0364e-14
3.9971e-15
7.2732e-15
6.4416e-13
5.7584e-15
1.063e-14
9.2046e-16
5.567e-14
4.3599e-14
2.213e-11
5.1754e-14
2.3721e-14
1.5367e-13
7.4679e-16
1.3154e-14
9.196e-13
3.8639e-14
7.6453e-15
1.1901e-11
1.5393e-13
5.0562e-14
1.1284e-13
6.0086e-14
1.2448e-14
2.9632e-15
6.7975e-14
7.8193e-09
1.0739e-15
5.7423e-13
1.6725e-13
4.0749e-13
4.3511e-14
8.0471e-13
2.536e-13
2.5841e-11
1.088e-14
1.6922e-14
2.4443e-10
9.4608e-15
5.9526e-15
1.3394e-10
1.4154e-14
2.8598e-14
8.2257e-15
2.2324e-12
2.0458e-14
9.2798e-14
3.1565e-12
3.5203e-14
6.3231e-13
1.7463e-14
1.1943e-13
1.0239e-14
1.4598e-13
1.2938e-11
1.9033e-14
1.1558e-12
1.7483e-15
1.9748e-15
2.615e-12
5.6715e-15
7.6791e-14
7.4526e-15
9.6607e-16
5.943e-13
6.9305e-12
0.0035098
2.4729e-11
3.6807e-12
1.6236e-11
1.6532e-15
4.9666e-14
8.3959e-13
4.4743e-15
1.7271e-13
9.6778e-15
8.3261e-13
8.1989e-13
3.1089e-15
7.9145e-15
2.9493e-14
4.4138e-14
2.057e-15
2.7554e-12
1.6472e-14
1.0781e-13
4.3721e-13
3.9442e-11
4.7832e-12
3.4371e-15
2.565e-11
2.3341e-14
9.1889e-11
1.3666e-13
2.3141e-11
1.857e-11
2.9044e-13
6.2884e-13
6.6352e-12
3.5856e-14
1.181e-13
6.5449e-16
3.7404e-12
1.8754e-14
1.4972e-14
1.683e-12
1.1194e-14
1.9938e-14
7.0662e-11
7.3457e-13
1.2464e-13
4.5482e-13
2.5591e-14
1.2113e-14
1.4741e-11
2.6871e-14
7.8162e-13
1.5587e-12
4.7891e-14
4.0326e-13
3.8521e-14
2.0961e-14
7.6541e-12
7.2569e-16
4.104e-11
5.8097e-14
1.5176e-12
8.2315e-14
6.0644e-12
1.4705e-16
9.6209e-14
7.8539e-13
9.0394e-15
5.6593e-14
1.3114e-14
1.7935e-16
4.5442e-12
5.3101e-13
1.1295e-13
7.5704e-13
3.5355e-14
2.9633e-14
0
1.1462e-11
6.7283e-13
5.7645e-11
3.2202e-15
