0.00036914,-1,-1,-1,0.095424,-1,-1,26.387,-1,-1,-1
0.00010899,0.016542,0.03081,-1,0.05523,0.022544,-1,0.045758,0.24616,-1,0.29252
0.00021562,4.5379e-05,0.019596,0.14462,0.075673,-1,172.15,-1,-1,-1,0.11587
0.00076202,0.040281,0.091731,0.053714,-1,-1,-1,-1,-1,0.3465,-1
0.00011245,0.043622,0.10585,0.019684,0.041662,0.082103,0.3332,-1,-1,0.033187,0.025629
3.5979e-05,0.039258,0.015948,0.017476,0.3674,0.24155,0.10912,-1,-1,-1,0.012452
4.1496e-06,0.042626,-1,0.027775,0.071919,0.041332,-1,0.15782,-1,-1,0.55132
0.012534,0.06537,0.085289,-1,0.24225,0.012447,-1,35.278,0.31571,-1,0.0415
0.00012397,0.010402,0.041255,-1,0.025905,0.08578,0.31758,16.797,0.040577,0.030661,2.6627
0.00013925,0.014878,0.0093809,0.02517,0.00037461,-1,0.12432,0.10789,0.12503,4.7196,0.033028
9.9594e-06,-1,0.030498,-1,-1,-1,0.014988,-1,0.12502,-1,-1
1.8537e-05,0.031153,0.0013067,0.0085424,0.090727,0.11783,0.013487,-1,0.088135,-1,-1
2.0305e-05,0.010716,0.083273,-1,-1,-1,0.050499,4.389,0.26864,0.12505,1.0021
0.0015603,0.072646,0.0082018,0.11643,-1,0.0028078,0.039425,0.11484,0.00062055,-1,-1
0.0022554,0.10116,0.029868,0.074747,0.29207,0.097816,0.15945,-1,0.12745,-1,-1
7.5394e-05,0.019683,0.0070681,0.051645,0.029637,-1,0.31216,-1,-1,-1,-1
0.00025044,0.011345,0.024994,0.17886,-1,0.12366,-1,-1,0.057531,0.11641,-1
0.00013938,0.011889,0.019416,0.0053076,0.16817,-1,0.79312,0.0047158,-1,0.097311,0.3354
4.5947e-05,0.023998,0.24522,-1,0.21373,-1,-1,0.031793,1.0908,-1,-1
5.2855e-05,0.0044821,17.573,0.020292,-1,-1,0.58323,-1,-1,29.378,-1
6.3845e-06,0.095334,0.012286,0.0088686,0.029203,0.082472,0.21342,0.028679,0.020799,0.047684,-1
1.8252e-05,0.030302,0.026524,0.019102,0.097603,0.17567,0.016742,-1,0.094097,0.027424,-1
0.0003869,0.0066878,0.013994,0.090235,0.0088962,-1,0.084004,0.10417,-1,71.061,0.063996
0.00016032,-1,0.066633,0.14479,0.085492,-1,-1,1.335,4.5402,-1,0.0092252
3.3041e-05,-1,0.060264,0.082826,-1,0.01657,0.22919,1.469,0.75993,0.03108,-1
0.00066453,0.0081919,0.012673,0.015731,0.035309,-1,0.024701,-1,0.2592,-1,0.72216
0.0013998,0.0044335,-1,0.11333,26.566,0.034031,0.91572,-1,0.011508,-1,-1
2.6189e-05,0.012553,0.011196,0.043296,0.16828,0.0449,0.051631,0.034129,-1,2.0946,-1
3.2328e-05,0.028183,0.29975,0.055165,0.24427,-1,0.060116,0.29038,-1,0.26486,0.21544
0.00037561,0.044156,-1,0.033043,0.0027136,0.16755,-1,0.092066,-1,0.11198,1.3275
0.00011835,0.0061865,0.2278,0.038789,0.12475,0.0044916,-1,-1,0.52821,-1,77.211
5.6367e-05,0.11576,-1,0.21727,0.040819,0.23479,0.045766,-1,0.31281,-1,0.78079
0.00044729,0.027075,0.063175,0.092333,0.089526,-1,0.010316,-1,-1,-1,1.3608
9.1587e-06,0.051519,0.0015472,0.005836,0.20812,-1,1.3113,0.050357,-1,-1,-1
0.00029454,0.083259,-1,0.042066,-1,-1,-1,-1,-1,5.2228,-1
0.00029518,0.011676,0.026741,-1,-1,0.064861,0.020312,0.11861,-1,0.91343,-1
6.7044e-05,0.0068079,0.14647,0.083382,0.075035,-1,0.090077,0.053844,0.15998,0.31036,0.06545
0.00062442,0.0032997,0.043672,0.1096,-1,0.063475,-1,0.012872,0.20668,-1,0.072
4.3039e-05,0.43262,0.0013848,-1,0.037377,0.17732,0.002573,-1,-1,-1,-1
0.0038836,0.0029852,-1,0.020133,0.11814,0.086351,-1,0.58577,-1,0.029622,-1
7.5872e-05,0.003114,0.0072606,0.11787,0.075371,0.084982,-1,0.077306,0.24542,0.031518,-1
4.9675e-05,0.0034165,0.23674,-1,0.0022102,0.087504,0.042492,0.4272,0.01823,0.23387,2.0644
0.00022631,0.16149,-1,0.029054,0.096015,0.36568,-1,0.28884,-1,-1,-1
3.4202e-05,0.0057747,0.0016591,0.0061435,-1,0.095471,0.060508,-1,12.707,0.31563,8.4793
0.00046166,0.038813,1.6623,0.097857,-1,0.003148,0.0099178,25.966,0.041515,-1,0.062845
0.0002019,0.041012,0.0050494,-1,0.088718,0.060548,0.010869,0.010598,-1,-1,-1
5.9067e-06,0.040425,0.0044835,0.03864,0.078578,0.1468,-1,-1,-1,0.08643,-1
8.4426e-06,0.15567,0.011833,0.011619,0.050398,-1,0.46192,-1,-1,-1,0.0010784
0.01282,-1,0.0087876,0.043051,2.3682,-1,-1,-1,-1,-1,0.20285
0.00023088,0.010418,0.012969,0.007196,0.15684,-1,-1,0.054667,-1,-1,-1
0.00014346,0.057007,0.032059,0.083152,0.057191,-1,0.11951,-1,-1,0.19866,0.1921
0.00078293,0.0041762,0.01362,0.018657,0.060016,25.001,3.5877,0.23413,0.048454,0.1001,-1
9.813e-05,0.011399,0.0051917,0.015321,0.10946,0.19494,0.028892,0.15467,0.024277,-1,52.432
0.00011417,0.01805,0.10631,0.0011575,0.0050651,0.13606,-1,-1,0.046113,0.08141,-1
7.6632e-05,0.046655,0.10046,0.0086375,-1,0.98074,-1,-1,-1,-1,-1
0.00019651,-1,0.19245,-1,0.052431,-1,0.1145,-1,0.18207,0.22963,0.13178
3.0585e-05,0.043871,0.15683,0.034485,0.01064,-1,-1,-1,0.082352,2.1275,-1
-1,0.026006,0.81126,0.032164,-1,-1,0.35773,-1,3.6104,0.032013,-1
0.00029248,0.00070964,0.091421,0.010765,-1,-1,0.8811,0.0047288,-1,-1,27.406
0.00038147,0.0019585,-1,0.018805,14.105,0.099648,0.038144,0.67504,0.40293,0.098126,-1
0.00085607,0.0092449,0.77705,0.026628,0.032642,-1,0.30631,-1,-1,0.026361,0.064119
0.13154,0.019622,0.0027784,0.081921,0.011866,0.055375,0.53739,0.15993,1.0699,-1,5.5629
1.7588e-05,0.016478,0.15879,-1,0.0037456,-1,0.028641,0.03258,0.64458,-1,0.11022
0.00025375,-1,0.011082,0.50342,0.37646,0.030974,0.0029098,1.2636,-1,0.2085,0.74011
1.4004e-06,0.0055235,0.00033806,0.027326,0.015497,0.046186,-1,0.13567,-1,0.35686,0.48391
5.1316e-05,0.0084889,0.025368,0.01484,-1,-1,0.0021919,0.14437,-1,4.3664,-1
1.8268e-05,0.21778,-1,0.0053315,-1,0.033957,0.0089943,-1,0.25267,-1,-1
0.00018331,0.023011,-1,-1,0.014054,2.0372,0.10326,0.011073,0.027408,0.14062,-1
0.00016227,-1,0.22105,-1,1.1546,0.55943,0.08534,-1,-1,-1,-1
7.7749e-05,0.17691,0.057859,-1,0.18468,0.029884,1.624,-1,0.12683,-1,-1
0.0006764,0.35664,0.0067442,0.042925,0.048359,-1,0.4336,0.021568,-1,0.39017,0.020896
0.00059549,0.29115,0.041679,0.047597,-1,0.22331,-1,0.068826,-1,-1,-1
0.00040095,0.019517,-1,0.036962,0.035352,0.14335,0.015513,-1,-1,0.45424,0.45185
0.00036379,0.057448,0.065794,0.019876,0.105,0.020145,-1,-1,-1,0.65927,0.43742
6.429e-05,0.048809,0.036838,0.025803,0.027634,-1,0.010659,-1,0.0673,0.02365,-1
6.2295e-05,0.0064115,0.02764,-1,0.047377,0.038058,-1,0.098341,0.079771,0.27252,1.1989
8.724e-05,0.029488,0.013595,0.025809,-1,1.4418,-1,0.013338,-1,-1,-1
0.00031046,0.078925,0.0094857,1.2429,3.7403,-1,0.045534,2.6781,-1,-1,0.02532
6.5181e-05,0.14328,0.034783,0.041634,0.032945,7.3053e-05,-1,0.072851,0.13122,0.12371,0.1033
0.00018678,0.0035263,0.023414,0.10952,-1,-1,-1,0.54045,0.19709,0.14131,-1
