1.9411e-14,4.4902,0.016098,-1,0.084373,0.023319,0.027306,-1,0.11061,0.22456,0.096246
7.5809e-14,0.00046816,0.1116,0.092195,-1,0.0011495,-1,0.10135,0.14328,0.063472,0.26456
2.4346e-12,0.024195,0.068317,-1,0.23723,-1,0.093016,-1,0.23003,0.21106,0.1957
1.5358e-13,0.066894,0.066815,-1,0.13074,0.025951,-1,-1,-1,0.046294,2.9089
1.8713e-12,0.029821,-1,0.073806,0.15681,0.02574,-1,-1,-1,-1,-1
3.2035e-14,-1,0.10603,0.005708,0.13404,0.016327,0.02871,14.588,0.2006,-1,-1
2.7865e-13,0.0031683,-1,0.028762,-1,-1,0.072585,-1,0.028866,-1,0.084008
1.402e-11,0.035127,0.019096,-1,0.013505,-1,-1,0.46321,0.055662,-1,0.057571
1.124e-14,0.014977,0.11995,0.022633,-1,0.023988,-1,0.63646,-1,0.051568,-1
1.185e-14,-1,0.061531,0.22344,7.6139,0.015926,0.18567,-1,0.0097199,-1,-1
1.2184e-09,0.025819,-1,0.023986,-1,0.0076129,0.30416,-1,0.90883,0.42268,-1
6.7931e-14,0.00080542,0.036265,0.03794,0.047218,0.18086,0.10787,0.086188,0.038577,-1,-1
2.7939e-13,0.005249,0.087223,0.016347,0.019504,0.068957,-1,0.055341,-1,-1,0.061209
0,-1,-1,0.0042851,0.28941,-1,-1,-1,-1,-1,0.16729
7.2877e-14,0.026864,0.058751,0.006966,0.048905,-1,-1,-1,0.17876,0.020281,-1
1.3665e-13,0.01699,0.22735,0.015083,-1,0.10265,0.047191,0.030762,-1,0.93521,-1
3.5685e-10,0.0039126,0.38731,0.02103,21.073,0.066035,-1,0.0061669,0.076757,0.083118,-1
7.8075e-14,0.0049189,0.0034641,0.26959,0.022549,0.11849,-1,-1,-1,-1,4.07
2.1608e-13,0.018172,0.12841,0.015439,0.16872,0.0039128,0.059306,0.6963,5.2335,-1,-1
3.1653e-13,-1,0.20811,0.081933,0.039698,0.096563,0.0035039,0.19836,-1,-1,3.3687
5.8957e-14,1.3063,0.018111,0.041111,-1,0.11552,-1,0.040095,0.15867,-1,-1
6.0987e-14,-1,0.15645,0.030579,0.08797,0.078957,0.019379,-1,0.027457,0.038996,-1
1.1844e-13,0.049647,-1,-1,0.0065229,0.08693,0.032625,0.12937,-1,-1,-1
3.8677e-13,-1,-1,0.1007,0.18507,0.17817,1.2282,0.02485,-1,0.91042,0.87531
4.5525e-13,0.00819,-1,0.030074,-1,-1,-1,0.060309,-1,-1,0.12561
1.5687e-13,-1,0.05785,0.11978,-1,0.034165,-1,0.0051482,-1,-1,-1
1.8741e-13,0.024642,-1,0.018588,-1,-1,0.049105,0.046802,0.56371,-1,-1
3.1597e-12,0.0050879,0.0054905,0.06011,-1,-1,0.056647,1.4659,-1,0.041269,-1
2.9982e-14,0.016508,0.25552,0.10904,-1,0.17941,-1,0.2135,0.028295,-1,-1
3.1489e-13,0.0086727,1.449,0.16146,0.029023,0.0021137,0.36116,0.14957,0.13836,0.10819,0.22871
9.9108e-14,0.022286,0.12603,0.0077933,0.052365,0.059105,-1,0.20752,0.28156,0.046507,-1
1.947e-14,0.013366,-1,-1,-1,-1,-1,18.176,0.020057,0.14333,0.12955
1.2291e-13,0.0098579,0.0031315,0.16365,-1,-1,0.0071533,0.078523,0.052941,0.01914,-1
4.7486e-12,0.32761,0.096291,0.0085642,-1,-1,0.28976,0.37455,-1,-1,-1
2.4679e-14,0.10977,0.051079,0.011376,0.23439,0.031644,0.054496,0.2242,0.1324,-1,-1
4.9512e-14,0.0036293,0.071285,-1,0.01593,2.676,-1,-1,-1,0.43666,0.0064386
3.689e-13,0.0096489,0.16422,0.031433,-1,-1,-1,0.078702,0.1156,-1,-1
1.0416e-13,0.063791,0.076239,0.038709,0.059051,0.061748,0.044117,0.060054,0.069146,0.096083,0.029241
3.5562e-13,0.11909,-1,0.035405,-1,-1,0.057757,0.19601,1.1445,0.29861,0.01101
2.8782e-13,0.0044023,0.012663,0.012066,0.004816,0.034162,0.083516,0.03136,0.093935,-1,-1
3.4295e-13,0.03555,0.010122,-1,-1,-1,0.13129,0.71389,-1,0.06538,0.1405
4.0262e-14,0.49256,0.046897,0.086628,0.038157,0.011281,0.097521,0.074196,-1,0.084143,0.075867
6.8758e-14,0.017658,0.031609,0.12507,0.018078,-1,0.092852,-1,0.16676,-1,0.68128
6.7753e-13,0.0057494,0.058907,0.43582,1.3719,0.69725,-1,14.711,0.0049948,-1,1.3606
3.435e-14,0.01028,-1,0.01317,0.062409,2.7843,-1,0.035537,-1,0.050131,-1
7.0107e-14,0.016139,0.030704,0.034057,-1,-1,0.24522,-1,-1,-1,-1
1.0348e-13,-1,2.4533,0.049659,-1,0.019298,0.015908,-1,182.04,0.021723,-1
8.7267e-14,0.023133,0.051655,0.042104,0.034612,-1,-1,0.04433,0.077149,9.1578,0.041606
5.6725e-13,0.01752,0.082866,0.02456,-1,-1,0.036763,0.0021869,0.036625,-1,-1
5.2517e-14,0.0012002,-1,0.014802,0.024431,0.0068127,-1,0.038595,0.38398,8.6496,-1
1.3192e-13,0.0099935,0.029603,0.073293,0.20326,0.012477,0.15352,0.051758,-1,0.30783,-1
1.6723e-13,0.00042046,0.013456,-1,0.083604,-1,0.044937,-1,-1,0.022329,-1
3.0507e-14,0.16028,0.048011,0.0058874,-1,0.010979,0.031323,0.027662,-1,-1,0.22604
8.3886e-14,0.0057667,-1,0.06619,0.052782,-1,-1,-1,0.012114,0.80782,0.4125
1.5339e-14,0.04993,0.043664,0.023709,0.024559,0.16941,0.56856,-1,0.027196,-1,-1
3.0262e-12,0.0052254,0.13024,0.10321,0.10247,0.014618,0.01381,-1,-1,-1,-1
3.9177e-13,0.0125,0.034202,0.015235,0.05559,0.092071,0.064053,-1,0.010138,-1,-1
1.72e-13,0.01377,0.0066961,-1,0.029858,0.10389,-1,0.12208,-1,-1,-1
4.0112e-14,0.0049432,-1,0.032409,-1,0.6001,0.10351,0.017152,0.043364,-1,0.11284
1.522e-12,0.039142,0.015588,0.019968,0.0072103,-1,0.070214,0.43769,-1,-1,-1
1.0182e-13,0.0027553,0.022158,0.0010449,-1,0.025244,0.095518,-1,0.050183,0.12541,0.056003
2.0872e-14,0.015724,0.011,0.019127,1.0588,-1,-1,-1,-1,0.86961,0.55115
1.9022e-13,0.041732,0.085198,0.045281,0.01058,-1,-1,-1,-1,0.91739,-1
3.0032e-13,0.16128,0.07035,-1,-1,-1,-1,0.048201,0.12928,-1,-1
5.4274e-13,0.0099687,0.025812,0.076967,0.0051502,0.030054,0.014232,2.8032,-1,-1,0.081882
